"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4"
"50774","Ssxb3",0,0,0,0,0,0,0,0
"50775","Ssxb5",0,0,0,0,0,0,0,0
"50776","Ssxb6",0,0,0,0,0,0,0,0
"50777","Ssxb8",0,0,0,0,0,0,0,0
"50778","Ssxb9",0,0,0,0,0,0,0,0
"50779","St13",5135.46,5023.58,4585.88,4049.68,4564.67,4685.56,5905.64,5661.84
"50780","St14",0,6.43,2.67,10.49,8.73,12.65,20.58,7.43
"50781","St18",83.75,133.92,77.57,202.02,265.86,503.13,315.81,349.43
"50782","St3gal1",639.71,642.81,727.53,784.49,1102.4,324.64,771.2,558.28
"50783","St3gal2",3390.97,3336.2,3419.68,3682.36,2854.01,2487.54,2546.2,2454.79
"50784","St3gal3",1035.29,1067.07,1103.34,1073.09,1050.03,798.96,986.81,978
"50785","St3gal4",908.77,788.52,945.53,881.56,633.78,621.88,577.95,610.32
"50786","St3gal5",2193.53,2205.92,1837.56,2068.78,2399.49,1512.9,1943.2,1860.02
"50787","St3gal6",500.72,468.18,542.98,435.53,470.63,423.72,368.6,339.29
"50788","St6gal1",351.04,392.12,397.2,423.73,702.26,575.51,564.53,456.22
"50789","St6gal2",1858.53,1520.25,1579.45,1423.36,1554.9,1120.09,1206.89,1046.26
"50790","St6galnac1",0,3.21,0,0,0,0,0,0
"50791","St6galnac2",67.71,61.07,50.82,72.15,57.74,104,52.78,60.83
"50792","St6galnac3",196.01,177.84,177.87,237.44,236.99,329.56,255.87,301.44
"50793","St6galnac4",625.45,699.59,720.85,768.74,731.13,538.26,724.67,677.91
"50794","St6galnac5",2091.96,2693.38,2483.52,2451.84,2261.86,2071.54,2321.64,1920.17
"50795","St6galnac6",5686.07,5514.26,5627.7,5937.42,3440.12,2616.83,2525.62,2618.36
"50796","St7",335,364.26,337.02,306.97,319.57,330.97,325.66,352.81
"50797","St7l",687.82,694.24,596.47,566.72,513.6,531.94,566.32,565.71
"50798","St8sia1",759.09,912.79,898.72,919.61,1137.98,1004.85,1583.55,1647.79
"50799","St8sia2",74.84,101.78,157.81,101.01,260.49,517.89,413.33,421.75
"50800","St8sia3",2232.73,2835.87,2621.27,2672.23,5029.93,8222.92,7981.25,7761.13
"50801","St8sia3os",1.78,10.71,4.01,7.87,8.73,18.97,15.21,11.49
"50802","St8sia4",545.26,607.46,556.35,436.85,659.29,703.4,822.19,869.86
"50803","St8sia5",1300.79,1333.84,1176.89,1415.48,1122.54,291.62,469.7,483.25
"50804","St8sia6",19.6,26.78,18.72,23.61,89.96,180.59,312.24,190.6
"50805","Stab1",249.47,332.12,449.36,360.76,414.91,302.16,336.39,306.85
"50806","Stab2",5.35,4.29,12.04,10.49,4.03,10.54,1.79,4.73
"50807","Stac",23.16,54.64,32.1,61.66,116.82,99.08,199.51,163.56
"50808","Stac2",1781.91,1953.08,1758.65,2217.02,1221.9,1112.36,1269.52,709
"50809","Stac3",37.42,58.92,62.86,36.73,13.43,11.24,1.79,5.41
"50810","Stag1",491.81,631.03,663.34,665.11,938.58,971.83,961.76,987.46
"50811","Stag2",2059.89,2303.41,2218.71,1932.35,2245.74,2357.54,2284.06,2352.06
"50812","Stag3",42.77,34.28,25.41,36.73,22.16,18.97,1.79,14.87
"50813","Stam",1628.66,1818.09,1678.41,1772.31,1775.78,1947.16,2133.76,2140.51
"50814","Stam2",657.52,685.67,708.81,704.46,763.35,751.18,859.77,766.45
"50815","Stambp",662.87,557.1,508.2,594.27,702.26,702.69,803.4,838.77
"50816","Stambp-ps1",0,0,0,0,0,0,0,0
"50817","Stambp-ps2",0,0,0,0,0,0,0,0
"50818","Stambpl1",335,324.62,300.91,291.23,237.67,251.56,303.29,330.51
"50819","Stamos",3.56,6.43,2.67,1.31,8.06,2.11,3.58,7.43
"50820","Stap1",0,1.07,0,1.31,2.69,0,0.89,0
"50821","Stap2",16.04,22.5,36.11,34.11,19.47,24.59,25.95,15.55
"50822","Star",33.86,37.5,40.12,32.8,17.46,20.38,11.63,12.17
"50823","Stard10",670,677.1,633.92,709.71,798.93,862.91,889.29,781.99
"50824","Stard13",176.41,151.06,189.91,154.8,230.28,307.78,246.93,225.07
"50825","Stard3",351.04,423.18,387.84,446.03,555.23,586.05,508.17,501.5
"50826","Stard3nl",2045.63,1661.67,1575.43,1757.88,1022.5,895.93,872.29,1000.3
"50827","Stard4",1192.1,1011.36,1143.46,1059.97,964.09,783.5,757.78,818.49
"50828","Stard5",251.25,250.7,208.63,238.76,363.88,186.92,374.86,195.33
"50829","Stard6",32.07,20.36,22.74,23.61,21.48,17.57,17.89,22.3
"50830","Stard7",4654.34,4379.7,4291.65,3917.18,3607.96,3022.29,3139.36,3413.87
"50831","Stard8",564.86,442.47,616.53,482.76,448.48,299.35,282.71,312.26
"50832","Stard9",236.99,290.34,318.3,397.49,234.98,300.75,144.04,161.54
"50833","Stat1",203.14,186.42,224.68,170.54,272.58,210.11,271.98,273.73
"50834","Stat2",397.37,370.69,295.56,338.46,380,273.35,267.5,300.77
"50835","Stat3",632.58,711.38,811.79,844.83,1402.5,1349.17,1420.72,1389.61
"50836","Stat4",23.16,19.28,10.7,14.43,20.81,2.11,6.26,4.06
"50837","Stat5a",67.71,46.07,64.19,53.79,55.05,54.11,51,60.83
"50838","Stat5b",395.58,496.04,538.96,494.57,766.04,977.45,1024.38,1196.31
"50839","Stat6",171.06,181.06,189.91,186.28,240.35,190.43,203.09,210.2
"50840","Stau1",1357.81,1420.62,1417.62,1319.72,1456.88,1427.17,1662.28,1564.66
"50841","Stau2",3843.58,3908.3,3771.41,3758.45,2962.77,2536.73,2777.91,3180.01
"50842","Stbd1",37.42,25.71,30.76,65.59,51.02,23.19,62.63,39.2
"50843","Stc1",73.06,72.85,85.59,48.54,96.01,189.02,193.25,225.74
"50844","Stc2",33.86,42.85,32.1,39.36,57.07,51.3,87.68,54.75
"50845","Steap1",14.26,3.21,13.37,10.49,18.13,83.62,10.74,34.47
"50846","Steap2",294.01,306.41,276.84,326.65,486.75,822.85,731.83,984.76
"50847","Steap3",162.15,164.99,193.92,213.83,318.9,261.4,349.81,291.3
"50848","Steap4",0,6.43,8.02,9.18,12.08,8.43,15.21,17.57
"50849","Stfa1",0,2.14,2.67,0,0.67,0.7,0,0
"50850","Stfa2",0,1.07,1.34,0,0,1.41,0,0
"50851","Stfa2l1",0,0,1.34,0,0,0.7,0,0
"50852","Stfa3",0,0,1.34,0,0,0,0.89,0
"50853","Stil",3.56,13.93,12.04,19.68,39.61,37.95,20.58,22.3
"50854","Stim1",1748.05,1819.16,1903.09,1879.88,1977.87,2434.13,2436.15,2496.02
"50855","Stim2",646.83,702.81,587.11,708.4,909.71,952.85,1008.28,1182.11
"50856","Stimate",495.37,511.04,445.35,447.34,422.97,425.83,412.44,410.26
"50857","Sting1",57.02,65.35,77.57,64.28,128.23,115.94,130.62,121.66
"50858","Stip1",2541,2589.46,2233.42,2140.94,3258.85,3201.47,4359.67,4298.59
"50859","Stk-ps1",0,0,0,0,0,0,0,0
"50860","Stk-ps2",0,1.07,0,0,0,0,0,0
"50861","Stk10",192.45,140.35,151.12,170.54,159.12,171.46,148.51,148.02
"50862","Stk11",1580.55,1529.89,1685.1,1671.29,1499.18,1430.68,1425.19,1384.88
"50863","Stk11ip",953.32,857.08,917.44,919.61,666,516.48,606.58,532.59
"50864","Stk16",1781.91,1582.39,1543.34,1608.33,1120.52,1105.34,1054.8,1023.28
"50865","Stk17b",655.74,567.82,608.51,518.18,379.33,305.67,244.24,218.31
"50866","Stk19",718.11,592.46,529.6,550.98,431.69,354.86,301.5,263.59
"50867","Stk19-ps1",0,0,0,0,0,0,0,0.68
"50868","Stk24",746.62,709.24,730.21,708.4,888.23,875.56,1067.33,991.52
"50869","Stk25",6568.11,5829.24,5349.52,5281.5,4772.8,3973.03,3881.03,3960.65
"50870","Stk26",23.16,28.93,34.77,38.04,139.65,363.29,227.24,268.32
"50871","Stk3",240.56,302.12,272.83,300.41,293.39,304.27,278.24,322.39
"50872","Stk31",1.78,0,5.35,0,2.01,2.81,0,8.79
"50873","Stk32a",103.35,118.92,106.99,85.27,355.83,683.72,565.42,648.84
"50874","Stk32b",30.29,45,69.54,52.47,190.67,215.73,476.85,696.83
"50875","Stk32c",1746.27,1739.88,1441.7,1700.16,2396.8,2333.65,2039.82,1932.34
"50876","Stk33",12.47,6.43,14.71,5.25,38.27,104.7,62.63,82.46
"50877","Stk35",764.44,848.51,839.87,844.83,644.52,642.26,545.74,600.86
"50878","Stk36",67.71,80.35,100.3,86.58,103.39,147.57,98.41,111.52
"50879","Stk38",677.13,744.59,865.28,857.95,712.33,723.77,502.8,560.98
"50880","Stk38l",399.15,524.96,477.44,451.28,528.37,488.37,487.59,494.74
"50881","Stk39",1389.89,1403.47,1285.22,1415.48,1432.71,1749.71,1494.97,1810.68
"50882","Stk4",931.94,1149.56,1065.89,1130.81,1165.5,1157.34,1160.37,1140.21
"50883","Stk40",659.31,706.02,752.95,902.55,593.49,590.97,530.53,569.09
"50884","Stkld1",8.91,3.21,1.34,1.31,0,0.7,3.58,0.68
"50885","Stmn1",8816.88,7992.3,7526.78,6408.38,5472.37,1852.3,2256.33,2542.66
"50886","Stmn1-rs1",0,0,0,0,0.67,0,0,0
"50887","Stmn2",17808.39,16037.1,13963.59,13944.95,14670.86,8354.33,10510.45,11750.17
"50888","Stmn3",17174.03,14816.83,12184.87,11331.74,11356.29,8016.33,11185.02,11427.1
"50889","Stmn4",6332.9,6296.35,5552.8,5339.22,7064.86,4334.92,4117.22,4257.37
"50890","Stmnd1",7.13,1.07,0,7.87,4.03,9.84,0.89,6.08
"50891","Stn1",213.83,185.34,238.05,213.83,276.61,257.19,289.87,245.34
"50892","Stom",294.01,220.7,259.45,293.85,342.4,296.54,440.17,324.42
"50893","Stoml1",1149.33,1123.85,1164.86,972.08,1319.92,952.85,959.97,1021.93
"50894","Stoml2",1441.56,1348.83,1265.16,1233.14,964.76,824.96,867.82,956.37
"50895","Stoml3",16.04,1.07,5.35,5.25,8.73,26,13.42,8.79
"50896","Ston1",64.15,54.64,70.88,98.39,70.49,79.4,97.52,70.97
"50897","Ston2",894.52,839.94,1004.37,1006.19,845.93,1153.12,883.03,1142.91
"50898","Stox1",122.95,89.99,132.4,107.57,99.36,88.54,103.78,87.86
"50899","Stox2",5949.79,6300.63,6771.16,6846.54,4685.52,5042.53,5061.98,5292.81
"50900","Stpg1",14.26,37.5,9.36,69.53,47,56.22,87.68,37.85
"50901","Stpg2",1.78,0,0,3.94,1.34,4.22,0,0
"50902","Stpg3",0,0,1.34,0,0.67,0,1.79,0
"50903","Stpg4",0,0,0,2.62,0,1.41,3.58,2.7
"50904","Stra6",147.9,100.71,149.79,305.66,231.62,102.59,312.24,111.52
"50905","Stra6l",1.78,1.07,2.67,0,4.03,4.92,3.58,2.03
"50906","Stra8",0,0,0,0,0,1.41,0,0
"50907","Strada",197.79,298.91,283.52,303.04,405.51,356.97,348.92,333.21
"50908","Stradb",1559.17,1536.32,1505.89,1550.6,1005.72,917.02,1075.38,1011.79
"50909","Strap",3717.06,3534.4,3581.5,3275.68,3534.11,3486.77,3837.19,4014.72
"50910","Strbp",4212.43,4258.63,4272.93,3770.25,2801.64,2145.32,2366.37,2222.97
"50911","Strc",5.35,2.14,10.7,3.94,4.7,4.22,2.68,6.76
"50912","Strip1",1423.74,1550.25,1487.17,1589.96,1492.46,1188.96,1273.99,1549.12
"50913","Strip2",367.07,334.26,548.33,388.31,1904.69,2674.45,3551.79,2268.25
"50914","Strit1",0,0,0,1.31,14.1,20.38,5.37,10.14
"50915","Strn",1787.25,2089.14,2079.63,2180.29,4322.97,7011.48,5553.14,5757.14
"50916","Strn3",1846.06,1742.02,1762.67,1604.39,1572.36,1718.09,1516.45,1628.87
"50917","Strn4",5928.41,6205.28,6119.85,6332.29,5203.15,4225.3,4223.68,3862.65
"50918","Stt3a",874.92,905.29,901.39,847.45,1178.26,1366.04,1494.08,1651.17
"50919","Stt3b",2624.75,2478.04,2587.83,2134.38,2532.42,2482.62,2932.69,2781.92
"50920","Stub1",2083.05,1971.29,1973.97,1833.96,2344.44,2029.38,2190.12,2510.22
"50921","Stum",5220.99,6790.24,5558.15,7599.54,6606.32,4777.62,5086.13,3271.93
"50922","Stx11",0,1.07,4.01,5.25,15.44,7.03,26.84,19.6
"50923","Stx12",2799.38,3031.93,2793.79,2770.62,3278.32,2848.02,3040.05,3204.35
"50924","Stx16",1429.09,1431.33,1431,1622.76,1564.97,1860.73,1630.96,1550.47
"50925","Stx17",611.19,757.45,687.41,684.78,604.24,616.97,531.43,627.89
"50926","Stx18",607.63,492.82,524.25,547.04,514.27,490.48,461.64,456.22
"50927","Stx19",0,0,1.34,0,0,0,0,0.68
"50928","Stx1a",8881.03,8200.15,8670.24,8180.69,4729.16,1096.91,1165.74,1210.5
"50929","Stx1b",17959.86,17405.22,17848.68,18741.06,14834,12923.95,17435.1,17737.11
"50930","Stx2",440.13,481.04,474.77,590.33,510.24,600.8,385.6,528.54
"50931","Stx3",331.43,340.69,401.21,369.94,163.82,228.38,110.94,112.2
"50932","Stx4a",926.59,953.51,886.68,965.52,962.75,789.13,679.94,764.42
"50933","Stx5a",1031.73,1107.78,1171.55,1049.48,1080.91,1020.31,929.55,1021.93
"50934","Stx6",1669.65,1620.96,1559.39,1659.49,1667.69,1725.11,1812.58,1561.28
"50935","Stx7",4207.09,3792.59,3494.57,3313.73,3227.29,2668.83,3006.05,2925.88
"50936","Stx8",670,653.53,595.13,621.82,506.89,471.51,509.96,526.51
"50937","Stxbp1",14592.05,16105.67,14439.69,15992.74,15516.12,10994.35,17090.66,18117.63
"50938","Stxbp2",427.66,477.82,517.57,545.73,343.74,428.64,215.61,241.96
"50939","Stxbp3",625.45,546.39,544.31,579.84,664.66,744.15,480.43,619.11
"50940","Stxbp3-ps",1.78,1.07,4.01,2.62,4.7,2.81,1.79,2.03
"50941","Stxbp4",641.49,614.96,690.09,669.04,534.41,599.4,506.38,519.08
"50942","Stxbp5",1543.13,1885.58,1801.45,1854.95,2124.9,1805.92,2289.43,2083.74
"50943","Stxbp5l",623.67,612.81,632.58,831.71,546.5,559.34,658.47,567.74
"50944","Stxbp6",1560.95,1811.66,1812.15,1465.33,1604.58,1039.28,1998.67,2059.41
"50945","Styk1",3.56,8.57,2.67,1.31,20.81,66.05,70.68,26.36
"50946","Styx",114.04,140.35,93.62,102.32,81.24,109.62,60.84,67.59
"50947","Styxl1",1.78,1.07,2.67,5.25,8.73,28.11,7.16,11.49
"50948","Sub1",9422.73,8840.82,8067.08,7146.95,5901.37,5780.36,5733.87,5840.28
"50949","Sucla2",3681.42,3658.67,3485.21,3439.67,3589.83,3512.06,3842.56,3791.01
"50950","Suclg1",2717.41,2437.33,2244.12,1945.47,2330.34,2286.57,2518.46,2506.84
"50951","Suclg2",675.34,624.6,662,669.04,680.1,574.8,531.43,605.59
"50952","Sucnr1",1.78,0,0,0,0,4.92,0,0
"50953","Suco",892.74,858.15,884.01,696.59,1195.72,1284.52,1334.83,1234.83
"50954","Suds3",3077.36,3241.92,3186.98,2922.8,2131.61,1642.9,1814.37,1701.86
"50955","Sufu",258.38,303.19,346.38,289.92,479.36,473.62,600.32,430.54
"50956","Sugct",110.48,119.99,108.33,108.88,120.18,137.73,118.99,108.82
"50957","Sugp1",716.33,775.66,799.75,729.39,837.87,843.94,893.76,875.26
"50958","Sugp2",1806.86,1765.59,1975.31,1771,1857.02,1748.3,2054.14,2000.6
"50959","Sugt1",2443,2332.34,2039.5,2117.32,2261.19,2061.7,2449.57,2282.45
"50960","Sulf1",274.41,185.34,200.61,267.62,845.93,780.69,921.5,752.93
"50961","Sulf2",2344.99,2931.23,2520.96,2743.07,4259.87,3719.36,4889.31,4791.31
"50962","Sult1a1",436.57,378.19,359.76,414.54,271.23,252.97,299.71,254.81
"50963","Sult1b1",0,0,0,0,0,0,0,0
"50964","Sult1c1",0,0,0,0,0,0,0,0
"50965","Sult1c2",0,0,0,0,0,2.81,0,1.35
"50966","Sult1c2-ps1",0,0,0,0,0,0,0,0
"50967","Sult1c2-ps2",0,0,0,0,0,0,0,0
"50968","Sult1d1",0,0,1.34,0,2.01,0,0,0
"50969","Sult1e1",0,0,0,0,0,0,0,0
"50970","Sult2a-ps1",0,0,0,0,0,0,0,0
"50971","Sult2a-ps2",0,0,0,0,0,0,0,0
"50972","Sult2a-ps3",0,0,0,0,0,0,0,0
"50973","Sult2a-ps4",0,0,0,0,0,0,0,0
"50974","Sult2a1",0,0,0,0,0,0,0,0
"50975","Sult2a2",0,0,0,0,0,0,0,0
"50976","Sult2a3",0,0,0,0,0,0,0,0
"50977","Sult2a4",0,0,0,0,0,0,0,0
"50978","Sult2a5",0,0,0,0,0,0,0,0
"50979","Sult2a6",0,0,0,0,0,0,0,0
"50980","Sult2a7",0,0,0,0,0,0,0,0
"50981","Sult2a8",0,0,0,0,0,0,0,0
"50982","Sult2b1",310.05,263.55,296.9,270.24,163.82,89.24,95.73,56.77
"50983","Sult3a1",0,0,0,0,0,0,0,0
"50984","Sult3a2",0,0,0,0,0,0,0,0
"50985","Sult4a1",9581.32,9182.58,8814.67,9017.64,8696.3,5856.25,7843.47,7957.13
"50986","Sult5a1",1.78,5.36,2.67,7.87,2.69,0,1.79,0
"50987","Sult6b1",0,0,1.34,1.31,2.01,2.11,0.89,0
"50988","Sult6b2",1.78,4.29,1.34,2.62,6.71,2.81,1.79,4.73
"50989","Sumf1",434.79,368.55,422.61,359.45,571.34,522.1,586.9,627.22
"50990","Sumf2",235.21,254.98,286.2,230.89,314.87,296.54,330.13,289.28
"50991","Sumo1",3205.65,3056.57,2756.34,2988.39,1376.99,1300.69,1333.94,1348.38
"50992","Sumo2",301.14,366.4,354.41,359.45,214.84,231.19,226.35,193.3
"50993","Sumo3",2314.7,2495.18,2404.61,2194.72,2805,3139.64,3379.12,3196.23
"50994","Sun1",1664.3,1436.69,1492.52,1373.51,1372.96,1261.34,1436.82,1224.02
"50995","Sun2",399.15,409.26,530.94,494.57,970.81,1168.58,1125.48,950.96
"50996","Sun3",1.78,2.14,1.34,2.62,0.67,0,0,0.68
"50997","Sun5",0,0,0,0,0,0.7,0,0
"50998","Suox",295.8,267.84,264.8,229.57,370.6,298.64,372.18,326.45
"50999","Supt16",1012.12,1148.49,1286.56,1078.34,1723.42,1642.9,1963.78,1948.56
"51000","Supt20",520.32,558.18,528.27,586.4,644.52,656.32,372.18,448.78
"51001","Supt20-ps",0,0,0,0,0,0,0,0
"51002","Supt3",162.15,177.84,137.75,116.75,194.03,197.46,271.98,285.9
"51003","Supt4a",1904.86,1751.66,1476.47,1555.85,830.49,716.75,751.51,727.92
"51004","Supt4b",7.13,11.78,4.01,6.56,3.36,0.7,6.26,4.06
"51005","Supt5",1952.97,2139.49,1929.84,2135.69,2713.02,2517.75,2893.33,2830.58
"51006","Supt6",2193.53,2443.76,2546.37,2672.23,3098.39,3306.18,4024.17,3718.69
"51007","Supt7l",272.63,348.19,330.33,407.98,402.15,432.86,479.54,475.14
"51008","Supv3l1",468.64,485.32,482.79,347.64,403.5,418.81,478.64,448.78
"51009","Surf1",1400.58,1307.05,1217.02,1142.62,994.3,950.74,857.98,990.16
"51010","Surf2",529.23,574.25,498.84,493.25,467.95,415.99,473.27,455.54
"51011","Surf4",1425.53,1368.12,1285.22,1385.31,2051.72,1974.57,2098.87,2162.14
"51012","Surf6",420.53,432.83,409.24,387,531.73,521.4,628.05,566.39
"51013","Susd1",188.88,168.2,147.11,186.28,245.05,175.67,177.14,240.61
"51014","Susd2",60.58,52.5,34.77,104.95,150.39,214.32,369.49,612.35
"51015","Susd3",46.33,50.35,53.5,55.1,72.51,61.13,34.89,43.93
"51016","Susd4",2250.55,2353.77,2520.96,2556.79,2774.79,2519.86,3330.81,3356.42
"51017","Susd5",251.25,263.55,181.88,165.29,167.17,176.38,141.36,187.22
"51018","Susd6",696.73,757.45,732.88,990.45,950.67,974.64,942.08,905
"51019","Suv39h1",832.15,770.3,799.75,781.86,858.69,743.45,795.35,896.22
"51020","Suv39h2",124.73,125.35,135.08,124.63,113.46,115.24,144.93,125.04
"51021","Suz12",878.48,951.36,978.96,869.76,1020.49,1068.8,1217.63,1126.02
"51022","Sv2a",5700.33,6954.16,6597.3,6542.19,11606.71,9889.71,15420.33,16644.89
"51023","Sv2b",12464.45,11152.8,9297.47,8844.48,8699.66,2651.26,2124.81,2481.83
"51024","Sv2c",418.75,524.96,775.68,553.6,2359.21,3631.52,6205.35,4894.72
"51025","Sva",0,0,0,0,0,0,0,0
"51026","Sval1",0,0,0,0,0,0,0,0
"51027","Sval2",1.78,0,0,0,0,0,0,0
"51028","Sval3",0,0,0,0,0,0,0,0
"51029","Svbp",493.59,398.54,418.6,456.52,312.19,329.56,328.34,343.35
"51030","Svep1",16.04,15,20.06,17.05,39.61,39.35,59.05,58.13
"51031","Svet1",0,0,5.35,0,4.03,0,0.89,0.68
"51032","Svil",267.29,256.05,282.19,321.4,365.9,335.89,348.02,346.05
"51033","Svip",2305.79,2329.12,2134.46,2253.76,1387.73,1486.2,1240,1486.94
"51034","Svop",3622.62,3346.91,3223.09,3555.11,4237.04,3415.8,4617.33,4156.66
"51035","Svopl",1.78,1.07,0,1.31,11.41,1.41,9.84,2.7
"51036","Svs1",0,0,0,0,0,0,0,0.68
"51037","Svs2",0,0,0,0,0,0,0,0
"51038","Svs3a",0,0,0,0,0,0,0,0
"51039","Svs3b",0,0,0,0,0,0,0,0
"51040","Svs4",0,1.07,0,0,0,0,0,0
"51041","Svs5",0,0,0,0,0,0,0,0
"51042","Svs6",0,0,0,0,0,0,0,0
"51043","Swap70",335,407.11,446.68,428.97,476,433.56,405.28,404.85
"51044","Swi5",5614.79,4560.75,4302.35,4056.23,3079.59,2989.26,2879.91,3110.4
"51045","Swsap1",454.39,419.97,387.84,488.01,414.91,351.35,354.28,348.75
"51046","Swt1",179.97,207.84,184.56,170.54,190.67,204.48,171.77,155.45
"51047","Syap1",878.48,925.65,910.76,834.34,888.9,795.45,708.57,790.1
"51048","Sybu",2553.47,2489.83,2502.24,2155.37,2245.07,2130.57,2202.65,2550.77
"51049","Syce1",5.35,2.14,5.35,3.94,6.71,4.92,0,2.03
"51050","Syce1l",0,5.36,4.01,0,0.67,0.7,0.89,0.68
"51051","Syce2",112.26,110.35,54.83,103.64,75.87,47.78,64.42,52.72
"51052","Syce3",1.78,9.64,5.35,2.62,1.34,0,1.79,0
"51053","Sycn",0,0,0,0,0,0,0,0
"51054","Sycp1",0,0,1.34,0,0,0,0,0
"51055","Sycp1-ps1",0,0,0,0,0,0,0,0
"51056","Sycp2",17.82,8.57,4.01,17.05,6.71,14.76,3.58,3.38
"51057","Sycp2l",1.78,2.14,1.34,1.31,2.01,5.62,3.58,1.35
"51058","Sycp3",32.07,13.93,29.42,7.87,2.01,4.92,8.95,7.43
"51059","Syde1",163.94,121.06,145.77,144.3,145.02,145.46,134.2,131.8
"51060","Syde2",121.17,122.13,127.05,144.3,163.14,234.7,140.46,181.14
"51061","Syf2",703.85,856.01,801.09,766.12,961.41,917.72,833.82,792.13
"51062","Syk",64.15,91.07,131.06,153.49,136.96,150.38,79.62,123.69
"51063","Sympk",3294.75,3307.27,3705.88,3603.65,3198.42,3052.5,2852.17,2900.2
"51064","Syn1",8932.71,9523.27,8147.32,9551.57,9619.44,5207.66,8442.89,8385.64
"51065","Syn2",10630.87,11383.14,10716.43,9963.49,11822.89,7019.91,11975,10955.33
"51066","Syn3",101.57,162.85,173.86,190.22,194.03,235.4,353.39,281.17
"51067","Syna",3.56,9.64,4.01,9.18,5.37,7.73,7.16,1.35
"51068","Synb",0,0,0,0,0,0,0,0
"51069","Sync",8.91,11.78,13.37,9.18,17.46,16.16,32.21,31.09
"51070","Syncrip",1806.86,1840.59,2031.48,1839.21,2355.85,2299.92,2391.42,2196.61
"51071","Syndig1",1065.58,923.51,853.25,850.08,880.84,993.61,1273.99,1011.79
"51072","Syndig1l",115.82,130.71,188.57,163.98,1707.3,3802.28,1893.1,2385.18
"51073","Syne1",5261.98,5339.63,6511.7,5013.88,4532.44,5486.63,5384.95,4468.24
"51074","Syne2",363.51,387.83,441.34,402.74,544.48,550.21,475.06,358.89
"51075","Syne3",16.04,39.64,29.42,45.91,38.27,66.76,42.94,56.1
"51076","Syne4",10.69,12.86,17.39,18.37,11.41,18.27,4.47,13.52
"51077","Syngap1",16291.99,15550.71,15799.81,16500.43,8210.23,7667.09,8285.43,6422.21
"51078","Syngr1",15169.39,16040.32,15181.94,15721.19,15569.15,9521.5,12386.54,13005.95
"51079","Syngr2",144.33,133.92,172.52,175.79,228.27,283.89,207.56,268.32
"51080","Syngr3",3143.29,3478.69,3261.87,2962.15,4578.1,3892.92,5018.14,5655.76
"51081","Syngr4",0,0,1.34,1.31,2.01,0.7,0,0
"51082","Synj1",4611.58,5236.78,4860.04,5172.62,5979.93,5055.18,7783.53,7346.14
"51083","Synj2",1274.06,1357.41,1261.15,1516.5,900.31,642.96,599.42,623.16
"51084","Synj2bp",798.29,727.45,778.36,747.75,711.66,810.91,786.4,838.09
"51085","Synm",696.73,747.81,829.18,897.3,847.94,1198.8,1256.99,663.04
"51086","Synpo",2744.14,2713.74,2623.94,2865.08,2515.64,2013.22,2247.38,1800.54
"51087","Synpo2",57.02,81.42,111,97.08,124.2,252.27,139.57,210.87
"51088","Synpo2l",7.13,15,5.35,7.87,4.03,4.92,12.53,8.11
"51089","Synpr",3679.64,3336.2,2868.68,2213.09,3602.59,5044.64,3619.79,4252.63
"51090","Synrg",1072.71,1199.92,1234.4,1327.59,1754.3,1865.65,2225.91,2343.95
"51091","Syp",32837.01,32173.84,30424.06,25975.91,37967.52,24058.84,36225.61,33874.41
"51092","Sypl",771.57,872.08,760.97,829.09,1037.27,1253.61,982.33,1043.56
"51093","Sypl2",42.77,55.71,69.54,61.66,34.91,28.81,36.68,27.71
"51094","Sys1",705.64,658.88,743.58,615.26,574.7,616.97,586,565.04
"51095","Syt1",22591.04,25686.79,23976.55,23694.6,26866.36,17770.43,30005.95,25047.42
"51096","Syt10",147.9,110.35,96.29,107.57,119.5,163.02,131.51,224.39
"51097","Syt11",12124.11,13815.11,13835.2,12858.74,21512.83,20595.26,22681.38,24252.59
"51098","Syt12",735.93,699.59,690.09,651.99,1071.51,975.34,1328.57,1033.42
"51099","Syt13",6525.35,6347.77,6004.84,6118.46,5257.53,2802.34,3332.6,4922.43
"51100","Syt14",352.82,469.25,341.03,363.38,371.94,490.48,454.49,500.83
"51101","Syt15",19.6,27.86,26.75,15.74,65.12,42.86,55.47,51.37
"51102","Syt16",4989.34,4730.03,5181.01,4596.72,2658.64,1694.9,1911.88,2147.95
"51103","Syt17",1021.03,818.51,1007.05,952.4,1355.5,363.29,482.22,729.95
"51104","Syt2",461.51,571.03,423.95,472.27,990.95,876.96,1994.19,2289.2
"51105","Syt3",741.27,883.87,877.32,823.84,1303.14,1212.15,1513.76,1694.43
"51106","Syt4",5240.59,5126.43,4969.7,3901.44,4015.49,4125.52,5088.82,5553.7
"51107","Syt5",3531.74,3163.71,2820.53,2648.62,3364.25,2926.02,3891.76,2927.23
"51108","Syt6",621.89,574.25,410.58,741.19,1907.37,2021.65,2555.14,1818.79
"51109","Syt7",10228.15,10552.84,10031.69,10964.43,5805.37,3975.14,4342.67,3289.51
"51110","Syt8",0,0,0,0,0,2.11,0,0.68
"51111","Syt9",178.19,193.92,212.64,173.16,317.56,420.21,286.29,550.17
