"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4"
"25556","Gm36989",44.55,36.43,56.17,17.05,8.06,13.35,9.84,7.43
"25557","Gm3699",12.47,4.29,5.35,6.56,0.67,2.81,2.68,6.76
"25558","Gm36990",0,0,0,0,0,0,0,0
"25559","Gm36991",0,0,0,0,0,0,0,0
"25560","Gm36992",0,0,0,0,0,0.7,0,0
"25561","Gm36993",0,0,0,0,0,0,0,0
"25562","Gm36994",0,0,0,0,0,0,0,0
"25563","Gm36995",30.29,10.71,22.74,13.12,4.7,6.32,0,2.03
"25564","Gm36996",0,0,0,0,0,0,0,0
"25565","Gm36997",0,0,0,0,0,0,0,0
"25566","Gm36998",0,0,0,0,0,0,0,0
"25567","Gm36999",0,0,0,0,0,0,1.79,0
"25568","Gm37000",0,0,0,0,0,0,0,0
"25569","Gm37001",0,0,0,0,0,0,0,0
"25570","Gm37002",0,0,0,0,0,0,0,0
"25571","Gm37003",0,0,0,0,0,0.7,0,0
"25572","Gm37004",0,0,0,0,0,0,0,0
"25573","Gm37005",0,0,1.34,2.62,0,0,0,0
"25574","Gm37006",0,0,0,0,0,0,0,0
"25575","Gm37007",0,0,0,0,0,0,0,0
"25576","Gm37008",10.69,3.21,1.34,5.25,0,2.11,0.89,2.03
"25577","Gm37009",0,0,0,0,0,0.7,0,0
"25578","Gm37010",0,0,0,0,0,0,0,0
"25579","Gm37011",0,0,0,0,0,0,0,0
"25580","Gm37012",0,0,0,0,0,1.41,0,2.03
"25581","Gm37013",0,0,0,0,0,0,0,0
"25582","Gm37014",0,0,0,0,0,0,0,0
"25583","Gm37015",0,0,0,0,0,0,0,0.68
"25584","Gm37016",0,0,0,0,0,0,0,0
"25585","Gm37017",0,0,0,0,0.67,0,0,0
"25586","Gm37018",0,0,2.67,2.62,0,0.7,0,0
"25587","Gm37019",8.91,6.43,4.01,6.56,0.67,2.81,1.79,2.7
"25588","Gm3702",0,0,0,0,0,0,0,0
"25589","Gm37020",3.56,0,4.01,2.62,3.36,9.84,2.68,2.7
"25590","Gm37021",0,0,1.34,0,0,0,0,0
"25591","Gm37022",0,0,0,0,0,0.7,0,0
"25592","Gm37023",0,0,1.34,0,0,0,0,0
"25593","Gm37024",0,0,0,0,0,0,0,0
"25594","Gm37025",17.82,4.29,10.7,14.43,3.36,4.92,2.68,6.08
"25595","Gm37026",0,0,0,0,0,0,0,0
"25596","Gm37027",0,0,0,0,0,1.41,0.89,0.68
"25597","Gm37028",0,0,0,0,0,0,0,0
"25598","Gm37029",0,0,0,0,0,0,0,0
"25599","Gm37030",0,0,0,0,0,0,0,0
"25600","Gm37031",0,0,0,0,0,0,0,0
"25601","Gm37032",0,0,0,0,0,0,0,0
"25602","Gm37033",1.78,0,1.34,0,0,1.41,0.89,0
"25603","Gm37035",0,0,1.34,0,1.34,1.41,1.79,3.38
"25604","Gm37036",0,0,0,0,0,0,0,0
"25605","Gm37037",0,0,0,0,0,0,0,0
"25606","Gm37039",0,0,0,0,0,0,0,0
"25607","Gm37040",3.56,7.5,5.35,0,6.04,4.92,0.89,2.7
"25608","Gm37041",0,0,0,0,0,0,0,0
"25609","Gm37042",0,0,0,0,0,0,0,0
"25610","Gm37043",0,0,0,0,0,0,0,0
"25611","Gm37044",0,0,0,0,0,0,0,0
"25612","Gm37045",7.13,5.36,1.34,3.94,0.67,3.51,1.79,3.38
"25613","Gm37047",0,0,1.34,1.31,0.67,0.7,0,0.68
"25614","Gm37048",0,0,0,0,0,0,0,0
"25615","Gm37049",0,0,0,0,0,0,0,0
"25616","Gm37050",0,0,0,0,0,0,0,0
"25617","Gm37051",0,0,0,0,0,0,0,0
"25618","Gm37052",0,0,0,1.31,0,0,0,0
"25619","Gm37053",0,0,0,0,0,0,0,0
"25620","Gm37054",0,0,0,0,0,0,0,0
"25621","Gm37055",0,0,0,0,0.67,0,0,0.68
"25622","Gm37056",24.95,38.57,42.8,30.17,30.21,34.43,46.52,45.96
"25623","Gm37057",0,0,0,0,0,0,0,0
"25624","Gm37058",0,0,0,0,0,0,0,0
"25625","Gm37059",0,0,0,0,0,0,0,0
"25626","Gm37060",0,0,0,0,0,0,0.89,0
"25627","Gm37061",0,0,0,0,0,0,0,0
"25628","Gm37062",7.13,5.36,4.01,9.18,2.01,4.22,0,0
"25629","Gm37063",0,0,0,0,0,0,0,0
"25630","Gm37064",0,0,2.67,0,0,0,1.79,0
"25631","Gm37065",3.56,3.21,1.34,2.62,0,0,0.89,0.68
"25632","Gm37066",0,1.07,0,0,0,0,0,0
"25633","Gm37067",0,0,0,1.31,0,1.41,0,0.68
"25634","Gm37068",0,1.07,9.36,5.25,0,0,0,0.68
"25635","Gm37069",183.54,146.78,179.21,186.28,79.22,113.13,97.52,61.51
"25636","Gm37070",1.78,0,0,1.31,0,0.7,0.89,0
"25637","Gm37071",0,0,0,0,0,0,0,0
"25638","Gm37072",0,1.07,0,0,1.34,0,0,0
"25639","Gm37073",0,0,0,0,0,0,0,0
"25640","Gm37074",1.78,3.21,9.36,9.18,2.69,3.51,0,2.03
"25641","Gm37075",0,0,0,0,0,0,0,0
"25642","Gm37076",0,0,0,0,0,0,0,0
"25643","Gm37077",0,0,0,1.31,0,0,0,0
"25644","Gm37078",1.78,5.36,8.02,2.62,0,2.81,0.89,0.68
"25645","Gm37079",3.56,0,0,0,0,0,0,0
"25646","Gm37080",0,0,0,0,1.34,0,0,0
"25647","Gm37081",0,0,0,0,0,0,0,0
"25648","Gm37082",1.78,1.07,5.35,0,0,0,0,0
"25649","Gm37083",1.78,0,0,2.62,2.01,0.7,0,0
"25650","Gm37084",0,0,0,0,0,0,0,0
"25651","Gm37085",0,0,0,0,0,0,0,0
"25652","Gm37086",0,0,0,0,0,0,0,0
"25653","Gm37087",0,0,0,0,0,0,0,0
"25654","Gm37088",0,0,0,0,0,0,0,0
"25655","Gm37089",0,0,0,0,0,0,0,0
"25656","Gm37090",90.88,122.13,113.68,87.89,33.57,48.49,25.95,21.63
"25657","Gm37091",0,0,0,0,0,0,0,0
"25658","Gm37092",0,0,1.34,1.31,0,1.41,0.89,0
"25659","Gm37093",0,0,0,0,0,0,0,0
"25660","Gm37094",0,0,0,0,0,0,0,0
"25661","Gm37095",5.35,1.07,8.02,0,2.01,0.7,0,0.68
"25662","Gm37096",0,0,1.34,0,0,0,0,0
"25663","Gm37097",0,0,5.35,0,0.67,0,0,0
"25664","Gm37098",0,0,0,0,0,0,0,0
"25665","Gm37099",0,0,0,0,0,0,0,0
"25666","Gm371",0,0,0,0,0,0,0,0
"25667","Gm37100",0,0,0,0,0,0,0,0
"25668","Gm37101",0,0,0,0,0,1.41,0,0
"25669","Gm37102",0,0,0,0,0,0,0,0
"25670","Gm37103",0,1.07,0,0,0,0,0,0
"25671","Gm37104",0,0,0,0,0,0,0,0
"25672","Gm37105",0,1.07,1.34,2.62,2.01,0,0,0
"25673","Gm37106",0,2.14,2.67,1.31,0,0.7,0,0
"25674","Gm37107",0,1.07,4.01,0,0,0,0,0
"25675","Gm37108",7.13,6.43,1.34,1.31,0.67,1.41,1.79,0.68
"25676","Gm37109",0,0,0,0,1.34,1.41,0,0
"25677","Gm3711",0,0,0,0,0,0,0,0
"25678","Gm37110",0,0,0,0,0,0,0,0
"25679","Gm37111",333.22,404.97,246.08,425.04,236.32,338,137.78,227.77
"25680","Gm37112",0,0,0,0,0,0,0,0
"25681","Gm37113",0,0,0,0,0,0,0,0
"25682","Gm37114",0,0,0,0,0,0,0,0
"25683","Gm37115",0,0,0,0,0,0,0,0
"25684","Gm37116",1.78,6.43,4.01,6.56,3.36,0,10.74,2.7
"25685","Gm37117",0,0,0,0,0,0,0,0
"25686","Gm37118",0,0,0,0,0,0,0.89,0
"25687","Gm37119",0,0,0,0,0,0,0,0
"25688","Gm3712",0,0,0,0,0,0,0,0
"25689","Gm37120",12.47,9.64,12.04,9.18,4.7,3.51,8.05,3.38
"25690","Gm37121",0,1.07,0,3.94,1.34,0.7,0.89,0
"25691","Gm37122",0,0,0,0,0,0,0,0
"25692","Gm37123",17.82,10.71,20.06,14.43,2.01,7.73,2.68,1.35
"25693","Gm37124",1.78,0,0,0,2.01,0.7,0,0.68
"25694","Gm37125",0,0,0,0,0.67,3.51,1.79,2.7
"25695","Gm37126",0,0,0,0,0,0,0,0
"25696","Gm37127",0,2.14,0,0,0,0.7,0,0
"25697","Gm37128",0,0,0,0,0,0,0,0
"25698","Gm37129",0,0,0,0,0,0,0,0
"25699","Gm37130",0,0,0,0,0,0,0,0
"25700","Gm37131",0,0,0,1.31,0,0,0,0
"25701","Gm37132",1.78,2.14,9.36,5.25,0,1.41,0,2.7
"25702","Gm37133",0,0,0,0,0,0,0,0
"25703","Gm37134",0,0,0,0,0,0,0,0
"25704","Gm37135",0,0,0,0,0,0,0,0
"25705","Gm37136",0,1.07,0,0,0.67,0.7,0.89,0
"25706","Gm37137",0,0,0,0,0,0,0,0
"25707","Gm37138",0,0,0,0,0,0,0,0
"25708","Gm37139",1.78,1.07,1.34,2.62,0,1.41,0.89,0
"25709","Gm37140",0,0,4.01,1.31,0,0,0,0.68
"25710","Gm37141",0,0,0,0,0,0,0,0
"25711","Gm37142",0,0,0,0,0,0,0,0
"25712","Gm37143",0,0,0,0,0,0,0,0
"25713","Gm37144",0,3.21,4.01,13.12,1.34,4.92,0.89,2.03
"25714","Gm37145",0,0,0,0,1.34,0.7,0,0.68
"25715","Gm37146",0,0,0,0,1.34,0,0,0
"25716","Gm37147",0,0,0,0,0,0,0,0
"25717","Gm37148",0,0,0,0,0,0,0,0
"25718","Gm3715",0,5.36,5.35,0,1.34,1.41,0,0.68
"25719","Gm37150",0,0,0,0,0,0,0,0
"25720","Gm37151",0,0,0,0,0,0,0,0
"25721","Gm37152",0,0,0,0,0,0,0,0
"25722","Gm37153",0,0,0,0,0,0,0,0
"25723","Gm37154",5.35,8.57,6.69,2.62,3.36,1.41,0.89,2.03
"25724","Gm37155",0,0,0,0,0,0,0,0
"25725","Gm37157",0,0,0,0,0,0,0,0
"25726","Gm37158",0,0,0,0,0,0,0,0
"25727","Gm37159",0,0,0,0,0,0,0,0
"25728","Gm3716",5.35,4.29,9.36,7.87,4.03,2.11,7.16,5.41
"25729","Gm37160",3.56,3.21,1.34,7.87,2.01,1.41,0,0.68
"25730","Gm37161",0,1.07,1.34,0,0,2.11,0.89,0
"25731","Gm37162",0,0,0,0,0,0,0,0
"25732","Gm37163",0,0,0,0,0,0,0,0
"25733","Gm37164",3.56,0,0,0,0,0.7,4.47,0.68
"25734","Gm37165",0,4.29,1.34,0,3.36,1.41,1.79,0
"25735","Gm37166",8.91,1.07,0,2.62,0,0,0.89,0
"25736","Gm37167",0,0,0,0,0,0,0,0
"25737","Gm37168",16.04,38.57,30.76,44.6,10.74,3.51,6.26,5.41
"25738","Gm37169",0,0,0,0,0,0,0,0
"25739","Gm37170",3.56,1.07,2.67,0,0,0,0,0.68
"25740","Gm37171",0,0,0,0,0,0,0,0
"25741","Gm37172",0,0,0,0,0,0,0,0
"25742","Gm37173",0,0,0,0,0,0,1.79,0
"25743","Gm37174",26.73,15,20.06,13.12,6.71,7.73,4.47,9.46
"25744","Gm37175",0,0,0,0,0,0,0,0
"25745","Gm37176",251.25,269.98,319.63,225.64,38.94,23.89,20.58,18.92
"25746","Gm37177",0,0,0,0,0,0,0,0
"25747","Gm37178",0,0,2.67,1.31,0,0,0,0
"25748","Gm37179",0,0,0,0,0,0,0,0
"25749","Gm37180",0,0,0,0,1.34,0,0,0
"25750","Gm37181",0,0,0,0,0,0.7,0,0
"25751","Gm37183",0,0,1.34,0,0,0,0,0
"25752","Gm37184",0,0,0,1.31,0,0,0.89,0
"25753","Gm37185",0,0,0,0,0,0,0,0
"25754","Gm37186",0,0,0,0,0,0.7,0,0
"25755","Gm37187",0,0,0,0,0,0,0,0
"25756","Gm37189",0,0,0,0,0,0,0,0
"25757","Gm37190",0,0,0,0,0,0,0,0
"25758","Gm37191",0,0,0,0,0,0,0,0
"25759","Gm37192",0,0,0,1.31,0,0,0,0
"25760","Gm37193",0,0,0,0,0,0,0,0
"25761","Gm37194",8.91,2.14,1.34,5.25,1.34,0.7,5.37,1.35
"25762","Gm37195",0,0,0,0,0,0,0,0
"25763","Gm37196",0,0,0,0,0,0,0,0
"25764","Gm37197",0,0,0,0,0,0,0,0
"25765","Gm37198",0,0,0,0,0,0,0,0
"25766","Gm37199",0,0,0,0,0,0,0,0
"25767","Gm3720",0,0,0,0,0,0,0,0
"25768","Gm37200",1.78,1.07,0,1.31,4.7,6.32,5.37,3.38
"25769","Gm37201",0,2.14,1.34,2.62,0.67,0.7,0.89,0.68
"25770","Gm37202",0,0,0,0,0,0,0,0
"25771","Gm37203",0,0,0,0,0,0,0,0
"25772","Gm37204",0,1.07,0,0,0,0,0.89,0
"25773","Gm37205",0,0,0,0,0,0,0,0
"25774","Gm37206",39.2,49.28,73.56,59.03,11.41,30.92,4.47,9.46
"25775","Gm37207",0,0,0,0,0,0,0,0
"25776","Gm37209",0,0,0,0,0,0,0,0
"25777","Gm37210",0,0,0,0,0,0,0,0
"25778","Gm37211",0,0,0,0,0,0,0,0
"25779","Gm37212",0,2.14,1.34,1.31,17.46,47.78,36.68,22.98
"25780","Gm37213",0,0,0,0,0,0,0,0
"25781","Gm37214",0,0,0,0,0,1.41,0,1.35
"25782","Gm37215",0,0,0,0,0,0,0,0
"25783","Gm37216",0,0,0,0,0,0,0,0
"25784","Gm37217",0,0,0,0,0,0,0,0
"25785","Gm37218",0,0,0,0,0,0,0,0
"25786","Gm37219",0,0,0,0,0,0,0,0
"25787","Gm37220",0,0,0,0,0,0,0,0
"25788","Gm37221",0,1.07,0,0,0.67,0,0.89,1.35
"25789","Gm37222",0,0,0,0,0,0,0,0
"25790","Gm37223",0,0,0,0,0,0,0,0
"25791","Gm37224",0,0,0,0,0,0,0,0.68
"25792","Gm37225",0,0,0,0,0,0,0,0
"25793","Gm37226",28.51,33.21,54.83,48.54,20.81,25.3,25.05,22.98
"25794","Gm37227",0,0,0,0,0,0,0,0
"25795","Gm37228",0,0,0,0,0,0,0,0
"25796","Gm37229",0,0,0,0,0,0,0,0
"25797","Gm37230",0,0,0,0,0,0,0,0
"25798","Gm37231",0,0,0,0,0,0,0,0
"25799","Gm37232",0,0,0,0,0,0,0,0
"25800","Gm37233",55.24,67.5,46.81,60.35,54.38,56.22,42.05,54.75
"25801","Gm37234",10.69,3.21,1.34,0,0,0,0,1.35
"25802","Gm37235",0,0,0,0,0,0,0,0
"25803","Gm37236",0,0,0,0,0,0,0,0
"25804","Gm37237",0,0,0,0,0,0,0,0
"25805","Gm37238",0,0,2.67,0,0,0,0,2.7
"25806","Gm37239",0,0,0,2.62,0,1.41,0,0
"25807","Gm3724",46.33,34.28,29.42,27.55,16.78,13.35,17,16.22
"25808","Gm37240",0,0,1.34,1.31,0,0,0.89,1.35
"25809","Gm37241",0,0,0,0,0,0,0,0
"25810","Gm37242",5.35,4.29,0,6.56,2.69,2.81,0.89,4.06
"25811","Gm37243",0,0,0,0,0,0,0,0
"25812","Gm37244",0,0,0,0,0,0,0,0
"25813","Gm37245",0,0,0,0,0,0,0,0
"25814","Gm37246",0,2.14,0,0,0,0,0,0
"25815","Gm37247",0,0,0,0,0,0,0,0
"25816","Gm37248",0,1.07,0,0,1.34,0,0,0
"25817","Gm37249",24.95,23.57,13.37,22.3,4.7,4.92,1.79,3.38
"25818","Gm37250",0,0,0,0,0,0,0,0
"25819","Gm37252",0,0,0,0,0,0,0,0
"25820","Gm37253",0,0,0,0,0,0,0,0
"25821","Gm37254",23.16,25.71,26.75,22.3,37.6,42.16,43.84,42.58
"25822","Gm37255",0,0,2.67,0,0.67,1.41,0,0
"25823","Gm37256",0,0,0,0,0,0,2.68,0
"25824","Gm37257",0,0,0,0,0,0,0,0
"25825","Gm37258",0,0,0,0,0,0,0,0
"25826","Gm37259",0,0,0,0,0,0,0,0
"25827","Gm3726",0,0,0,0,0,0,0,0
"25828","Gm37260",0,0,0,0,0,0,0,0
"25829","Gm37261",0,0,0,0,0,0.7,0,0
"25830","Gm37262",1.78,0,0,0,0,0,0,0
"25831","Gm37263",0,0,0,0,0,0,0,0
"25832","Gm37264",1.78,5.36,16.05,2.62,12.08,7.73,4.47,8.79
"25833","Gm37265",0,0,0,0,0,0,0,0
"25834","Gm37266",74.84,65.35,84.25,69.53,15.44,5.62,7.16,3.38
"25835","Gm37267",0,1.07,0,0,0.67,0.7,0,0
"25836","Gm37268",1.78,0,0,5.25,0.67,2.81,1.79,0
"25837","Gm37269",0,0,0,0,0,0,0,0
"25838","Gm3727",0,0,0,0,0,0,0,0
"25839","Gm37270",0,0,0,0,0,0.7,0,0
"25840","Gm37272",0,0,0,0,0,0,0,0
"25841","Gm37273",0,0,0,0,0.67,0,0,0
"25842","Gm37274",12.47,12.86,6.69,13.12,4.03,3.51,2.68,2.7
"25843","Gm37275",0,0,0,0,0,0,0,0
"25844","Gm37277",197.79,146.78,152.46,194.15,87.95,103.3,81.41,71.64
"25845","Gm37278",0,0,0,0,0,0,0,0
"25846","Gm37279",0,0,0,0,0,0,0,0
"25847","Gm3728",5.35,4.29,2.67,3.94,0.67,0,0,0
"25848","Gm37280",0,0,0,0,0,0,0,0
"25849","Gm37281",0,0,0,0,0,0,0,0
"25850","Gm37282",0,0,0,0,0,0,0,0
"25851","Gm37283",0,0,0,0,0,0,0,0
"25852","Gm37284",0,0,0,0,0,0,0,0
"25853","Gm37285",0,11.78,8.02,7.87,8.73,4.22,7.16,4.73
"25854","Gm37286",0,0,0,0,0,0,0,0
"25855","Gm37287",0,0,0,0,0,0,0,0
"25856","Gm37288",1.78,0,1.34,1.31,0,0,0.89,0
"25857","Gm37289",0,0,0,1.31,0,1.41,0,0
"25858","Gm37290",0,0,0,0,0,0,0,0
"25859","Gm37291",0,0,0,0,0,0,0,0
"25860","Gm37292",8.91,6.43,2.67,5.25,2.69,2.81,2.68,0
"25861","Gm37293",0,0,0,0,0,0,0,0
"25862","Gm37294",0,0,0,0,0,0,0,0
"25863","Gm37295",0,0,0,0,0,0,0,0
"25864","Gm37296",12.47,6.43,9.36,19.68,2.01,7.03,3.58,3.38
"25865","Gm37297",0,0,0,0,0,0,0,0
"25866","Gm37298",1.78,3.21,0,1.31,0,0.7,0,0
"25867","Gm37299",0,0,0,0,0,0,0,0
"25868","Gm37300",0,0,0,0,0,0,0,0
"25869","Gm37301",0,0,0,0,0,0,0,0
"25870","Gm37302",0,0,0,0,0,0,0,0
"25871","Gm37303",14.26,4.29,5.35,6.56,2.01,4.22,3.58,0.68
"25872","Gm37305",201.36,200.34,160.49,198.09,135.62,130,138.67,143.96
"25873","Gm37306",0,0,0,0,0,0,0,0
"25874","Gm37307",5.35,1.07,0,0,0.67,0.7,0.89,0
"25875","Gm37308",0,0,0,0,0,0,0,0
"25876","Gm37309",40.98,22.5,25.41,30.17,5.37,16.16,0.89,6.08
"25877","Gm37310",12.47,4.29,4.01,18.37,8.73,2.81,2.68,0.68
"25878","Gm37311",0,1.07,0,0,0,0.7,0,0
"25879","Gm37312",0,0,0,0,0,0,0,0
"25880","Gm37313",0,0,0,0,0,0,0,0
"25881","Gm37314",7.13,3.21,1.34,1.31,2.01,0,0,2.03
"25882","Gm37315",0,0,0,0,0,0,0,0
"25883","Gm37317",0,0,2.67,0,0,2.11,0,0
"25884","Gm37318",0,0,0,0,0,0,0,0
"25885","Gm37319",0,0,0,0,0,0,0,0
"25886","Gm37320",1.78,3.21,0,2.62,0,0,0,0.68
"25887","Gm37321",3.56,0,0,0,0,0,0,0
"25888","Gm37322",0,0,0,0,0,0,0,0
"25889","Gm37323",0,0,0,0,0,0,0,0
"25890","Gm37324",0,0,0,0,0,0,0,0
"25891","Gm37325",0,0,0,0,0,0,0,0
"25892","Gm37326",0,0,0,0,0,0.7,0,0
"25893","Gm37327",0,0,0,0,0,0,0,0
"25894","Gm37328",0,1.07,9.36,1.31,3.36,2.11,0.89,2.03
"25895","Gm37329",0,0,0,0,0,0,0,0
"25896","Gm37330",0,0,0,0,0,0,0,0
"25897","Gm37331",0,0,1.34,0,1.34,0,0,0
"25898","Gm37332",0,1.07,4.01,0,0,0,0,0
"25899","Gm37333",0,0,0,0,1.34,0,0.89,0.68
"25900","Gm37334",0,0,2.67,0,0,0,0,0
"25901","Gm37335",0,0,1.34,0,0.67,0,0.89,0
"25902","Gm37336",0,3.21,0,3.94,0,0,0.89,1.35
"25903","Gm37337",0,0,0,0,0,0,0,0
"25904","Gm37338",0,0,0,0,0,0,0,0
"25905","Gm37339",0,0,0,0,2.69,2.81,1.79,4.06
"25906","Gm3734",0,0,0,0,0,0,0,0
"25907","Gm37340",0,0,0,0,0,0,0,0
"25908","Gm37341",0,0,0,0,0,0,0,0
"25909","Gm37342",0,0,0,0,0,0,0,0
"25910","Gm37343",0,0,0,0,0,0,0,0
"25911","Gm37344",0,0,0,0,0,0,0,0
"25912","Gm37345",24.95,20.36,18.72,27.55,32.9,43.57,69.78,66.91
"25913","Gm37346",0,0,0,0,0,0,0,0
"25914","Gm37347",0,0,0,0,0,0,0,0
"25915","Gm37348",0,0,0,0,0,0,0,0
"25916","Gm37349",0,1.07,0,3.94,0,0,0,0
"25917","Gm37350",0,0,0,0,0,0,0,0
"25918","Gm37352",1.78,3.21,1.34,0,1.34,0,0,0
"25919","Gm37353",0,0,0,0,0,0.7,0,0
"25920","Gm37354",0,0,0,0,0,0,0,0
"25921","Gm37355",0,0,0,0,0,0,0,0
"25922","Gm37356",3.56,4.29,1.34,3.94,1.34,3.51,0,1.35
"25923","Gm37357",0,2.14,2.67,0,2.01,1.41,1.79,1.35
"25924","Gm37358",0,0,0,0,0,0,0,0
"25925","Gm37359",0,0,0,0,0,0,1.79,0
"25926","Gm37361",0,0,0,0,0,0.7,0,0
"25927","Gm37362",0,0,0,0,0,0,0,0
"25928","Gm37363",0,0,0,0,0,0,0,0
"25929","Gm37364",0,0,0,2.62,2.69,3.51,1.79,0.68
"25930","Gm37365",0,0,0,0,0,0,0,0
"25931","Gm37366",3.56,2.14,1.34,5.25,0,0,0,0
"25932","Gm37367",0,0,0,0,0,0,0,0
"25933","Gm37368",0,0,0,0,0.67,0.7,0,0
"25934","Gm37369",0,0,0,0,0,0,0,0
"25935","Gm37370",0,4.29,1.34,0,0,1.41,0,0.68
"25936","Gm37371",0,0,0,0,0,0,0,0
"25937","Gm37372",0,0,0,0,0,0,0,0
"25938","Gm37373",0,0,0,0,0,0,0,0
"25939","Gm37374",1.78,2.14,4.01,1.31,4.03,0,0.89,2.03
"25940","Gm37375",0,0,0,0,0,0,0,0
"25941","Gm37376",12.47,7.5,13.37,5.25,6.04,1.41,0,1.35
"25942","Gm37377",0,0,0,0,0,0,0,0
"25943","Gm37378",0,0,0,0,0,0,0,0
"25944","Gm37380",0,0,0,0,0,0,0,0
"25945","Gm37381",0,0,0,0,0,0,0,0
"25946","Gm37382",0,0,0,0,0,0,0,0
"25947","Gm37383",0,0,0,0,0,0,0,0
"25948","Gm37385",0,0,0,0,0,0,0,0
"25949","Gm37386",0,0,0,0,0,0,0,0
"25950","Gm37388",0,0,0,0,0,0,0,0
"25951","Gm37389",0,0,0,0,0,0,0,0
"25952","Gm3739",28.51,23.57,16.05,35.42,24.17,27.41,14.31,12.17
"25953","Gm37390",0,0,0,0,0,0,0,0
"25954","Gm37391",0,0,0,0,0,0,0,0
"25955","Gm37392",0,0,0,0,0.67,0,0,0
"25956","Gm37393",0,0,0,0,0,0,0,0
"25957","Gm37395",0,0,0,0,0,0,0,0
"25958","Gm37396",0,0,0,0,0,0,0,0
"25959","Gm37397",42.77,33.21,30.76,32.8,35.58,33.73,41.15,35.82
"25960","Gm37398",0,0,0,0,0,0,0,0
"25961","Gm37399",0,0,0,0,0,0,0,0
"25962","Gm37400",0,0,0,0,0.67,0,0,0
"25963","Gm37401",0,0,2.67,3.94,0,0,0,0
"25964","Gm37402",1.78,0,0,2.62,1.34,4.92,0.89,0
"25965","Gm37403",0,0,0,0,0,0,1.79,0
"25966","Gm37404",0,0,0,0,0,0,0,0
"25967","Gm37406",0,0,0,0,0,0,0,0
"25968","Gm37407",0,5.36,6.69,5.25,2.01,0.7,0.89,0.68
"25969","Gm37409",0,0,0,0,0,0,0,0
"25970","Gm37410",0,0,0,0,0,0,0,0
"25971","Gm37411",0,4.29,4.01,13.12,0,0.7,0,0
"25972","Gm37412",5.35,3.21,4.01,5.25,2.01,2.11,0.89,0
"25973","Gm37415",0,4.29,5.35,11.81,6.04,2.11,4.47,4.06
"25974","Gm37416",0,0,0,0,0,0,0,0
"25975","Gm37417",0,0,0,0,0,0,0,0
"25976","Gm37418",0,0,0,0,0,0,0,0
"25977","Gm37419",0,0,0,0,0,0,0,0.68
"25978","Gm3742",0,0,0,0,0,0,0,0
"25979","Gm37420",5.35,0,0,0,0,0,0,0
"25980","Gm37421",0,0,1.34,0,2.01,0,0.89,0.68
"25981","Gm37422",0,1.07,0,3.94,0.67,0.7,0,0
"25982","Gm37423",1.78,2.14,0,0,0,0,0,0
"25983","Gm37424",0,0,0,0,0,0,0,0
"25984","Gm37425",0,0,0,0,0,0,0,0
"25985","Gm37426",0,6.43,2.67,2.62,0,0,0,0
"25986","Gm37427",0,0,0,0,0,0,0,0
"25987","Gm37428",0,0,0,0,0,0,0,0
"25988","Gm37429",0,0,0,0,0,0,0,0
"25989","Gm37430",0,0,0,0,0,0,0,0
"25990","Gm37431",0,0,0,0,0,0,0,0
"25991","Gm37432",0,0,1.34,0,0,0,0,0
"25992","Gm37433",0,0,0,0,0,0,0,0
"25993","Gm37434",0,0,0,0,0,0,0,0
"25994","Gm37435",0,0,0,0,0,0,0,0
"25995","Gm37436",0,0,1.34,0,0,0,0,0
"25996","Gm37437",0,0,0,0,0,0,0,0
"25997","Gm37438",0,0,0,0,0,0,0,0
"25998","Gm37439",0,0,0,0,0,0,0,0
"25999","Gm3744",0,0,0,2.62,0,0.7,0,0
"26000","Gm37440",0,0,0,0,0,0,0,0
"26001","Gm37441",0,0,0,0,0,0,0,0
"26002","Gm37442",0,0,0,0,0,0,0,0
"26003","Gm37443",0,0,0,1.31,1.34,0,0,0
"26004","Gm37444",0,0,0,0,0,0,0,0
"26005","Gm37445",0,0,0,0,0,0,0,0
"26006","Gm37446",0,0,0,1.31,1.34,0,2.68,0.68
"26007","Gm37447",5.35,0,6.69,6.56,0.67,1.41,0,0.68
"26008","Gm37448",0,0,0,0,0,0,0,0
"26009","Gm37449",0,0,0,0,0,0,0,0
"26010","Gm3745",0,1.07,1.34,2.62,0.67,0.7,0.89,0
"26011","Gm37450",0,0,0,0,0.67,0,0,0
"26012","Gm37451",0,0,0,0,0,0,0,0
"26013","Gm37452",0,4.29,0,0,2.01,0,0,0
"26014","Gm37454",0,0,0,0,0,0,0,0
"26015","Gm37455",0,0,0,0,0,0,0,0
"26016","Gm37456",0,0,0,0,0,0,0,0
"26017","Gm37457",0,1.07,1.34,0,1.34,3.51,1.79,0.68
"26018","Gm37458",0,0,0,0,0,0,0,0
"26019","Gm37459",1.78,2.14,0,0,4.7,1.41,0,0.68
"26020","Gm37460",5.35,10.71,5.35,13.12,14.77,24.59,9.84,23.66
"26021","Gm37461",0,0,0,0,0,0,0,0
"26022","Gm37462",0,0,0,0,0,0,0,0
"26023","Gm37463",0,1.07,0,0,0,0,0,0.68
"26024","Gm37464",3.56,2.14,6.69,5.25,7.39,20.38,8.95,10.14
"26025","Gm37465",0,0,0,0,0,0.7,0,0
"26026","Gm37466",0,0,0,0,0,0,0,0
