"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"37276","Gm9602",0,0,0,0,2.69,0,0,0.4,0.02,2.19,0.56389,NA
"37277","Gm9603",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37278","Gm9604",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37279","Gm9611",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37280","Gm9613",4.13,0,0.72,0,0,1.11,0,0.9,-0.04,-2.24,0.3557,NA
"37281","Gm9614",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37282","Gm9616",62.82,94.06,50.81,72.01,49.35,86.95,80.1,70.9,0.03,0.06,0.84296,0.9208
"37283","Gm9618",0,0,0,0,4.49,0,0,0.6,0.03,2.89,0.40366,NA
"37284","Gm9619",5.79,4,1.43,3,2.69,0,0,2.4,-0.08,-1.41,0.3119,NA
"37285","Gm9621",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37286","Gm9625",14.05,22.01,20.04,22.5,22.43,30.1,29.63,23,0.18,0.49,0.23981,0.4586
"37287","Gm9626",0,0,0.72,0,0.9,0,0,0.2,0,0.19,0.95997,NA
"37288","Gm9628",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37289","Gm9630",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37290","Gm9632",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37291","Gm9633",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37292","Gm9634",0,0,0.72,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37293","Gm9637",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37294","Gm9639",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37295","Gm9643",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37296","Gm9644",1.65,0,0.72,0,0,2.23,2.19,1,0.01,0.47,0.82239,NA
"37297","Gm9645",0.83,3,0,0,0,0,2.19,0.9,-0.02,-1.11,0.65221,NA
"37298","Gm9652",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37299","Gm9655",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37300","Gm9658",1.65,0,2.15,3,0,1.11,2.19,1.4,0.01,0.22,0.89515,NA
"37301","Gm9661",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37302","Gm9662",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37303","Gm9665",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37304","Gm9670",3.31,2,1.43,0,0.9,5.57,3.29,2.4,0.01,0.14,0.91208,NA
"37305","Gm9671",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37306","Gm9672",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37307","Gm9673",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"37308","Gm9678",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37309","Gm9682",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37310","Gm9685",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37311","Gm9687",0,0,3.58,4.5,6.28,10.03,8.78,4.7,0.21,2.53,0.02673,NA
"37312","Gm9689",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37313","Gm9694",0,4,1.43,3,0,1.11,3.29,1.8,0,0.02,0.98916,NA
"37314","Gm9696",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37315","Gm9697",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37316","Gm9700",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37317","Gm9701",1.65,1,1.43,3,0,0,0,1,-0.03,-1.17,0.57614,NA
"37318","Gm9703",14.05,6,7.16,15,3.59,11.15,23.04,11.4,0.09,0.52,0.45366,0.66045
"37319","Gm9706",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37320","Gm9710",0,0,0.72,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37321","Gm9711",0.83,0,0,3,0,0,1.1,0.7,0.03,1.7,0.52405,NA
"37322","Gm9712",0,1,0.72,0,0,0,1.1,0.4,-0.01,-0.73,0.81533,NA
"37323","Gm9719",0,1,0,0,0.9,0,0,0.3,0,0.19,0.95997,NA
"37324","Gm9721",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37325","Gm9722",0.83,0,0,0,0,2.23,0,0.4,0.01,0.97,0.78053,NA
"37326","Gm9723",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37327","Gm9725",0,1,0,0,3.59,0,0,0.7,0.02,1.63,0.59211,NA
"37328","Gm9726",0.83,2,2.15,4.5,0,1.11,0,1.5,-0.01,-0.35,0.83486,NA
"37329","Gm9727",3.31,2,3.58,4.5,1.79,2.23,2.19,2.8,-0.02,-0.2,0.8542,NA
"37330","Gm9728",0,0,0,0,0,2.23,0,0.3,0.02,1.93,0.61177,NA
"37331","Gm9729",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37332","Gm973",104.98,151.09,102.33,85.51,97.79,124.85,110.82,111.1,-0.11,-0.18,0.46417,0.66885
"37333","Gm9730",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37334","Gm9731",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37335","Gm9732",0,1,1.43,1.5,0,0,0,0.6,-0.02,-1.24,0.65112,NA
"37336","Gm9733",0.83,1,0,1.5,0,0,0,0.5,-0.01,-0.8,0.78586,NA
"37337","Gm9736",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37338","Gm9742",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37339","Gm9745",0,0,0.72,3,1.79,0,0,0.8,0.03,1.97,0.44185,NA
"37340","Gm9747",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37341","Gm9748",5.79,3,0,1.5,1.79,4.46,2.19,2.7,-0.01,-0.21,0.86835,NA
"37342","Gm9750",4.13,9.01,10.02,6,10.77,18.95,20.85,11.4,0.18,0.88,0.1733,0.37529
"37343","Gm9752",0,0,0.72,0,1.79,0,0,0.4,0.01,0.79,0.83153,NA
"37344","Gm9754",0,2,0,3,0.9,2.23,2.19,1.5,0.06,1.74,0.32433,NA
"37345","Gm9755",10.75,13.01,5.01,3,6.28,6.69,2.19,6.7,-0.16,-1.04,0.18678,NA
"37346","Gm9758",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37347","Gm9761",4.96,6,2.15,7.5,2.69,8.92,9.88,6,0.1,0.74,0.37393,NA
"37348","Gm9762",17.36,22.01,22.18,21,14.35,15.61,19.75,18.9,-0.08,-0.23,0.60837,0.77599
"37349","Gm9765",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37350","Gm9767",7.44,8,10.73,12,12.56,13.38,9.88,10.6,0.11,0.45,0.43985,0.64849
"37351","Gm9768",14.05,34.02,27.91,31.5,15.25,23.41,27.43,24.8,-0.02,-0.06,0.88812,0.94617
"37352","Gm9771",0,0,1.43,0,0,0,0,0.2,-0.01,-1.24,0.74444,NA
"37353","Gm9772",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37354","Gm9774",24.8,31.02,11.45,9,12.56,16.72,10.97,16.6,-0.23,-0.84,0.11451,0.28995
"37355","Gm9775",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37356","Gm9776",78.53,48.03,68.69,37.51,78.95,60.2,66.93,62.7,-0.04,-0.09,0.78745,0.8897
"37357","Gm9780",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37358","Gm9785",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37359","Gm9788",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37360","Gm9789",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37361","Gm9790",11.57,19.01,15.74,25.5,16.15,26.75,28.53,20.5,0.22,0.65,0.15284,0.3482
"37362","Gm9791",1.65,2,1.43,0,0.9,1.11,1.1,1.2,-0.04,-1.06,0.52466,NA
"37363","Gm9794",176.07,171.1,93.74,199.53,108.56,125.97,140.45,145.1,-0.02,-0.04,0.89788,0.95064
"37364","Gm9795",0.83,2,0.72,0,0,2.23,6.58,1.8,0.04,0.94,0.5749,NA
"37365","Gm9796",20.66,39.02,23.61,24,31.4,22.29,35.11,28,0.02,0.04,0.9194,0.96236
"37366","Gm9797",5.79,2,2.86,1.5,3.59,3.34,3.29,3.2,-0.02,-0.26,0.80441,NA
"37367","Gm9800",28.1,22.01,11.45,21,15.25,55.74,19.75,24.8,0.12,0.45,0.40778,0.62384
"37368","Gm9801",2.48,0,32.2,28.5,27.81,26.75,32.92,21.5,0.08,1.32,0.3055,0.52917
"37369","Gm9803",11.57,15.01,11.45,25.5,9.87,27.87,20.85,17.4,0.2,0.72,0.16303,0.36154
"37370","Gm9805",4.13,1,1.43,0,1.79,4.46,3.29,2.3,0.01,0.15,0.91023,NA
"37371","Gm9806",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37372","Gm9812",6.61,0,6.44,6,6.28,0,7.68,4.7,0.01,0.18,0.87964,NA
"37373","Gm9816",9.09,12.01,10.73,21,10.77,14.49,12.07,12.9,0.11,0.44,0.41872,0.63231
"37374","Gm9817",0,1,0,1.5,1.79,0,0,0.6,0.02,1.45,0.59841,NA
"37375","Gm9818",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37376","Gm9821",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37377","Gm9823",4.13,0,0,6,1.79,0,1.1,1.9,0.02,0.64,0.72274,NA
"37378","Gm9824",7.44,9.01,7.87,12,2.69,5.57,6.58,7.3,-0.05,-0.32,0.66523,NA
"37379","Gm9826",2.48,0,0,0,0,1.11,0,0.5,-0.01,-1.27,0.69465,NA
"37380","Gm9828",53.73,48.03,60.82,76.51,61.91,59.08,64.74,60.7,0.15,0.26,0.32902,0.55335
"37381","Gm9830",0.83,1,1.43,0,0,0,2.19,0.8,-0.02,-0.92,0.68505,NA
"37382","Gm9833",45.46,29.02,54.38,43.51,36.78,42.36,48.28,42.8,-0.01,-0.02,0.94968,0.97724
"37383","Gm9836",0.83,0,0,1.5,0.9,0,0,0.5,0.01,0.87,0.77405,NA
"37384","Gm9837",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37385","Gm9839",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37386","Gm9843",108.28,194.12,113.06,280.54,116.63,179.47,210.67,171.8,0.26,0.51,0.10359,0.27245
"37387","Gm9844",25.62,57.03,100.18,88.51,76.26,50.16,57.06,65,0.05,0.15,0.71631,0.84577
"37388","Gm9845",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37389","Gm9847",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37390","Gm9848",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37391","Gm9850",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37392","Gm9856",7.44,9.01,16.46,18,17.05,26.75,31.82,18.1,0.33,1.08,0.0363,0.13954
"37393","Gm9857",0,2,0,1.5,0.9,1.11,2.19,1.1,0.04,1.2,0.53691,NA
"37394","Gm9860",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37395","Gm9864",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"37396","Gm9866",958.03,1146.7,1176.39,1324.69,1243.5,1178.28,1199.27,1175.3,0.14,0.18,0.20003,0.40952
"37397","Gm9867",0,4,0,0,0,0,1.1,0.7,-0.03,-1.93,0.5063,NA
"37398","Gm9869",0.83,6,0.72,0,0,2.23,1.1,1.6,-0.06,-1.55,0.37412,NA
"37399","Gm9870",22.32,18.01,16.46,9,14.35,16.72,14.26,15.9,-0.14,-0.46,0.34166,0.56567
"37400","Gm9871",0,0,7.16,0,0,0,1.1,1.2,-0.05,-2.81,0.26396,NA
"37401","Gm9873",0.83,1,1.43,0,2.69,0,3.29,1.3,0.02,0.51,0.77119,NA
"37402","Gm9874",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37403","Gm9877",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"37404","Gm9884",4.13,5,11.45,18,13.46,11.15,20.85,12,0.27,1.18,0.05634,0.18542
"37405","Gm9885",79.35,73.04,38.64,49.51,43.96,51.28,41.69,53.9,-0.21,-0.45,0.17646,0.37944
"37406","Gm9887",12.4,29.02,15.74,22.5,19.74,12.26,18.65,18.6,-0.01,-0.05,0.91831,0.96195
"37407","Gm9888",0,0,0,0,0,2.23,0,0.3,0.02,1.93,0.61177,NA
"37408","Gm9889",4.13,5,1.43,9,2.69,7.8,6.58,5.2,0.11,0.89,0.31422,NA
"37409","Gm9890",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37410","Gm9891",0,1,0.72,1.5,0,2.23,0,0.8,0.01,0.68,0.7715,NA
"37411","Gm9892",22.32,29.02,28.62,54.01,45.76,50.16,44.99,39.3,0.45,0.87,0.00754,0.05083
"37412","Gm9894",0,1,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"37413","Gm9895",4.13,5,2.86,1.5,3.59,4.46,1.1,3.2,-0.05,-0.55,0.60008,NA
"37414","Gm9898",0,0,0,1.5,2.69,0,0,0.6,0.03,2.77,0.36723,NA
"37415","Gm9899",299.23,261.16,397.85,394.56,398.35,343.34,427.92,360.3,0.2,0.29,0.13063,0.31548
"37416","Gm9902",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37417","Gm9903",4.13,4,7.16,3,6.28,1.11,5.49,4.5,-0.04,-0.35,0.70814,NA
"37418","Gm9905",9.92,20.01,17.89,21,20.64,14.49,26.33,18.6,0.11,0.38,0.43297,0.64323
"37419","Gm9908",0.83,1,4.29,0,1.79,5.57,6.58,2.9,0.05,0.76,0.55449,NA
"37420","Gm9910",0,0,2.15,4.5,5.38,2.23,2.19,2.4,0.11,2.21,0.13467,NA
"37421","Gm9911",0,0,0,0,0,2.23,0,0.3,0.02,1.93,0.61177,NA
"37422","Gm9913",0,1,2.15,0,1.79,0,5.49,1.5,0.03,0.8,0.66842,NA
"37423","Gm9915",0.83,1,0,4.5,0.9,1.11,0,1.2,0.04,1.41,0.46996,NA
"37424","Gm9916",3.31,5,8.59,15,12.56,14.49,15.36,10.6,0.31,1.33,0.03308,0.13104
"37425","Gm9917",13.23,40.02,27.19,10.5,21.53,24.52,19.75,22.4,-0.14,-0.47,0.34779,0.57078
"37426","Gm9918",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37427","Gm9920",3.31,6,4.29,0,4.49,3.34,0,3.1,-0.08,-1.13,0.35748,NA
"37428","Gm9921",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37429","Gm9922",9.92,3,2.86,0,3.59,6.69,8.78,5,-0.01,-0.12,0.90552,NA
"37430","Gm9923",1.65,2,0,3,0,0,4.39,1.6,0.02,0.6,0.74472,NA
"37431","Gm9924",9.09,15.01,17.17,24,11.66,11.15,13.17,14.5,0.02,0.1,0.85956,0.93085
"37432","Gm9925",2.48,3,14.31,13.5,12.56,17.84,9.88,10.5,0.17,0.99,0.17016,0.371
"37433","Gm9926",4.96,0,1.43,4.5,3.59,1.11,1.1,2.4,0.01,0.24,0.86052,NA
"37434","Gm9929",1.65,0,7.16,0,1.79,0,1.1,1.7,-0.07,-1.95,0.28381,NA
"37435","Gm9930",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37436","Gm9931",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37437","Gm9932",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37438","Gm9934",2.48,5,5.72,7.5,6.28,14.49,6.58,6.9,0.15,0.98,0.20152,NA
"37439","Gm9936",19.01,34.02,17.17,15,23.33,23.41,23.04,22.1,-0.04,-0.12,0.79458,0.89362
"37440","Gm9937",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37441","Gm9939",6.61,8,12.16,4.5,7.18,18.95,7.68,9.3,0.02,0.1,0.88005,0.94134
"37442","Gm9944",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37443","Gm9945",28.1,33.02,12.16,9,17.94,10.03,16.46,18.1,-0.23,-0.84,0.11391,0.28904
"37444","Gm9946",2.48,4,3.58,0,1.79,0,0,1.7,-0.1,-2.65,0.12244,NA
"37445","Gm9947",11.57,10.01,14.31,16.5,10.77,12.26,17.56,13.3,0.06,0.23,0.65788,0.80931
"37446","Gm9949",3.31,6,3.58,0,3.59,7.8,2.19,3.8,-0.03,-0.29,0.78326,NA
"37447","Gm9951",0,0,1.43,0,0,0,0,0.2,-0.01,-1.24,0.74444,NA
"37448","Gm9954",248.81,196.12,419.32,363.05,396.56,387.93,325.88,334,0.21,0.35,0.15532,0.35154
"37449","Gm9955",1.65,5,0.72,1.5,4.49,0,1.1,2.1,-0.02,-0.4,0.78266,NA
"37450","Gm9958",6.61,1,4.29,21,15.25,12.26,9.88,10,0.37,1.83,0.00955,0.0588
"37451","Gm9959",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37452","Gm9961",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37453","Gm9962",19.01,29.02,65.83,103.51,76.26,62.43,76.81,61.8,0.46,1.06,0.00829,0.054
"37454","Gm9964",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37455","Gm9967",4.96,9.01,13.6,18,25.12,18.95,24.14,16.3,0.37,1.23,0.01982,0.09459
"37456","Gm9968",4.13,8,4.29,4.5,0.9,5.57,6.58,4.9,-0.04,-0.33,0.71939,NA
"37457","Gm9970",0.83,0,1.43,0,0,0,1.1,0.5,-0.02,-1.16,0.68856,NA
"37458","Gm9972",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37459","Gm9973",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37460","Gm9974",1.65,0,0.72,3,5.38,3.34,9.88,3.4,0.19,2.74,0.03204,NA
"37461","Gm9978",0,0,1.43,1.5,0,0,0,0.4,0,-0.52,0.88126,NA
"37462","Gm9979",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37463","Gm9984",0.83,3,1.43,0,5.38,2.23,4.39,2.5,0.05,0.85,0.51076,NA
"37464","Gm9985",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37465","Gm9987",2.48,5,10.02,7.5,5.38,6.69,6.58,6.2,0.02,0.14,0.86153,NA
"37466","Gm9988",3.31,8,0,4.5,1.79,2.23,1.1,3,-0.04,-0.66,0.60946,NA
"37467","Gm9989",9.92,12.01,23.61,13.5,13.46,22.29,27.43,17.5,0.09,0.33,0.53801,0.72508
"37468","Gm9991",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37469","Gm9993",1.65,3,5.01,3,2.69,4.46,4.39,3.5,0.02,0.16,0.8722,NA
"37470","Gm9996",30.58,44.03,45.8,30,29.61,35.67,32.92,35.5,-0.15,-0.32,0.343,0.56668
"37471","Gm9999",0,0,0.72,0,0.9,0,0,0.2,0,0.19,0.95997,NA
"37472","Gmcl1",558.78,625.38,802.87,961.64,898.08,805.96,792.2,777.8,0.29,0.38,0.02548,0.11041
"37473","Gmds",175.24,162.1,148.12,154.52,176.75,160.52,130.57,158.3,-0.04,-0.05,0.78777,0.8898
"37474","Gmeb1",436.44,419.26,402.15,414.06,410.91,439.21,455.35,425.3,0.03,0.04,0.79652,0.8952
"37475","Gmeb2",341.39,335.21,347.77,396.06,380.41,387.93,373.06,366,0.14,0.17,0.23236,0.44988
"37476","Gmfb",6321.83,6108.75,6790.01,7226.54,7311.16,7389.62,7603.81,6964.5,0.18,0.2,0.06303,0.19885
"37477","Gmfg",43.81,62.04,46.51,52.51,52.04,46.82,76.81,54.4,0.09,0.17,0.57221,0.74806
"37478","Gmfg-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37479","Gmip",134.74,110.07,104.47,133.52,122.02,169.44,196.4,138.7,0.26,0.42,0.08105,0.23262
"37480","Gml",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37481","Gml2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37482","Gmnc",20.66,6,7.87,10.5,10.77,13.38,12.07,11.6,0,0.02,0.97895,0.99042
"37483","Gmnn",43.81,75.05,102.33,141.02,86.13,92.52,102.04,91.8,0.25,0.51,0.11176,0.28545
"37484","Gmppa",435.62,307.19,407.16,420.06,390.28,377.9,414.75,393.3,0.05,0.06,0.7232,0.85004
"37485","Gmppb",293.44,316.19,274.78,258.04,244.03,227.41,217.25,261.6,-0.24,-0.32,0.05461,0.18128
"37486","Gmpr",829.91,772.47,664.05,549.08,652.25,426.95,481.68,625.2,-0.39,-0.52,0.00494,0.03826
"37487","Gmpr2",386.85,400.25,493.74,525.08,522.16,488.26,431.21,463.9,0.15,0.2,0.21974,0.4344
"37488","Gmps",1630.05,1305.8,1221.47,1239.18,1205.82,1274.15,930.45,1258.1,-0.19,-0.25,0.13866,0.32735
"37489","Gna11",2926.99,3316.03,2623.98,2937.42,2938.28,3172.55,3177.58,3013.3,0.04,0.05,0.71296,0.84397
"37490","Gna12",3277.46,4400.7,2287.67,2530.87,2607.22,2876.03,2939.48,2988.5,-0.19,-0.28,0.17554,0.37839
"37491","Gna13",2074.76,2504.54,1570.67,1462.71,1614.03,1805.88,1801.65,1833.5,-0.21,-0.29,0.104,0.27304
"37492","Gna14",8.27,7,1.43,4.5,2.69,6.69,7.68,5.5,0,-0.03,0.96997,NA
"37493","Gna15",51.25,93.06,32.2,43.51,27.81,40.13,41.69,47.1,-0.24,-0.62,0.11984,0.29879
"37494","Gnai1",3564.29,3048.87,4531.68,4334.13,4407.87,4004.15,3894.07,3969.3,0.12,0.16,0.31174,0.53547
"37495","Gnai2",3847.82,5331.27,2890.17,3165.46,3207.43,3540.42,3536.37,3645.6,-0.18,-0.26,0.19042,0.39818
"37496","Gnai3",1261.39,1168.72,1059.75,1147.67,1070.34,1063.46,1005.06,1110.9,-0.1,-0.12,0.37226,0.59127
"37497","Gnal",3690.76,3306.03,4699.13,4361.13,4235.61,4625.06,4601.78,4217.1,0.15,0.19,0.20592,0.4165
"37498","Gnao1",18989.46,21726.33,15941.39,14493.59,15501.55,15713.38,16346.54,16958.9,-0.23,-0.28,0.0465,0.16393
"37499","Gnaq",7254.23,5030.09,4502.34,3962.07,4500.28,4340.8,4411.96,4857.4,-0.28,-0.38,0.03371,0.13289
"37500","Gnas",25105.46,31773.5,22786.5,24663.56,23170.68,23839.84,25067.33,25201,-0.11,-0.13,0.35719,0.57809
"37501","Gnasas1",1.65,6,2.15,1.5,0,2.23,1.1,2.1,-0.08,-1.47,0.29464,NA
"37502","Gnat1",3.31,8,6.44,1.5,2.69,3.34,3.29,4.1,-0.12,-1.1,0.24278,NA
"37503","Gnat2",0.83,3,0,0,2.69,0,1.1,1.1,-0.01,-0.32,0.87833,NA
"37504","Gnat3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37505","Gnaz",1735.86,2036.25,1675.86,1611.23,1570.97,1517.16,1662.3,1687.1,-0.16,-0.19,0.14549,0.33763
"37506","Gnb1",18772.89,20914.83,18800.08,20107.4,18761.02,18399.91,17213.35,18995.6,-0.06,-0.07,0.58027,0.75427
"37507","Gnb1-ps2",0,2,1.43,0,0,0,0,0.5,-0.03,-2.45,0.44231,NA
"37508","Gnb1-ps3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37509","Gnb1l",54.56,69.04,83.01,60.01,57.42,50.16,42.79,59.6,-0.21,-0.39,0.17344,0.37539
"37510","Gnb2",5567.14,6310.87,4556.73,4254.61,4325.33,4577.13,4578.74,4881.5,-0.25,-0.3,0.03572,0.13796
"37511","Gnb3",0.83,2,0,3,1.79,5.57,2.19,2.2,0.1,1.82,0.20267,NA
"37512","Gnb4",1275.44,1125.69,2463.7,1480.71,1423.83,1269.69,1315.58,1479.2,-0.15,-0.24,0.32286,0.54726
"37513","Gnb5",2169.82,2015.24,2830.78,2067.3,2289.61,2021.02,1874.07,2181.1,-0.14,-0.18,0.25975,0.48096
"37514","Gne",540.6,500.31,469.41,343.55,382.2,345.57,426.82,429.8,-0.34,-0.42,0.00681,0.04771
"37515","Gng10",205.82,226.14,309.84,432.06,364.26,363.41,419.14,331.5,0.5,0.67,0.00052,0.00852
"37516","Gng11",160.36,349.21,228.27,226.53,195.59,197.31,198.6,222.3,-0.15,-0.26,0.29724,0.52073
"37517","Gng12",3925.52,5229.21,3232.21,4191.61,4302,4319.62,4850.86,4293,0.07,0.1,0.58021,0.75425
"37518","Gng13",537.29,938.58,1034.71,1677.24,1484.84,1270.8,1569.04,1216.1,0.61,0.84,0.00013,0.00318
"37519","Gng2",8061.82,4877.99,6812.91,5673.82,6014.72,5258.23,6323.34,6146.1,-0.13,-0.18,0.3214,0.5458
"37520","Gng2-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37521","Gng3",4822.38,6721.12,5944.21,5381.28,5296.08,4749.91,4816.84,5390.3,-0.16,-0.2,0.17405,0.37635
"37522","Gng4",1824.3,3477.13,1504.84,2778.4,2542.62,3525.92,2596.05,2607,0.2,0.33,0.19353,0.4019
"37523","Gng5",216.57,284.17,285.51,243.04,292.48,317.7,290.77,275.7,0.09,0.13,0.48678,0.68718
"37524","Gng5-ps",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"37525","Gng7",5539.04,4270.62,6158.88,7033.02,7829.73,8184.43,8379.55,6770.8,0.45,0.56,0.00038,0.00688
"37526","Gng8",10.75,19.01,25.04,10.5,23.33,21.18,14.26,17.7,-0.02,-0.06,0.90396,0.9548
"37527","Gngt1",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"37528","Gngt2",47.12,62.04,65.83,73.51,75.36,68,87.78,68.5,0.22,0.39,0.14659,0.33965
"37529","Gnl1",3424.6,4771.93,3923.45,4262.12,4059.76,4232.67,4385.63,4151.5,0.05,0.07,0.6407,0.79794
"37530","Gnl2",629.04,537.33,879.43,783.11,810.16,746.88,626.52,716.1,0.08,0.12,0.54245,0.72823
"37531","Gnl3",260.38,277.17,437.21,588.08,515.88,425.83,397.2,414.5,0.37,0.56,0.01336,0.07374
"37532","Gnl3l",4309.89,3278.01,4293.4,3434,3681.15,3386.58,3147.95,3647.3,-0.17,-0.22,0.14338,0.33407
"37533","Gnmt",4.96,2,4.29,9,2.69,2.23,0,3.6,-0.01,-0.18,0.87331,NA
"37534","Gnpat",1077.88,1114.68,1121.29,1212.18,1245.29,1212.84,1256.33,1177.2,0.14,0.16,0.17529,0.37823
"37535","Gnpda1",298.4,300.18,322,265.54,303.25,287.6,318.2,299.3,-0.05,-0.06,0.69513,0.83197
"37536","Gnpda2",357.09,362.22,527.37,537.08,451.28,376.78,391.71,429.1,0.05,0.08,0.71149,0.84301
"37537","Gnpnat1",115.72,120.07,239.71,252.04,273.64,236.33,254.56,213.2,0.41,0.68,0.01042,0.06236
"37538","Gnptab",1873.9,1524.94,1460.47,1585.73,1745.92,1574.01,1744.6,1644.2,0.03,0.04,0.79045,0.89107
"37539","Gnptg",992.75,1128.69,1302.33,1536.22,1352.06,1347.72,1186.11,1263.7,0.19,0.25,0.11398,0.28918
"37540","Gnrh1",2.48,2,0,0,5.38,6.69,1.1,2.5,0.06,1.2,0.4097,NA
"37541","Gnrhr",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37542","Gns",1663.94,1811.11,1107.7,891.13,1021.89,1046.74,1086.26,1232.7,-0.44,-0.59,0.0016,0.0182
"37543","Golga1",412.47,373.23,581.76,480.07,552.67,474.88,506.92,483.1,0.1,0.14,0.44986,0.65723
"37544","Golga2",1701.97,1714.05,1524.87,1359.2,1351.16,1464.77,1416.52,1504.6,-0.2,-0.24,0.05373,0.17942
