"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"36033","Gm7551",1.57,0,0,0,0,2.81,0
"36034","Gm7553",0,0,0,0,0,2.11,0
"36035","Gm7554",0,0,0,0,0,0,0.82
"36036","Gm7556",1.57,0.94,1.17,2.3,0.84,2.81,1.65
"36037","Gm7557",0,0,0,0,0,0,0
"36038","Gm7558",0,0.94,0,0,0,0,0.82
"36039","Gm7559",0,0,0,0,0,0,0
"36040","Gm7560",1.57,0,0,0,0,1.4,0
"36041","Gm7561",0,0,0,0,0,0,0
"36042","Gm7562",0,0,0,0,0,0,0
"36043","Gm7565",12.57,1.89,3.51,1.15,0,0,2.47
"36044","Gm7566",0,0,0,0,0,0,0
"36045","Gm7568",0,0,0,0,0,0,0
"36046","Gm7569",0,0,0,0,0.84,0,0
"36047","Gm7570",0,0,0,0,0,0,0
"36048","Gm7571",0,0.94,0,0,0,0,0
"36049","Gm7572",0,2.83,0,0,0,0,0
"36050","Gm7575",0,0,0,0,0,0,0
"36051","Gm7577",0,0,0,0,0,0.7,0
"36052","Gm7579",0,0,0,0,0,0,0
"36053","Gm7580",0,0,0,0,0,0,0
"36054","Gm7582",0,0,0,0,0,0,0
"36055","Gm7583",0,0,2.34,1.15,0.84,1.4,3.3
"36056","Gm7584",0,0,0,0,0,0,0
"36057","Gm7587",0,0,0,0,0,0,0
"36058","Gm7588",0,0.94,0,0,0,1.4,0
"36059","Gm7589",12.57,5.66,7.02,2.3,5.05,0.7,5.77
"36060","Gm7591",3.14,0,3.51,1.15,5.05,0,0.82
"36061","Gm7592",0,0,0,0,0,0,0
"36062","Gm7593",0,0,0,0,0,0,0
"36063","Gm7594",0,0,0,0,0,0,0
"36064","Gm7595",0,0,0,0,0,0,0
"36065","Gm7596",0,0,0,0,0,0,0
"36066","Gm7598",0,5.66,7.02,8.05,0,2.11,2.47
"36067","Gm7599",0,0,0,1.15,0,0,0
"36068","Gm7600",9.43,5.66,3.51,5.75,4.21,5.61,2.47
"36069","Gm7604",0,0,0,1.15,0.84,0,0
"36070","Gm7607",0,0,0,0,0,0,0
"36071","Gm7609",0,0,0,0,0,0,0
"36072","Gm7611",0,0.94,0,2.3,0.84,0.7,4.12
"36073","Gm7612",0,0,0,0,0,0,0
"36074","Gm7613",4.71,1.89,0,0,0.84,1.4,3.3
"36075","Gm7614",0,0,0,1.15,0,0,0.82
"36076","Gm7616",0,0,0,1.15,0.84,0,0
"36077","Gm7618",1.57,0,3.51,2.3,3.37,1.4,0.82
"36078","Gm7619",1.57,0,0,0,0.84,0,0
"36079","Gm7621",1.57,0,1.17,1.15,0,0,0.82
"36080","Gm7622",0,0,0,0,0,0,0
"36081","Gm7623",0,2.83,1.17,2.3,0,3.51,1.65
"36082","Gm7624",0,0,0,0,0,0,0
"36083","Gm7626",0,0,0,0,0,2.11,0
"36084","Gm7627",0,0.94,0,0,0,0,0
"36085","Gm7628",4.71,7.55,0,4.6,10.94,7.02,4.95
"36086","Gm7631",0,0,0,0,0,0,0
"36087","Gm7633",0,0,0,0,0,0,0
"36088","Gm7634",1.57,4.72,5.85,2.3,0.84,0,0.82
"36089","Gm7638",0,0,0,0,0,0,0.82
"36090","Gm7639",0,0,0,0,0,0,0
"36091","Gm7642",1.57,0.94,1.17,0,0.84,0,0.82
"36092","Gm7644",0,0,1.17,2.3,0,0.7,0
"36093","Gm7645",0,0,0,1.15,1.68,0,1.65
"36094","Gm7646",0,0,1.17,1.15,0,0,1.65
"36095","Gm7647",0,0,0,0,0,0,0
"36096","Gm7648",0,0,0,0,0,0,0
"36097","Gm765",17.28,16.98,24.56,11.5,21.88,4.21,11.54
"36098","Gm7651",0,0,0,0,0,0,0
"36099","Gm7652",0,0,0,0,0,0,0
"36100","Gm7653",0,0,0,0,0.84,0,0
"36101","Gm7654",0,0,0,0,0,0,0
"36102","Gm7656",0,0,0,0,0,0,0
"36103","Gm7657",0,0,0,0,0,0,0
"36104","Gm7658",9.43,6.6,14.04,13.81,7.58,1.4,14.02
"36105","Gm7662",0,0,0,0,0,0,0
"36106","Gm7663",0,0,0,0,0,0,0
"36107","Gm7664",0,0.94,2.34,0,0.84,0,0
"36108","Gm7665",0,0.94,0,3.45,0.84,0.7,0
"36109","Gm7666",42.42,25.47,19.88,26.46,25.25,28.77,36.28
"36110","Gm7667",1.57,0.94,0,3.45,0.84,0,0
"36111","Gm7669",1.57,0,0,1.15,0,0,0
"36112","Gm7670",0,0,0,1.15,0,0,0
"36113","Gm7672",1.57,0.94,2.34,0,0.84,1.4,4.12
"36114","Gm7674",0,0,0,0,0,0,0
"36115","Gm7675",0,0,0,0,0,0,0
"36116","Gm7676",0,2.83,0,1.15,1.68,1.4,0
"36117","Gm7678",0,0,0,0,0,0,0
"36118","Gm7680",0,0,0,0,0,0,0
"36119","Gm7682",0,0,0,0,0,0,0
"36120","Gm7684",0,0,1.17,1.15,0,0,1.65
"36121","Gm7688",0,0,1.17,0,0,0,0
"36122","Gm7690",0,0,0,0,0,0,0
"36123","Gm7691",1.57,0.94,0,1.15,0,1.4,0.82
"36124","Gm7692",0,0,0,0,0,0.7,0
"36125","Gm7693",0,0.94,0,1.15,0,0.7,0
"36126","Gm7694",61.28,98.1,80.7,102.39,43.77,44.21,56.89
"36127","Gm7695",0,0.94,0,0,0,1.4,2.47
"36128","Gm7696",0,0,0,0,0,0,0
"36129","Gm7697",0,1.89,0,0,0,0,0
"36130","Gm7700",0,0,1.17,0,0,0,0
"36131","Gm7701",4.71,0,0,2.3,1.68,3.51,3.3
"36132","Gm7706",1.57,0,0,0,0,0,0
"36133","Gm7707",3.14,0,1.17,0,0,0,0
"36134","Gm7708",0,0,0,0,0,0,0
"36135","Gm7709",0,0,0,0,0,0,0
"36136","Gm7712",0,0,0,0,0,0.7,0.82
"36137","Gm7713",0,0,0,0,0,0,0
"36138","Gm7714",0,0,0,0,0,0,0
"36139","Gm7719",0,0,0,0,0,0,0.82
"36140","Gm7720",0,0.94,0,0,0,0,0
"36141","Gm7721",0,0,0,0,0,0,0.82
"36142","Gm7722",6.29,0.94,1.17,1.15,0,0,0.82
"36143","Gm7726",0,0,0,0,0,0,0
"36144","Gm7727",0,0,0,0,0.84,0,0
"36145","Gm7729",0,0,0,0,4.21,0,0
"36146","Gm773",0,0,0,0,0,0,0
"36147","Gm7730",20.43,27.35,31.58,18.41,14.31,13.33,26.39
"36148","Gm7731",0,0,0,0,0,0,0
"36149","Gm7732",0,0,0,0,0,0,0
"36150","Gm7733",1.57,0,0,0,0,0,0
"36151","Gm7734",0,0,0,0,0,0,0.82
"36152","Gm7735",0,0,0,0,0,0,0
"36153","Gm7736",0,0,0,0,0,0,0
"36154","Gm7739",0,0,0,0,0,0,0
"36155","Gm7740",0,0,0,0,0,0,0
"36156","Gm7741",1.57,0.94,2.34,1.15,0,0,0
"36157","Gm7742",0,0,0,0,0,0,0
"36158","Gm7745",3.14,2.83,5.85,2.3,1.68,3.51,1.65
"36159","Gm7746",0,0,0,0,0,0,0
"36160","Gm7748",0,1.89,1.17,1.15,0,0,0
"36161","Gm7751",0,0,0,0,0,0,0
"36162","Gm7753",0,0,0,0,0,0,0
"36163","Gm7754",0,0,0,2.3,1.68,6.32,0
"36164","Gm7760",1.57,0,0,0,0.84,0,0
"36165","Gm7761",0,0,0,0,0,0,0
"36166","Gm7762",0,0,0,0,0,0,0
"36167","Gm7763",0,1.89,0,0,0,0,0
"36168","Gm7765",0,0,0,0,0,0,0
"36169","Gm7768",0,0,0,0,0,0,0
"36170","Gm7769",0,0,0,0,0,0,0
"36171","Gm7773",0,0,0,0,0,0,0
"36172","Gm7774",0,0,0,0,0,0,0
"36173","Gm7775",0,0.94,0,0,0,0,0
"36174","Gm7776",1.57,1.89,0,1.15,0,0,3.3
"36175","Gm7778",0,0,0,0,0,0,0
"36176","Gm7780",7.86,0.94,1.17,3.45,0.84,1.4,1.65
"36177","Gm7781",0,0,0,0,0.84,0,0
"36178","Gm7783",0,0.94,1.17,1.15,1.68,0,1.65
"36179","Gm7784",0,0,0,1.15,2.53,0,2.47
"36180","Gm7785",9.43,8.49,2.34,4.6,4.21,7.72,8.25
"36181","Gm7786",0,0,0,0,0,0,0
"36182","Gm7787",6.29,0,1.17,2.3,0,0,0
"36183","Gm7788",0,3.77,0,0,0,1.4,3.3
"36184","Gm7789",0,0,0,0,0,0,0
"36185","Gm7790",0,0,0,0,0,0,0
"36186","Gm7791",1.57,0.94,2.34,0,1.68,3.51,0
"36187","Gm7792",0,0,0,0,0,0,0
"36188","Gm7798",0,0,0,0,0,0,0
"36189","Gm7799",1.57,0,0,0,0,0,0
"36190","Gm7802",1.57,0,1.17,0,0,0,0
"36191","Gm7803",0,0,0,0,0,0,0
"36192","Gm7804",0,0,0,0,0,0,0
"36193","Gm7805",0,0,0,0,0,0,0
"36194","Gm7807",0,0,0,0,0,0,0
"36195","Gm7808",80.14,58.48,71.35,85.14,42.08,18.25,31.33
"36196","Gm7809",3.14,1.89,1.17,3.45,0,0,0
"36197","Gm7812",0,0,0,0,0,0,0
"36198","Gm7814",0,0,0,0,0,0,0
"36199","Gm7815",1.57,1.89,0,1.15,0,0,0
"36200","Gm7816",12.57,4.72,7.02,2.3,1.68,10.53,6.6
"36201","Gm7818",289.12,224.5,203.51,142.66,168.33,145.27,162.44
"36202","Gm7820",0,0,0,0,0,0,0
"36203","Gm7821",0,0,0,0,0,0,0
"36204","Gm7822",0,0,0,0,0,0,0
"36205","Gm7823",0,0,0,0,0,0,0
"36206","Gm7824",0,0,0,0,0,0,0
"36207","Gm7825",0,0,0,0,0,0,0
"36208","Gm7831",0,0,0,0,0,0,0
"36209","Gm7832",9.43,16.98,9.36,8.05,5.89,6.32,10.72
"36210","Gm7833",0,0.94,0,0,0,0.7,0
"36211","Gm7834",0,0,0,0,0,0,0
"36212","Gm7836",0,0,0,0,0,0,0
"36213","Gm7837",0,0,0,0,0,0,0
"36214","Gm7838",0,0,0,0,0,0,0
"36215","Gm7839",0,0,0,0,0,0,0
"36216","Gm7840",0,0,1.17,0,0,0,0
"36217","Gm7841",0,0,0,0,0,0,0
"36218","Gm7842",1.57,1.89,1.17,0,2.53,0,0
"36219","Gm7846",6.29,0.94,4.68,2.3,0,4.21,4.12
"36220","Gm7847",0,0,2.34,1.15,0,0.7,0.82
"36221","Gm7848",0,0,0,0,0,0,0
"36222","Gm7850",0,0,0,0,0,0,0
"36223","Gm7851",0,0,0,0,0,0,0
"36224","Gm7853",0,0,0,0,0,0,0
"36225","Gm7854",14.14,4.72,1.17,14.96,3.37,3.51,3.3
"36226","Gm7855",0,0,1.17,0,0,0.7,0
"36227","Gm7856",0,0,0,0,0,0,0
"36228","Gm7857",0,0.94,0,1.15,0,1.4,0.82
"36229","Gm7858",0,0,0,0,0,0.7,0
"36230","Gm7859",0,0,1.17,2.3,0.84,0.7,0
"36231","Gm7860",1.57,0,2.34,0,0,0.7,0
"36232","Gm7862",4.71,4.72,1.17,4.6,0.84,7.72,4.12
"36233","Gm7863",0,0,0,0,0,0,0
"36234","Gm7867",7.86,2.83,2.34,1.15,0,1.4,0.82
"36235","Gm7868",7.86,3.77,4.68,3.45,0.84,2.11,3.3
"36236","Gm7869",0,0,0,0,0,0,0
"36237","Gm7870",0,0,0,0,0,0,0
"36238","Gm7871",0,0,0,0,0,0,0
"36239","Gm7874",0,0,0,0,0,0,0
"36240","Gm7876",0,0,0,0,0,0,0
"36241","Gm7879",1.57,0,0,1.15,0,0,0
"36242","Gm7880",0,0.94,0,1.15,0,0,0
"36243","Gm7882",0,0,0,0,0,0,0
"36244","Gm7887",11,18.87,19.88,26.46,15.99,18.25,10.72
"36245","Gm7889",0,0,0,0,0,0,0
"36246","Gm7890",0,0,0,0,0,0,0
"36247","Gm7891",0,0,0,0,0,0,0
"36248","Gm7893",0,0,0,0,0,0,0
"36249","Gm7895",7.86,13.21,2.34,16.11,9.26,5.61,12.37
"36250","Gm7896",0,0,0,0,0,0,0
"36251","Gm7897",0,0,0,0,0,0,0
"36252","Gm7898",0,0,0,0,0,0,0
"36253","Gm7899",3.14,1.89,2.34,0,1.68,3.51,4.12
"36254","Gm7901",20.43,13.21,17.54,11.5,20.2,14.74,20.61
"36255","Gm7902",0,0.94,0,1.15,0,0,1.65
"36256","Gm7903",0,0,0,0,0,0,0
"36257","Gm7904",0,0,0,0,0,0,0
"36258","Gm7905",0,0,0,0,0,0,0
"36259","Gm7908",0,21.7,12.87,4.6,4.21,5.61,2.47
"36260","Gm7909",0,0,0,0,0,0,0
"36261","Gm7910",0,0,0,0,0,0,0
"36262","Gm7911",0,0,0,0,0.84,0,0
"36263","Gm7912",0,0,0,0,2.53,0,0
"36264","Gm7916",0,0,0,0,0,0,0
"36265","Gm7917",0,0,0,0,0,0,0
"36266","Gm7919",0,0,0,0,0,0,0
"36267","Gm7920",0,0,0,0,0,0,0
"36268","Gm7924",0,0,0,0,0,0,0
"36269","Gm7925",0,0,0,0,0,0,0
"36270","Gm7926",23.57,4.72,4.68,11.5,4.21,5.61,9.89
"36271","Gm7927",0,0.94,0,1.15,0,0,0
"36272","Gm7928",0,0,0,0,0,0,0
"36273","Gm7929",0,0,0,0,0,0,0
"36274","Gm7930",0,0,0,0,0,0,0
"36275","Gm7931",3.14,0,0,0,0,2.11,0
"36276","Gm7932",25.14,24.53,29.24,23.01,11.78,10.53,12.37
"36277","Gm7933",0,0,0,0,0,0,0
"36278","Gm7935",6.29,0,0,1.15,1.68,2.81,2.47
"36279","Gm7936",14.14,6.6,16.37,5.75,1.68,2.11,5.77
"36280","Gm7939",0,0,0,0,0,0,0
"36281","Gm7940",1.57,0.94,0,0,0,0,0
"36282","Gm7941",0,0,0,0,0,0,0
"36283","Gm7942",0,0,0,0,0,0,0
"36284","Gm7943",0,0,0,0,0,0,0
"36285","Gm7945",0,0,0,0,0,0,0
"36286","Gm7946",0,0,0,0,0,0,0
"36287","Gm7947",0,0,0,0,0,2.11,0.82
"36288","Gm7948",0,0,0,0,0,0,0
"36289","Gm7950",0,0,0,0,0,0,0
"36290","Gm7951",0,0,0,0,0,0,0
"36291","Gm7952",0,0,0,0,0,0,0
"36292","Gm7953",0,0,0,0,0,0,0
"36293","Gm7954",0,0,0,0,0,0,0
"36294","Gm7957",0,0.94,0,0,0,0,0
"36295","Gm7958",0,0,0,0,0,0,0
"36296","Gm7959",0,0,0,0,0,0,0
"36297","Gm7961",0,0,0,0,0,0,0
"36298","Gm7962",0,0.94,1.17,3.45,1.68,4.21,4.95
"36299","Gm7964",130.42,104.7,118.13,93.19,171.7,149.48,155.84
"36300","Gm7965",0,0,0,0,0,0,0
"36301","Gm7967",9.43,10.38,15.21,9.2,7.58,1.4,2.47
"36302","Gm7968",0,0,0,0,0,0,0
"36303","Gm7969",0,0,0,0,0,0,0
"36304","Gm7970",0,0,0,0,0,0,0
"36305","Gm7971",0,0,0,0,0,0,0
"36306","Gm7972",7.86,9.43,7.02,8.05,3.37,6.32,0
"36307","Gm7973",1.57,0,0,0,0,0,0
"36308","Gm7974",0,0,0,0,0,0,0
"36309","Gm7977",1.57,0,1.17,0,0,0.7,0.82
"36310","Gm7978",0,0,0,0,0,0,0
"36311","Gm7979",0,0,0,0,0,0,0
"36312","Gm7980",0,0,0,0,0,0,0
"36313","Gm7982",0,0,0,0,0,0,0
"36314","Gm7984",9.43,6.6,7.02,3.45,8.42,2.11,4.95
"36315","Gm7985",1.57,0.94,3.51,4.6,2.53,0,3.3
"36316","Gm7986",1.57,0,0,0,0.84,0.7,0
"36317","Gm7988",0,0,0,0,0,0,0
"36318","Gm7990",0,0,0,1.15,0,1.4,0.82
"36319","Gm7991",0,0,0,0,0,0,0
"36320","Gm7993",0,2.83,4.68,0,0.84,4.91,0.82
"36321","Gm7995",0,0,0,0,0,0,0
"36322","Gm7997",0,0,0,0,0,0,1.65
"36323","Gm8000",0,0,0,0,0,0,0
"36324","Gm8004",0,0,0,0,0,0,0
"36325","Gm8005",0,0,0,0,0,0,0
"36326","Gm8009",0,0,0,1.15,0,0,0
"36327","Gm8010",0,4.72,0,0,0,0,1.65
"36328","Gm8011",0,0,0,0,0,0,0
"36329","Gm8013",7.86,3.77,1.17,3.45,1.68,0.7,1.65
"36330","Gm8016",0,0,0,0,0,0,0
"36331","Gm8018",0,0,0,0,0,0,0
"36332","Gm8019",0,0,0,0,0,2.11,0
"36333","Gm8020",0,0,0,0,0,0,0
"36334","Gm8022",0,0,0,0,0,0,0
"36335","Gm8023",0,0.94,0,0,0,0,0
"36336","Gm8024",0,0,0,0,0,0,0
"36337","Gm8031",3.14,0,0,0,0,0.7,3.3
"36338","Gm8032",0,0,0,0,0,0,0
"36339","Gm8034",6.29,4.72,7.02,4.6,5.89,5.61,3.3
"36340","Gm8035",0,0,0,0,0,0,0
"36341","Gm8036",0,0,0,0,0,0.7,0
"36342","Gm8038",0,0,0,0,0,0,0
"36343","Gm8039",0,0,0,0,0,0,0
"36344","Gm8041",0,0,1.17,0,0.84,0.7,0.82
"36345","Gm8043",0,0,0,0,0,0,0
"36346","Gm8046",0,0,0,0,0,0,0
"36347","Gm8047",1.57,1.89,0,0,0,0,0
"36348","Gm8048",0,0,0,1.15,0,0,1.65
"36349","Gm8049",0,0,0,0,0,0,0
"36350","Gm805",4.71,0,0,1.15,0,0,0
"36351","Gm8050",0,0,0,0,0,0,0
"36352","Gm8051",0,0,0,0,0,0,0
"36353","Gm8054",1.57,0,0,0,0,1.4,1.65
"36354","Gm8055",4.71,6.6,4.68,5.75,10.94,11.23,18.14
"36355","Gm8058",0,0,0,0,0,0.7,1.65
"36356","Gm8061",0,0,0,0,0,0,0
"36357","Gm8062",0,1.89,0,0,0,0,0.82
"36358","Gm8065",0,0,0,0,0,0,0
"36359","Gm8066",17.28,12.26,14.04,14.96,7.58,14.04,15.67
"36360","Gm8068",0,0,0,0,0,0,0
"36361","Gm8069",6.29,5.66,7.02,8.05,0.84,0,1.65
"36362","Gm807",7.86,11.32,5.85,6.9,4.21,3.51,5.77
"36363","Gm8074",0,0,0,0,0,0,0
"36364","Gm8075",0,0,0,0,0,0,1.65
"36365","Gm8077",0,0,0,0,0,0,0
"36366","Gm8079",0,0,0,0,0,0,0
"36367","Gm8080",0,0,0,0,0,0,0
"36368","Gm8082",0,0,0,0,0,0,0
"36369","Gm8083",1.57,0,1.17,0,0,0,0
"36370","Gm8084",0,0,0,0,0,0,0
"36371","Gm8087",0,0,0,0,0,0,0
"36372","Gm8089",0,0,0,0,0,0,0
"36373","Gm8091",0,1.89,0,2.3,0,1.4,0
"36374","Gm8093",3.14,5.66,4.68,10.35,3.37,1.4,2.47
"36375","Gm8094",0,0,0,0,0,0,0
"36376","Gm8096",0,0,0,0,0,0,0
"36377","Gm8097",0,0,1.17,1.15,1.68,0.7,0.82
"36378","Gm8098",56.57,34.9,33.92,43.72,35.35,35.09,28.86
"36379","Gm8099",7.86,0.94,2.34,1.15,5.05,2.81,4.12
"36380","Gm8100",1.57,0.94,2.34,0,0.84,2.81,2.47
"36381","Gm8101",0,0,1.17,0,0,0,1.65
"36382","Gm8104",0,0.94,0,1.15,0,0,0
"36383","Gm8106",0,0,0,0,0,0,0
"36384","Gm8107",0,0,0,0,0,0,0
"36385","Gm8108",0,0,0,0,0,0.7,0
"36386","Gm8109",0,0,0,0,0,0,0
"36387","Gm8110",0,0,0,0,0,0,0
"36388","Gm8111",0,0,0,0,0,0,0
"36389","Gm8112",0,0,0,0,0,0,0
"36390","Gm8113",4.71,2.83,5.85,4.6,0,0,0
"36391","Gm8114",0,0,0,0,0,0,0
"36392","Gm8115",0,0,0,0,0,0,0.82
"36393","Gm8116",1.57,0.94,1.17,2.3,3.37,1.4,3.3
"36394","Gm8118",4.71,0,3.51,4.6,0,0.7,4.12
"36395","Gm8121",54.99,58.48,72.52,97.79,26.09,27.37,35.46
"36396","Gm8122",0,0,0,0,0,0,0
"36397","Gm8125",0,0,0,0,0,0,0
"36398","Gm8126",0,0,0,0,0,0,0
"36399","Gm8127",0,0,0,0,0,0,0
"36400","Gm8128",0,0,0,0,0,0,0
"36401","Gm8129",9.43,5.66,5.85,12.66,8.42,9.82,7.42
"36402","Gm8130",0,0.94,2.34,4.6,0.84,0.7,0
"36403","Gm8131",0,0,0,0,0,0,0
"36404","Gm8132",0,0,0,0,0,0,0
"36405","Gm8134",0,0,0,0,0,0,0.82
"36406","Gm8137",0,0,0,0,0,0,0
"36407","Gm8138",0,0,0,0,0,0,0
"36408","Gm8139",0,0,0,0,0,0,0
"36409","Gm8141",1.57,0,2.34,1.15,2.53,2.11,0.82
"36410","Gm8143",0,0,0,0,0,0,0
"36411","Gm8145",0,0,0,0,0,0,0.82
"36412","Gm8146",0,0.94,0,0,0,0,0
"36413","Gm815",0,0,0,0,0,0,0
"36414","Gm8151",0,0,0,0,0,0,0
"36415","Gm8152",0,0.94,3.51,0,1.68,2.11,0
"36416","Gm8153",0,0,0,0,1.68,0,0
"36417","Gm8155",0,0,0,0,0,0,0
"36418","Gm8157",0,0,0,0,0,0,0
"36419","Gm8158",0,0,0,0,0,0,0
"36420","Gm8159",0,0,0,0,0,0,0
"36421","Gm816",1.57,0,0,2.3,0,0,0
"36422","Gm8161",0,0,0,0,0,0,0
"36423","Gm8162",0,0,0,0,0,0,0
"36424","Gm8163",0,0,0,0,0,0,0.82
"36425","Gm8164",0,0,0,0,0,0,0
"36426","Gm8165",0,0,0,0,0,0,0
"36427","Gm8167",0,0,0,0,0,0,0
"36428","Gm8168",0,0,0,0,0,0,0
"36429","Gm8170",6.29,3.77,14.04,9.2,2.53,2.81,4.95
"36430","Gm8171",0,0,0,0,0,0,0
"36431","Gm8172",1.57,0.94,1.17,0,0.84,0.7,0.82
"36432","Gm8173",0,0,0,0,2.53,2.11,0
"36433","Gm8174",1.57,0,0,3.45,3.37,0.7,0.82
"36434","Gm8176",0,0,0,0,0,0,0
"36435","Gm8177",0,0,0,1.15,0,0.7,0
"36436","Gm8178",0,0,0,0,0,0,0
"36437","Gm8180",0,0,0,0,0,0,0
"36438","Gm8181",9.43,5.66,3.51,10.35,10.94,4.91,4.12
"36439","Gm8182",3.14,0,0,0,0,0,0
"36440","Gm8183",0,0,0,0,0,0,0
"36441","Gm8184",0,0,1.17,0,0,0,0
"36442","Gm8185",0,0.94,0,0,0.84,0.7,0.82
"36443","Gm8186",73.85,42.45,25.73,54.07,14.31,16.84,21.44
"36444","Gm8188",0,0.94,1.17,6.9,0.84,0,0
"36445","Gm8189",7.86,3.77,0,1.15,2.53,0,3.3
"36446","Gm8190",0,0,0,0,0,0,0
"36447","Gm8192",0,0,0,0,0,0,0
"36448","Gm8194",0,0,0,0,0,0,0
"36449","Gm8197",0,0,0,0,0,0,0
"36450","Gm8199",0,0,0,0,0,0,0
"36451","Gm8200",0,0,0,0,0,0,0
"36452","Gm8202",0,0,0,0,0,0,0
"36453","Gm8203",11,6.6,7.02,10.35,5.05,5.61,10.72
"36454","Gm8204",0,0,0,0,0,0,0
"36455","Gm8206",7.86,1.89,3.51,3.45,0,1.4,1.65
"36456","Gm8207",0,0,0,0,0,0,0
"36457","Gm8209",1.57,0,1.17,1.15,0,0,0
"36458","Gm8210",1.57,0,1.17,0,0,0.7,0
"36459","Gm8212",0,0,0,0,0,0,0
"36460","Gm8213",4.71,0.94,3.51,3.45,1.68,0,0.82
"36461","Gm8214",0,0,0,0,0,0,0
"36462","Gm8215",0,0,0,0,0,0,0
"36463","Gm8216",0,0,1.17,0,0,1.4,0
"36464","Gm8217",1.57,0,0,0,0,0,0
"36465","Gm8219",1.57,0,0,1.15,0.84,0,0
"36466","Gm8220",0,0,0,0,0,0,0
"36467","Gm8221",0,0,0,0,0,0,0
"36468","Gm8222",0,0,0,0,0,0,0
"36469","Gm8224",0,0,0,0,0,0,0
"36470","Gm8225",0,0.94,0,3.45,2.53,1.4,3.3
"36471","Gm8226",0,0,2.34,2.3,0.84,0.7,1.65
"36472","Gm8227",0,0.94,1.17,0,0,0,0
"36473","Gm8228",3.14,0.94,1.17,1.15,1.68,3.51,1.65
"36474","Gm8229",0,0,0,0,0,0,0
"36475","Gm8231",0,0,1.17,1.15,0.84,2.81,1.65
"36476","Gm8232",0,0,0,0,0,0,0
"36477","Gm8233",0,0,0,0,0,0,0
"36478","Gm8234",1.57,3.77,3.51,5.75,4.21,5.61,5.77
"36479","Gm8237",4.71,3.77,2.34,11.5,0.84,1.4,1.65
"36480","Gm8238",0,0,0,0,0,0,0
"36481","Gm8241",0,0,0,0,0,0,0
"36482","Gm8242",12.57,1.89,8.19,2.3,0,2.81,4.95
"36483","Gm8244",0,0,0,0,0,0,0
"36484","Gm8245",0,0,0,0,0,0,0
"36485","Gm8246",0,0,0,0,0,0,0
"36486","Gm8247",0,0,0,0,0,0,0
"36487","Gm8249",0,0,0,0,0,0,0
"36488","Gm8250",0,0.94,1.17,0,0,0,0
"36489","Gm8251",0,0,2.34,0,0,0,0
"36490","Gm8253",3.14,0.94,3.51,1.15,1.68,0,0.82
"36491","Gm8254",0,1.89,0,1.15,0.84,2.11,1.65
"36492","Gm8255",0,0,0,0,0,0,0.82
"36493","Gm8256",0,0,0,0,0,0,0
"36494","Gm8257",0,0,0,0,0,0,0
"36495","Gm8258",1.57,2.83,0,0,1.68,0,2.47
"36496","Gm826",3.14,0.94,2.34,0,0.84,0.7,0
"36497","Gm8260",0,0,0,0,0,0,0
"36498","Gm8261",0,0,0,0,0,0,0
"36499","Gm8264",0,0,0,0,0,0,0
"36500","Gm8265",0,0,0,0,0,0,0
"36501","Gm8266",0,0,0,0,0,1.4,0
"36502","Gm8267",4.71,0,0,1.15,0,0,0
"36503","Gm8268",14.14,1.89,4.68,10.35,0.84,1.4,3.3
"36504","Gm8271",0,0,0,0,0,0,0
"36505","Gm8274",0,0.94,0,0,0.84,0,0
"36506","Gm8275",0,0,0,0,0,0,0
"36507","Gm8276",3.14,4.72,7.02,8.05,6.73,2.11,4.95
"36508","Gm8277",0,0,0,0,0.84,0,0
"36509","Gm8278",0,0.94,0,0,0,0,0
"36510","Gm8279",0,0,0,0,0,0,0
"36511","Gm8281",31.43,36.79,36.26,34.51,9.26,22.46,28.03
"36512","Gm8282",0,0,0,0,0,0,0
"36513","Gm8285",0,0,0,0,0,0,0
"36514","Gm8288",0,1.89,0,0,0,0,0.82
"36515","Gm8289",0,0,0,0,0,0,0
"36516","Gm829",0,0,0,0,0,0,0
"36517","Gm8290",1.57,0.94,2.34,3.45,1.68,2.11,1.65
"36518","Gm8291",0,0,0,0,0,0,0
"36519","Gm8292",22,17.92,18.71,17.26,11.78,7.02,14.84
"36520","Gm8296",0,0,0,0,0,0,0
"36521","Gm8297",0,0,0,0,0,0,0
"36522","Gm830",0,0.94,3.51,0,0.84,1.4,0.82
"36523","Gm8300",0,0,0,0,0,0,0
"36524","Gm8302",0,0,1.17,0,0,1.4,0
"36525","Gm8303",0,0,0,0,0,0,0
"36526","Gm8304",0,0,2.34,0,0,0,0
"36527","Gm8305",0,0,0,0,0,0,0
"36528","Gm8307",0,0,0,0,0,0,0
"36529","Gm8309",0,0.94,0,0,0,0.7,1.65
"36530","Gm831",0,0,0,0,0,0,0
"36531","Gm8310",0,0,0,0,0,0,0
"36532","Gm8312",0,0,0,0,0,0,0
"36533","Gm8314",0,0,0,0,0,0,0
"36534","Gm8317",6.29,1.89,1.17,0,0,0,1.65
"36535","Gm8318",3.14,0.94,1.17,0,8.42,2.11,0.82
"36536","Gm8319",3.14,1.89,2.34,4.6,1.68,0.7,2.47
"36537","Gm8320",0,0,0,0,0,0,0
