"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"51941","Tmem242",3030.99,2519.47,2315.86,2352.72,1436.74,1303.88,1400.09
"51942","Tmem243",315.83,264.12,273.69,272.66,188.54,173.34,155.84
"51943","Tmem245",864.2,997.04,1135.71,1163.13,1784.35,1651.96,1477.6
"51944","Tmem246",1153.32,1300.77,1218.75,1060.74,1796.13,1663.89,1773.62
"51945","Tmem247",0,0,0,0,0,0,0
"51946","Tmem248",611.23,676.32,665.52,621.26,1026,1047.74,1082.64
"51947","Tmem249",0,0,0,1.15,0,0,0
"51948","Tmem25",452.53,548.04,495.92,543.02,380.44,512.99,561.52
"51949","Tmem250-ps",1654.56,1550.74,1469.05,1700.4,1531.01,1237.21,1434.72
"51950","Tmem251",292.26,217.9,197.67,211.69,207.05,213.34,179.75
"51951","Tmem252",23.57,25.47,49.12,27.61,89.22,87.02,70.09
"51952","Tmem253",9.43,3.77,9.36,2.3,2.53,0.7,1.65
"51953","Tmem254a",0,0,0,0,0,0,0
"51954","Tmem254b",0,0,0,0,0,0,0
"51955","Tmem254c",0,0,0,0,0,0,0
"51956","Tmem255a",223.12,276.38,295.92,224.34,296.27,302.46,475.77
"51957","Tmem255b",42.42,64.14,53.8,60.98,64.81,43.51,69.26
"51958","Tmem256",3392.39,2786.42,2478.44,3037.26,986.44,1028.79,1170.04
"51959","Tmem258",1150.18,1047.97,919.33,1010.12,619.47,637.91,682.73
"51960","Tmem259",1319.87,1276.24,1361.44,1369.07,2365.95,1830.91,2044.07
"51961","Tmem26",0,1.89,3.51,2.3,0.84,8.42,5.77
"51962","Tmem260",347.25,338.63,375.45,354.35,391.38,456.15,437.01
"51963","Tmem262",0,0,0,2.3,7.58,0,0
"51964","Tmem263",771.5,870.64,968.45,790.38,1075.66,1208.44,1153.55
"51965","Tmem265",0,0,0,0,0,0,0
"51966","Tmem266",235.69,256.57,266.67,249.65,287.85,228.78,292.72
"51967","Tmem267",161.84,146.21,118.13,143.81,235.67,214.04,282.82
"51968","Tmem268",248.26,239.59,262,237,324.89,407.02,314.98
"51969","Tmem269",23.57,12.26,16.37,18.41,9.26,12.63,5.77
"51970","Tmem270",0,0,0,0,0,0,0
"51971","Tmem273",22,18.87,15.21,5.75,11.78,11.23,4.95
"51972","Tmem274",0,0,0,0,0,0,0
"51973","Tmem28",425.82,512.2,474.87,560.28,564.76,554.4,519.47
"51974","Tmem29",914.48,802.72,856.17,853.65,386.33,376.85,388.36
"51975","Tmem30a",13165.73,11988.02,10320.78,8435.29,8302.28,9571.39,9204.49
"51976","Tmem30b",0,1.89,4.68,17.26,3.37,4.91,0.82
"51977","Tmem30c",3.14,2.83,2.34,3.45,0,2.81,1.65
"51978","Tmem33",3758.5,3754.22,3746.31,3294.96,2894.52,3001.45,3007.97
"51979","Tmem35a",1550.85,1404.53,1601.22,1068.79,1833.17,1877.22,1891.53
"51980","Tmem35b",26.71,34.9,43.28,40.27,25.25,27.37,19.79
"51981","Tmem37",14.14,29.24,28.07,23.01,26.93,17.54,31.33
"51982","Tmem38a",4446.72,3919.29,3712.39,3230.54,4633.42,4287.09,4343.75
"51983","Tmem38b",260.83,225.44,266.67,213.99,259.24,233.69,219.33
"51984","Tmem39a",128.84,115.08,168.43,118.5,58.92,78.6,66.79
"51985","Tmem39b",78.56,80.18,97.08,65.58,135.51,94.74,103.07
"51986","Tmem40",69.14,46.22,38.6,60.98,22.73,21.05,44.53
"51987","Tmem41a",147.7,155.64,188.31,162.22,227.25,282.81,252.31
"51988","Tmem41b",702.36,598.03,649.14,547.63,579.91,614.75,706.64
"51989","Tmem41b-ps",0,10.38,4.68,1.15,10.1,3.51,2.47
"51990","Tmem42",553.09,466.92,432.76,416.47,254.19,261.76,274.58
"51991","Tmem43",427.39,417.87,401.18,399.22,629.57,678.61,672.84
"51992","Tmem44",2606.75,2919.42,3174.36,2984.33,2259.9,1719.33,1680.44
"51993","Tmem45a",15.71,16.98,18.71,13.81,24.41,26.67,9.89
"51994","Tmem45a2",1.57,0.94,2.34,0,3.37,0,0.82
"51995","Tmem45b",1.57,3.77,2.34,2.3,1.68,6.32,0
"51996","Tmem47",3687.79,4038.14,4462.12,3751.7,3141.13,4227.44,3624.74
"51997","Tmem50a",2488.9,2294.03,2022.28,1665.89,2238.01,2160.74,2354.93
"51998","Tmem50b",1949.96,2173.29,1881.93,2053.6,2023.39,2139.68,2204.86
"51999","Tmem51",122.56,109.42,150.88,157.62,108.58,103.86,102.24
"52000","Tmem51os1",0,0.94,2.34,1.15,0.84,2.11,0
"52001","Tmem52",9.43,18.87,24.56,12.66,9.26,11.23,11.54
"52002","Tmem52b",0,0,0,0,0,0,0
"52003","Tmem53",22,26.41,29.24,25.31,19.36,35.79,28.86
"52004","Tmem54",1.57,1.89,0,2.3,5.05,0.7,0
"52005","Tmem59",4410.58,3984.37,4173.22,3388.15,4426.37,4269.54,4765.92
"52006","Tmem59l",3073.42,3025.07,2718.21,2420.6,5477.62,4938.33,5588
"52007","Tmem60",757.36,600.86,611.71,610.9,335.83,350.88,404.86
"52008","Tmem61",0,0,0,0,0,0,0
"52009","Tmem62",641.08,639.54,604.7,616.66,659.87,622.47,681.08
"52010","Tmem63a",171.27,188.65,147.37,230.1,132.98,152.99,163.26
"52011","Tmem63b",2127.51,2100.66,2161.47,2234.22,3371.75,2802.15,2921.39
"52012","Tmem63c",655.22,567.85,597.68,597.1,1131.21,856.15,964.73
"52013","Tmem64",1194.17,1154.56,1150.91,1358.71,1310.49,1364.94,1456.99
"52014","Tmem65",3249.4,3449.54,3404.78,3187.97,3701.69,3635.15,3610.72
"52015","Tmem67",152.41,163.19,142.69,128.85,132.98,197.9,134.4
"52016","Tmem68",2290.92,1933.7,1902.98,1528.98,1095.86,1116.51,1015.85
"52017","Tmem69",177.55,187.71,163.75,147.26,126.25,151.58,127.81
"52018","Tmem70",1695.41,1568.66,1336.88,1341.45,936.78,950.89,939.99
"52019","Tmem71",11,9.43,10.53,8.05,10.94,9.12,12.37
"52020","Tmem72",0,11.32,1.17,4.6,2.53,3.51,12.37
"52021","Tmem74",355.11,353.73,257.32,394.61,361.08,444.22,276.23
"52022","Tmem74b",64.42,73.58,64.33,66.73,82.48,72.98,72.56
"52023","Tmem74bos",4.71,7.55,8.19,5.75,3.37,10.53,29.68
"52024","Tmem79",14.14,14.15,16.37,29.91,18.52,14.04,8.25
"52025","Tmem8",254.55,224.5,245.62,295.67,250.82,192.28,220.98
"52026","Tmem80",521.66,530.12,491.24,574.09,350.14,284.22,289.42
"52027","Tmem81",59.71,43.39,47.95,47.17,44.61,51.93,47
"52028","Tmem82",9.43,16.98,21.05,14.96,5.89,1.4,1.65
"52029","Tmem86a",373.96,401.83,361.41,422.22,443.56,451.94,426.29
"52030","Tmem86b",83.28,73.58,87.72,89.74,35.35,39.3,42.88
"52031","Tmem87a",762.07,755.56,764.94,520.02,811.37,777.56,810.54
"52032","Tmem87b",697.65,716.89,687.74,623.56,754.14,787.38,742.92
"52033","Tmem88",17.28,26.41,43.28,26.46,57.23,40.7,43.7
"52034","Tmem88b",735.36,904.6,636.28,1011.27,121.2,163.51,188.82
"52035","Tmem89",0,0.94,0,3.45,0,1.4,0
"52036","Tmem8b",3177.12,2813.78,2925.23,3367.44,3161.33,2648.47,2758.13
"52037","Tmem9",1682.84,1420.56,1485.42,1273.58,1561.31,1597.92,1582.32
"52038","Tmem91",468.24,382.97,395.33,338.24,475.55,361.41,394.96
"52039","Tmem92",0,0,0,0,0,1.4,0
"52040","Tmem94",747.93,795.18,859.67,898.52,1180.03,957.91,1002.66
"52041","Tmem95",0,1.89,1.17,0,0.84,4.21,0
"52042","Tmem97",263.97,225.44,256.15,222.04,350.98,324.92,345.49
"52043","Tmem98",138.27,157.53,122.81,184.08,125.41,152.28,142.65
"52044","Tmem9b",1575.99,1566.77,1714.67,1583.05,2073.89,1924.24,2077.88
"52045","Tmf1",1191.03,1171.54,1167.29,1094.1,729.73,840.01,695.1
"52046","Tmie",97.42,112.25,129.83,80.53,87.53,115.09,97.3
"52047","Tmigd1",4.71,4.72,3.51,1.15,0,0.7,0
"52048","Tmigd3",15.71,2.83,0,8.05,1.68,0,0
"52049","Tmod1",529.52,561.25,480.72,613.2,523.52,589.48,699.22
"52050","Tmod2",13712.54,14344.31,14127.91,14112.89,16940.39,14815.69,13248.11
"52051","Tmod3",861.06,883.84,876.05,888.17,1035.26,1042.12,867.43
"52052","Tmod4",6.29,8.49,2.34,5.75,2.53,1.4,3.3
"52053","Tmpo",477.67,532.95,554.4,579.84,494.9,675.1,577.19
"52054","Tmppe",69.14,78.29,87.72,82.83,136.35,135.44,101.42
"52055","Tmprss11a",1.57,2.83,0,1.15,0,1.4,0
"52056","Tmprss11b",0,0,1.17,0,0,0,0
"52057","Tmprss11c",0,0,0,0,0,0,0
"52058","Tmprss11d",0,0,0,1.15,0,0,1.65
"52059","Tmprss11e",0,0,0,0,0,0,0
"52060","Tmprss11f",0,0,0,0,0.84,0,0
"52061","Tmprss11g",0,0,0,0,0,0,0
"52062","Tmprss12",0,0,0,0,0,0,0
"52063","Tmprss13",6.29,0,0,0,1.68,0,0
"52064","Tmprss15",12.57,6.6,7.02,3.45,1.68,0.7,4.95
"52065","Tmprss2",0,1.89,0,1.15,0,0,0
"52066","Tmprss3",1.57,0,0,0,1.68,1.4,0.82
"52067","Tmprss4",0,3.77,1.17,1.15,1.68,1.4,0.82
"52068","Tmprss5",6.29,10.38,5.85,8.05,0,2.81,0.82
"52069","Tmprss6",0,0,2.34,2.3,0,0,0
"52070","Tmprss7",278.12,292.41,326.33,237,243.24,176.14,182.23
"52071","Tmprss9",1.57,2.83,7.02,8.05,0,0.7,3.3
"52072","Tmsb10",11041.37,10759.88,9203.78,9879.14,5791.56,5682.9,5525.34
"52073","Tmsb15a",0,0.94,0,0,0,0,0
"52074","Tmsb15b1",72.28,59.43,58.48,96.64,28.62,25.97,29.68
"52075","Tmsb15b2",204.27,96.21,111.11,128.85,45.45,77.9,42.05
"52076","Tmsb15l",18.86,24.53,28.07,23.01,20.2,9.12,8.25
"52077","Tmsb4x",46135.85,43591.35,36339.1,50415,18143.98,17244.5,18344.67
"52078","Tmtc1",1645.13,1487.54,1825.79,1744.12,1699.34,1699.68,1768.67
"52079","Tmtc2",182.27,250.91,233.93,263.46,223.89,289.83,300.96
"52080","Tmtc3",229.41,255.63,257.32,270.36,352.66,327.02,363.63
"52081","Tmtc4",516.95,453.71,618.73,354.35,511.74,482.11,563.17
"52082","Tmub1",290.69,303.73,293.58,309.48,489.01,376.85,468.35
"52083","Tmub2",1491.14,1473.39,1506.48,1318.45,1976.25,1820.38,1826.39
"52084","Tmx1",1381.15,1409.25,1288.93,1061.89,1281.03,1454.76,1512.23
"52085","Tmx2",2320.78,2228.95,2232.82,1765.98,2630.23,2508.11,2558.59
"52086","Tmx3",2039.52,2133.68,2135.74,2058.2,1451.89,1630.9,1485.85
"52087","Tmx4",2976,3474.06,3293.67,2968.23,5880.78,6132.03,5870.82
"52088","Tnc",135.13,159.41,221.06,174.87,281.96,248.43,375.17
"52089","Tnf",0,0,0,0,0,0,0
"52090","Tnfaip1",1412.58,1462.07,1573.15,1678.54,1826.43,1602.13,1683.74
"52091","Tnfaip2",4.71,15.09,8.19,5.75,10.94,7.02,11.54
"52092","Tnfaip3",84.85,69.8,67.84,92.04,107.73,114.39,125.33
"52093","Tnfaip6",89.56,69.8,60.82,58.67,21.88,37.9,46.18
"52094","Tnfaip8",262.4,288.64,293.58,277.26,184.33,188.78,196.24
"52095","Tnfaip8l1",202.69,145.26,169.6,147.26,229.78,159.3,235
"52096","Tnfaip8l2",65.99,66.97,77.2,50.62,56.39,59.65,63.49
"52097","Tnfaip8l3",91.13,133.94,104.1,89.74,124.57,146.67,118.74
"52098","Tnfrsf10b",20.43,7.55,19.88,24.16,13.47,14.74,14.84
"52099","Tnfrsf11a",124.13,116.02,108.78,108.14,161.6,179.65,131.93
"52100","Tnfrsf11b",89.56,48.11,59.65,93.19,25.25,47.02,41.23
"52101","Tnfrsf12a",128.84,93.38,90.06,112.75,80.8,115.09,216.03
"52102","Tnfrsf13b",64.42,54.71,46.79,51.77,61.44,49.12,50.3
"52103","Tnfrsf13c",9.43,8.49,4.68,4.6,3.37,9.12,4.95
"52104","Tnfrsf14",14.14,10.38,11.7,6.9,5.05,2.81,0.82
"52105","Tnfrsf17",11,9.43,15.21,4.6,3.37,4.21,4.95
"52106","Tnfrsf18",0,0.94,0,0,0,2.11,0
"52107","Tnfrsf19",3109.56,3059.97,3504.2,2839.37,4278.23,3632.34,3101.15
"52108","Tnfrsf1a",127.27,127.34,178.95,181.78,209.58,227.37,232.52
"52109","Tnfrsf1b",69.14,62.26,84.21,78.23,139.72,165.62,127.81
"52110","Tnfrsf21",1076.33,1256.44,1203.54,1373.67,2044.43,2064.6,1963.26
"52111","Tnfrsf22",23.57,25.47,31.58,26.46,23.57,21.05,22.26
"52112","Tnfrsf23",14.14,11.32,10.53,35.66,16.83,16.14,17.32
"52113","Tnfrsf25",91.13,68.86,71.35,93.19,1.68,4.91,2.47
"52114","Tnfrsf26",0,0,1.17,0,5.89,0,1.65
"52115","Tnfrsf4",9.43,4.72,4.68,4.6,0,0.7,5.77
"52116","Tnfrsf8",1.57,5.66,9.36,3.45,2.53,9.12,4.95
"52117","Tnfrsf9",1.57,3.77,3.51,6.9,2.53,2.11,7.42
"52118","Tnfsf10",31.43,32.07,32.75,29.91,26.09,17.54,15.67
"52119","Tnfsf11",3.14,0.94,1.17,2.3,0,2.81,3.3
"52120","Tnfsf12",45.57,52.82,74.86,71.33,37.88,52.63,63.49
"52121","Tnfsf13",17.28,21.7,14.04,21.86,10.1,2.81,9.07
"52122","Tnfsf13b",12.57,11.32,14.04,16.11,4.21,17.54,16.49
"52123","Tnfsf13os",1.57,3.77,2.34,6.9,7.58,7.72,8.25
"52124","Tnfsf14",0,0,0,0,0,0,0
"52125","Tnfsf15",1.57,0.94,7.02,0,3.37,6.32,1.65
"52126","Tnfsf18",0,0,2.34,0,0,0,1.65
"52127","Tnfsf4",0,0,0,0,0,0,0
"52128","Tnfsf8",3.14,0,1.17,0,0,0,0
"52129","Tnfsf9",7.86,1.89,3.51,10.35,10.94,5.61,9.89
"52130","Tnfsfm13",1.57,10.38,11.7,4.6,3.37,5.61,1.65
"52131","Tnik",2653.89,3016.58,2993.07,3100.53,5366.52,4696.92,4278.61
"52132","Tnip1",424.24,440.51,361.41,440.63,647.25,515.8,520.29
"52133","Tnip2",73.85,125.45,88.89,133.46,72.38,64.56,60.19
"52134","Tnip3",0,0.94,2.34,1.15,0.84,0,0.82
"52135","Tnk1",1.57,0,0,0,0,0,0.82
"52136","Tnk2",2443.34,2680.77,2625.81,2814.06,2776.69,2332.67,2561.06
"52137","Tnk2os",0,1.89,0,1.15,0,0.7,0
"52138","Tnks",1872.96,2203.48,2193.05,2314.76,3002.25,3054.79,2873.57
"52139","Tnks1bp1",779.35,906.48,988.33,962.95,1585.72,1510.9,1416.58
"52140","Tnks2",3728.64,4092.85,4119.42,3825.33,5321.91,4845.69,5071.83
"52141","Tnmd",50.28,36.79,21.05,36.82,15.99,23.16,37.1
"52142","Tnn",7.86,3.77,3.51,8.05,10.1,10.53,3.3
"52143","Tnnc1",399.1,232.99,194.16,165.67,217.15,152.99,249.84
"52144","Tnnc2",4.71,7.55,11.7,3.45,1.68,4.91,12.37
"52145","Tnni1",97.42,115.08,79.53,121.95,14.31,15.44,9.89
"52146","Tnni2",12.57,3.77,11.7,9.2,1.68,2.11,3.3
"52147","Tnni3",4.71,2.83,3.51,1.15,2.53,1.4,1.65
"52148","Tnni3k",0,5.66,7.02,1.15,1.68,3.51,3.3
"52149","Tnnt1",73.85,52.82,49.12,50.62,33.67,30.88,21.44
"52150","Tnnt2",36.14,37.73,42.11,28.76,42.08,44.21,40.4
"52151","Tnnt3",6.29,4.72,5.85,5.75,0.84,2.11,3.3
"52152","Tnp1",0,0,0,0,0,0,0
"52153","Tnp2",0,0,0,0,0,0,0
"52154","Tnpo1",1299.45,1483.76,1440.98,1530.13,1116.06,1456.87,1279.71
"52155","Tnpo2",4911.81,4775.78,5028.22,4898.73,5850.48,5446.41,5556.67
"52156","Tnpo3",1580.71,1479.99,1356.77,1445,2021.7,2013.37,2049.02
"52157","Tnr",2781.16,3432.56,3749.82,3675.77,6263.74,5880.8,5496.48
"52158","Tnrc18",2039.52,2258.19,2479.61,2460.87,3133.56,2542.5,2537.15
"52159","Tnrc6a",964.76,1119.66,1216.41,1202.25,930.89,958.61,976.27
"52160","Tnrc6b",1173.74,1339.44,1490.1,1390.93,2386.15,2465.3,2003.67
"52161","Tnrc6c",917.63,1016.85,1140.39,1115.96,1736.38,1636.52,1590.56
"52162","Tns1",692.93,693.3,839.79,792.68,789.49,847.73,752.82
"52163","Tns2",174.41,139.6,161.41,187.53,149.82,134.04,157.49
"52164","Tns3",3096.99,3438.22,3698.36,4027.82,2092.4,2167.05,2043.24
"52165","Tns4",9.43,4.72,4.68,13.81,6.73,12.63,17.32
"52166","Tnxa",0,0,0,0,0,0,0
"52167","Tnxb",39.28,59.43,74.86,81.68,28.62,37.9,22.26
"52168","Tob1",658.37,672.55,726.34,638.51,733.94,681.41,693.45
"52169","Tob2",340.97,368.82,473.7,511.96,649.77,567.73,618.42
"52170","Toe1",243.55,226.38,208.19,219.74,265.97,289.13,263.86
"52171","Togaram1",928.62,945.16,938.04,989.41,1254.1,1373.36,1243.43
"52172","Togaram2",23.57,24.53,30.41,13.81,9.26,53.33,28.03
"52173","Tollip",4055.47,4126.81,4197.79,4057.73,5706.56,5334.83,5428.86
"52174","Tom1",128.84,93.38,94.74,118.5,148.13,103.86,133.58
"52175","Tom1l1",510.67,464.09,539.2,522.32,414.95,399.3,357.03
"52176","Tom1l2",5469.62,5603.97,5891.4,5857.07,6916.04,5793.08,6355.66
"52177","Tomm20",6208.12,6403.86,6306.62,5958.31,6719.93,6263.96,6146.22
"52178","Tomm20l",0,0,0,0,0,2.81,0
"52179","Tomm22",2429.19,2253.47,2028.13,2150.24,1375.3,1343.88,1423.18
"52180","Tomm34",549.95,611.24,568.44,576.39,854.3,793.7,900.41
"52181","Tomm40",953.77,931.95,847.98,906.58,1500.71,1381.08,1356.39
"52182","Tomm40l",2441.77,2203.48,2208.25,2131.83,1559.62,1412.66,1681.27
"52183","Tomm5",1327.73,1080.04,1081.9,1165.43,441.88,447.03,485.66
"52184","Tomm6",4.71,6.6,14.04,4.6,1.68,8.42,4.12
"52185","Tomm6os",53.42,48.11,72.52,74.78,27.78,31.58,28.86
"52186","Tomm7",3859.06,3219.38,3148.63,3523.91,1991.4,1701.08,1960.79
"52187","Tomm70a",5018.66,5273.82,4760.38,4307.38,5267.2,5353.07,5280.44
"52188","Tomt",0,7.55,3.51,11.5,1.68,0,4.12
"52189","Tonsl",67.56,79.23,80.7,71.33,51.34,63.86,38.75
"52190","Top1",1549.28,1683.74,1594.2,1557.74,2431.6,2679.34,2402.75
"52191","Top1mt",149.27,175.45,146.2,189.83,167.49,160,135.23
"52192","Top2a",65.99,91.5,99.42,149.56,87.53,129.12,101.42
"52193","Top2b",2708.88,2896.78,2924.06,2748.49,3721.89,3646.38,3440.86
"52194","Top3a",83.28,95.27,100.59,59.82,90.9,96.84,102.24
"52195","Top3b",535.81,571.62,621.07,551.08,573.18,532.64,533.49
"52196","Topaz1",0,0,0,0,0,0,0
"52197","Topbp1",480.81,428.24,433.93,531.52,501.64,498.25,437.01
"52198","Topbp1-ps1",0,0,0,0,0,0,0
"52199","Topbp1-ps2",0,0,0,0,0,0,0
"52200","Topors",318.97,416.93,390.65,322.13,556.35,456.15,500.5
"52201","Toporsl",0,0,0,0,0,0,0
"52202","Tor1a",634.8,568.79,547.38,486.65,585.81,588.78,628.31
"52203","Tor1aip1",771.5,750.84,858.51,837.55,659.03,634.4,668.71
"52204","Tor1aip2",1233.45,1265.87,1306.47,1359.86,1362.67,1534.06,1397.62
"52205","Tor1b",689.79,737.64,745.05,739.76,594.22,645.62,609.35
"52206","Tor2a",367.68,378.25,381.3,312.93,387.17,376.15,394.14
"52207","Tor3a",119.42,116.97,134.51,184.08,132.98,187.37,160.79
"52208","Tor4a",64.42,44.33,37.43,29.91,55.55,49.12,69.26
"52209","Tox",435.24,515.97,464.34,457.89,547.93,791.59,449.38
"52210","Tox2",219.98,403.72,307.61,327.89,577.39,530.54,481.54
"52211","Tox3",141.41,196.2,184.8,158.77,301.32,268.07,185.52
"52212","Tox4",1444,1450.75,1340.39,1279.33,1845.79,1868.1,1842.05
"52213","Tpbg",369.25,377.31,290.07,355.5,715.42,529.83,564.82
"52214","Tpbgl",22,24.53,43.28,29.91,48.82,38.6,57.72
"52215","Tpbpa",0,0,0,0,0,0,0
"52216","Tpbpb",0,0,0,0,0,0,0
"52217","Tpcn1",857.92,892.33,1180.15,1133.22,1186.76,1024.58,1096.66
"52218","Tpcn2",11,47.16,36.26,49.47,31.14,22.46,22.26
"52219","Tpd52",1803.83,1709.21,1549.75,1522.08,1265.88,1508.1,1566.65
"52220","Tpd52-ps",9.43,0.94,1.17,2.3,0.84,3.51,4.12
"52221","Tpd52l1",320.54,258.46,254.98,251.95,178.44,127.02,175.63
"52222","Tpd52l2",1872.96,1662.99,1469.05,1387.47,961.19,1051.25,1049.66
"52223","Tpgs1",727.5,666.89,516.97,612.05,870.29,726.33,806.41
"52224","Tpgs2",1321.44,1269.64,1294.78,1145.87,1608.44,1482.83,1374.53
"52225","Tph1",4.71,4.72,1.17,12.66,2.53,1.4,9.89
"52226","Tph2",171.27,131.11,146.2,95.49,106.05,96.14,43.7
"52227","Tpi-rs10",6.29,0.94,1.17,1.15,0.84,0.7,2.47
"52228","Tpi-rs11",0,2.83,2.34,4.6,2.53,4.91,7.42
"52229","Tpi-rs2",4.71,0,1.17,1.15,0.84,0.7,0.82
"52230","Tpi-rs4",1.57,0,0,0,0.84,0,0
"52231","Tpi-rs5",0,0,0,0,0,0,0
"52232","Tpi-rs8",0,0,0,0,0,0,0
"52233","Tpi-rs9",0,0,0,0,0,0.7,0
"52234","Tpi1",7595.56,8266.82,7604.91,7803.68,15002.01,13018.46,14326.62
"52235","Tpk1",114.7,79.23,93.57,92.04,49.66,69.47,64.32
"52236","Tpm1",3211.69,3092.04,2969.68,3055.66,3544.29,3412.69,3650.3
"52237","Tpm2",64.42,83.01,102.93,75.93,81.64,84.91,95.65
"52238","Tpm3",2151.08,2152.54,2067.9,2031.74,3126.82,2691.27,2711.96
"52239","Tpm3-rs2",0,0,0,0,0,0,0
"52240","Tpm3-rs7",18.86,17.92,15.21,26.46,47.98,15.44,39.58
"52241","Tpm4",760.5,718.77,736.86,696.04,792.86,723.52,723.13
"52242","Tpmt",458.81,416.93,487.73,454.44,176.75,164.92,198.72
"52243","Tpo",1.57,1.89,3.51,2.3,1.68,3.51,0.82
"52244","Tpp1",872.06,973.45,1044.48,985.96,1371.93,1146.69,1231.88
"52245","Tpp2",875.2,961.19,866.69,934.19,1648,1512.31,1496.57
"52246","Tppp",12942.61,14563.15,13925.56,15282.92,12290.98,12716.7,12394.69
"52247","Tppp2",6.29,0,0,0,0.84,0,0
"52248","Tppp3",384.96,343.35,374.28,436.03,151.5,302.46,287.77
"52249","Tpr",1418.86,1408.3,1575.49,1342.61,2341.54,2217.58,2110.86
"52250","Tpra1",245.12,271.66,262,269.21,325.73,327.72,313.33
"52251","Tprg",1.57,0,0,0,0,0,0.82
"52252","Tprgl",3158.27,3100.53,2881.96,3124.69,2757.33,2547.41,2985.71
"52253","Tprkb",1445.58,1604.5,1835.14,1738.37,953.62,1016.16,919.38
"52254","Tprn",245.12,363.16,258.49,310.63,244.09,254.74,347.96
"52255","Tpsab1",0,0,0,0,0,0,1.65
"52256","Tpsb2",0,0,0,0,0,2.11,6.6
"52257","Tpsg1",0,0,3.51,0,0,0,0
"52258","Tpst1",505.95,540.49,543.88,500.46,684.28,663.87,630.78
"52259","Tpst2",408.53,382.97,424.57,413.02,483.12,482.82,468.35
"52260","Tpt1",15533.65,13464.24,12654.18,12753.03,8798.03,6546.07,7272.56
"52261","Tpt1-ps1",0,0.94,0,0,0,2.11,1.65
"52262","Tpt1-ps2",3.14,0.94,0,1.15,0,0,1.65
"52263","Tpt1-ps3",540.52,434.85,527.5,491.25,241.56,204.21,307.56
"52264","Tpt1-ps4",1.57,0,0,0,0,0,0
"52265","Tpt1-ps5",4.71,2.83,4.68,3.45,0,3.51,8.25
"52266","Tpt1-ps6",26.71,13.21,29.24,20.71,7.58,12.63,13.19
"52267","Tpt1-ps7",1.57,0,0,0,0,0.7,0
"52268","Tpte",0,0.94,5.85,1.15,0,0,0
"52269","Tpx2",34.57,55.65,90.06,50.62,76.59,75.79,56.07
"52270","Tra2a",1717.41,1684.68,1728.71,1700.4,855.98,1162.12,1068.62
"52271","Tra2b",1689.12,1425.28,1456.18,1304.64,1038.63,1334.76,1207.15
"52272","Tra2b-ps",0,0,0,0,0,0,0
"52273","Trabd",257.69,330.14,320.48,345.14,228.09,240,275.4
"52274","Trabd2b",259.26,188.65,218.72,315.23,180.12,309.48,308.38
"52275","Trac",7.86,3.77,3.51,8.05,5.89,7.02,7.42
"52276","Tradd",87.99,105.65,78.36,104.69,69.02,77.19,82.46
"52277","Traf1",15.71,7.55,11.7,19.56,8.42,30.88,16.49
"52278","Traf2",157.13,149.98,147.37,169.12,201.16,208.42,183.88
"52279","Traf3",7405.43,7654.64,7955.79,8599.81,4295.91,3574.09,3869.63
"52280","Traf3ip1",218.41,244.31,291.24,300.27,317.31,426.67,366.93
"52281","Traf3ip2",12.57,8.49,23.39,19.56,3.37,16.14,26.39
"52282","Traf3ip3",17.28,27.35,24.56,21.86,10.1,23.16,16.49
"52283","Traf4",315.83,417.87,442.12,444.08,366.13,450.53,394.96
"52284","Traf5",62.85,63.2,43.28,59.82,36.19,57.54,28.86
"52285","Traf6",260.83,305.62,264.34,292.22,417.47,358.6,339.72
"52286","Traf7",747.93,803.67,842.13,867.46,717.95,664.57,683.56
"52287","Trafd1",1016.62,909.31,962.6,847.9,1172.45,1180.37,1149.43
"52288","Traip",149.27,188.65,160.24,144.96,74.07,80,80.81
"52289","Traj1",0,0,0,0,0,0,0
"52290","Traj11",0,0,0,0,0,0,0
"52291","Traj12",0,0,0,0,0,0,0
"52292","Traj13",0,0,0,0,0,0,0
"52293","Traj14",0,0,0,0,0,0,0
"52294","Traj15",0,0,0,0,0,0,0
"52295","Traj16",0,0,0,0,0,0,0
"52296","Traj17",0,0,0,0,0,0,0
"52297","Traj18",0,0,0,0,0,0,0
"52298","Traj19",0,0,0,0,0,0,0
"52299","Traj2",0,0,0,0,0,0,0
"52300","Traj20",0,0,0,0,0,0,0
"52301","Traj21",0,0,0,0,0,0,0
"52302","Traj22",0,0,0,0,0,0,0
"52303","Traj23",0,0,0,0,0,0,0
"52304","Traj24",0,0,0,0,0,0,0
"52305","Traj25",0,0,0,0,0,0,0
"52306","Traj26",0,0,0,0,0,0,0
"52307","Traj27",0,0,0,0,0,0,0
"52308","Traj28",0,0,0,0,0,0,0
"52309","Traj29",0,0,0,0,0,0,0
"52310","Traj3",0,0,0,0,0,0,0
"52311","Traj30",0,0,0,0,0,0,0
"52312","Traj31",0,0,0,0,0,0,0
"52313","Traj32",0,0,0,0,0,0,0
"52314","Traj33",0,0,0,0,0,0,0
"52315","Traj34",0,0,0,0,0,0,0
"52316","Traj35",0,0,0,0,0,0,0
"52317","Traj36",0,0,0,0,0,0,0
"52318","Traj37",0,0,0,0,0,0,0
