"","gene","STR-M-CRE1","STR-M-CRE2","STR-M-CRE3","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3"
"53093","Ublcp1",698.43,741.32,747.04,785.77,775.29,839.86,840.41,832.41,933.15,714.19
"53094","Ubn1",1564.56,1507.1,1721.08,1532.52,1435.34,1339.73,1292.06,1563.63,1491.49,1486.1
"53095","Ubn2",1166.51,911.37,947.62,947.21,1257.23,871.23,952.37,1114.24,1063.69,1007.34
"53096","Ubox5",282.87,283.41,335.09,296.86,276.43,291.42,262.25,377.58,280.46,307.86
"53097","Ubp1",1243.91,1315.93,1163.8,1238.71,1316.87,1119.14,1198.51,1226.31,1282.11,1120.52
"53098","Ubqln1",5506.36,5878.35,5316.98,5010.71,4783.13,5888.14,5912.81,6218.61,6249,5896.88
"53099","Ubqln2",7111.45,7218.73,7322.7,5858.45,5785.69,6993.12,6447.27,7538.5,6967.61,7231.32
"53100","Ubqln3",0,0,0,0,0,0,0.77,0,0,0
"53101","Ubqln4",2970.63,2860.82,3425.35,2624.33,2485.45,2255.49,2383.99,2366.66,2288.93,2814.88
"53102","Ubqln5",0,0,0,0,0,0,0,0,0,0
"53103","Ubqlnl",0,0,0,0,0,0,0,0,0,0
"53104","Ubr1",1709.22,1773.84,1637.01,1368.78,1765.77,1751.57,1938.47,1956.44,1871.47,1792.83
"53105","Ubr2",1918.38,1935,1866.41,1530.99,1807.68,1772.82,1663.96,1932.5,1901.2,1781.52
"53106","Ubr3",6904.14,6239.56,6657.33,4950.26,5395.63,5945.82,5655.93,7320.88,6643.2,6475.25
"53107","Ubr4",4632.86,4295.67,4120.75,3103.29,3587.15,3825.93,3625.44,4912.87,4902.27,4084.81
"53108","Ubr5",4194.27,3752.18,3499.81,3500.38,4187.56,4145.68,3845.51,4171.86,3980.75,3787.13
"53109","Ubr7",1348.95,1325.93,1453.25,1340.47,1187.92,1262.83,1136.4,1187.14,1080.49,1266.53
"53110","Ubtd1",215.61,236.73,230.6,228,256.28,245.89,236.94,216.54,283.05,247.87
"53111","Ubtd2",387.91,383.44,461.2,349.66,359.44,331.9,361.93,349.29,326.99,380.3
"53112","Ubtf",3719.74,3806.64,3681.17,3482.78,3741.08,3691.35,3427.6,3577.74,3386.22,3870.89
"53113","Ubtfl1",0,0,0,0,0,0,0,0,0,0
"53114","Ubxn1",1313.01,1430.41,1467.66,1443,1325.74,1275.98,1367.21,1202.37,1226.54,1421.59
"53115","Ubxn10",25.8,100.03,45.64,55.09,211.15,121.43,134.96,174.1,161.56,175.44
"53116","Ubxn11",86.61,92.25,93.68,110.94,198.26,86.01,82.81,100.11,133.12,108.66
"53117","Ubxn2a",1313.01,1160.33,1269.49,1262.43,1247.56,1274.97,1486.06,1496.17,1525.09,1328.78
"53118","Ubxn2b",2265.75,1819.41,1838.78,1656.46,1894.72,1698.95,1585.75,2278.53,1833.99,2410.82
"53119","Ubxn4",1850.19,1764.95,1743.9,1951.03,2070.41,1901.33,2223.72,1873.74,1883.1,1706.81
"53120","Ubxn6",1665.91,1662.7,1689.85,1657.23,1547.36,1533,1465.36,1509.22,1437.21,1795.1
"53121","Ubxn7",2008.68,1981.68,2060.97,1553.94,1885.04,2021.74,2079.57,2191.48,2137.72,2215.01
"53122","Ubxn8",531.65,480.14,542.87,446.82,492.42,503.92,483.08,434.16,381.27,433.49
"53123","Uchl1",10961.11,12684.74,15739.55,13599.83,9843.49,12895.43,13626.83,12590.65,13702.57,13046.71
"53124","Uchl1os",1.84,5.56,3.6,1.53,0.81,2.02,2.3,8.7,5.17,5.66
"53125","Uchl3",588.78,751.33,598.11,743.69,716.46,683.02,710.06,682.25,599.7,722.11
"53126","Uchl4",13.82,27.79,8.41,17.6,18.54,27.32,19.17,17.41,14.22,29.43
"53127","Uchl5",814.53,789.11,1004.06,973.99,632.65,713.38,766.03,793.24,816.83,785.5
"53128","Uck1",638.54,765.77,709.81,780.41,772.88,702.25,727.69,682.25,763.84,776.44
"53129","Uck2",1650.25,1636.02,1901.24,1990.82,1378.12,1509.73,1457.69,1374.3,1341.56,1497.42
"53130","Uckl1",369.49,281.19,261.83,410.86,408.6,315.71,331.26,313.38,271.41,282.96
"53131","Uckl1os",5.53,1.11,0,3.83,14.51,5.06,4.6,15.23,9.05,9.05
"53132","Ucma",20.27,23.34,13.21,21.42,24.98,13.15,18.4,14.15,23.26,30.56
"53133","Ucn",2.76,1.11,1.2,0.77,0,1.01,0,0,3.88,3.4
"53134","Ucn2",0,0,0,0,0,1.01,0,0,0,0
"53135","Ucn3",2.76,11.11,0,0,12.89,8.1,69.01,22.85,67.21,29.43
"53136","Ucp1",0,1.11,0,0,0,3.04,0,0,0,0
"53137","Ucp2",715.02,732.43,868.35,739.1,919.55,937,1213.85,756.24,1014.57,620.25
"53138","Ucp3",81.08,88.91,60.05,73.45,65.28,65.77,75.15,22.85,31.02,36.22
"53139","Uevld",266.29,254.52,313.47,242.54,265.15,272.2,283.72,267.68,314.07,281.83
"53140","Ufc1",1782.01,1850.53,1985.31,1793.42,1524.8,1586.63,1614.12,1451.55,1451.42,1706.81
"53141","Ufd1",1627.21,1831.63,1616.59,1721.5,1629.57,1574.49,1620.25,1602.8,1433.33,1496.29
"53142","Ufl1",944.45,976.95,862.34,882.17,992.09,1033.13,1000.68,930.34,900.84,921.32
"53143","Ufm1",1982.88,1823.85,1715.08,1837.03,1830.24,1782.94,1719.94,1620.21,1675.02,1763.41
"53144","Ufsp1",277.34,445.68,184.96,269.32,320.76,410.82,487.69,460.28,524.74,422.18
"53145","Ufsp2",1175.72,1272.59,1165,1318.28,1071.87,1217.29,1236.85,1225.22,1218.78,1258.61
"53146","Ugcg",2474.91,2622.97,2796.01,2284.62,2112.31,2662.26,2499.77,2589.73,2852.44,2402.89
"53147","Ugdh",680,641.29,638.95,756.69,859.92,683.02,788.27,795.42,854.31,742.49
"53148","Uggt1",1868.62,1949.45,2003.32,1736.8,1638.43,1956.98,2013.62,1968.41,2058.88,2021.46
"53149","Uggt2",422.93,374.55,271.43,349.66,493.22,346.06,419.44,485.3,420.05,375.77
"53150","Ugp2",3093.18,2886.38,3103.47,3267.02,2800.57,2597.5,2768.92,2299.2,2403.96,2842.05
"53151","Ugt1a1",0,0,0,0,0,0,0,0,0,0
"53152","Ugt1a10",0,0,0,0,0,0,0,0,0,0
"53153","Ugt1a2",0,0,0,0,0,0,0,0,0,0
"53154","Ugt1a5",0,0,0,0,0,0,0,0,0,0
"53155","Ugt1a6a",0,1.11,0,0,0,0,2.3,0,0,0
"53156","Ugt1a6b",0,0,0,0,0,0,0.77,0,1.29,0
"53157","Ugt1a7c",31.33,22.23,30.03,23.72,16.92,14.17,13.04,10.88,24.56,19.24
"53158","Ugt1a8",0,0,0,0,0,0,0,0,0,0
"53159","Ugt1a9",0,0,0,0,0,0,0,0,0,0
"53160","Ugt2a1",0,0,0,0,0,0,0,0,0,0
"53161","Ugt2a2",0,0,0,0,0,0,0,0,0,0
"53162","Ugt2a3",0,0,0,0,0,0,0,0,0,0
"53163","Ugt2b1",0,0,0,0,0,0,0,0,0,0
"53164","Ugt2b34",0,0,0,0,0.81,0,0,0,1.29,1.13
"53165","Ugt2b35",0,0,0,0,0,0,0,0,0,0
"53166","Ugt2b36",0,0,0,0,0,0,0,0,0,0
"53167","Ugt2b37",0,0,0,0,0,0,0,0,0,0
"53168","Ugt2b38",0,0,0,0,0,0,0,0,0,0
"53169","Ugt2b5",0,0,0,0,3.22,0,1.53,0,0,1.13
"53170","Ugt3a1",0,0,0,0,0,0,0,0,0,0
"53171","Ugt3a2",0,0,0,0,0,0,0,0,0,0
"53172","Ugt8a",10368.64,8292.37,6035.19,7794.18,11572.19,6451.76,9252.99,4443.89,4626.98,3500.78
"53173","Uhmk1",10663.5,10444.1,12388.66,10475.12,10293.2,11145.88,12620.78,12930.14,13040.84,11580.98
"53174","Uhrf1",78.32,123.37,227,220.35,210.34,134.58,107.35,52.23,41.36,114.32
"53175","Uhrf1bp1",713.17,770.22,779.47,791.12,881.68,921.82,1018.31,1014.13,1106.34,1005.07
"53176","Uhrf1bp1l",2659.19,2542.95,2525.77,2130.07,2151.8,2416.37,2138.61,2981.45,2555.18,2665.48
"53177","Uhrf2",1140.71,1205.9,1205.84,1130.83,1223.39,1237.53,1271.36,1282.89,1464.35,1319.72
"53178","Uimc1",234.04,176.72,177.75,229.53,251.45,192.26,188.63,177.36,219.72,218.44
"53179","Ulbp1",4.61,7.78,6.01,6.12,15.31,12.14,5.37,11.97,0,9.05
"53180","Ulk1",1538.76,1686.04,2129.43,1648.81,1594.91,1777.88,1796.62,1904.21,1910.24,1770.2
"53181","Ulk2",4426.46,3971.13,5081.57,4433.81,4410.79,4073.84,3871.58,4517.88,4244.41,4677.89
"53182","Ulk3",335.39,351.21,325.48,340.47,267.57,289.4,246.14,302.5,316.65,267.11
"53183","Ulk4",101.36,118.92,134.52,127.01,240.97,142.68,146.46,191.51,166.73,233.16
"53184","Umad1",923.25,1130.32,909.18,796.48,971.13,1084.74,1018.31,997.81,968.05,945.09
"53185","Umod",0,0,0,1.53,0,0,0,0,0,0
"53186","Umodl1",8.29,12.23,8.41,1.53,6.45,2.02,0,3.26,9.05,2.26
"53187","Umpk-ps",0,0,0,0,2.42,0,0,0,0,0
"53188","Umps",442.28,465.69,503.23,468.25,444.87,484.69,488.45,477.69,442.02,495.75
"53189","Unc119",354.74,487.92,419.16,491.2,524.65,520.11,710.82,558.21,691.46,534.23
"53190","Unc119b",915.88,842.46,953.62,964.8,963.88,837.84,938.56,850.91,871.11,1005.07
"53191","Unc13a",7225.71,6628.56,8076.95,6217.28,6008.93,5607.85,4965.04,7715.87,6096.5,6416.4
"53192","Unc13b",457.94,385.67,801.09,662.59,457.76,414.87,352.73,336.23,363.18,296.54
"53193","Unc13c",4946.14,3156.46,1274.3,2790.36,5512.49,3244.09,5314.7,4019.52,3801.1,4188.94
"53194","Unc13d",15.66,16.67,18.02,12.24,21.76,26.31,24.54,16.32,29.73,19.24
"53195","Unc45a",715.02,765.77,808.3,675.59,726.94,801.41,743.03,797.59,841.39,744.75
"53196","Unc45b",50.68,48.9,42.04,74.22,52.38,57.68,36.81,44.61,62.04,30.56
"53197","Unc45bos",3.69,4.45,2.4,6.89,9.67,10.12,3.83,5.44,5.17,2.26
"53198","Unc50",797.94,757.99,647.36,889.06,775.29,713.38,773.7,674.63,719.9,733.43
"53199","Unc5a",988.67,1164.78,2309.59,1324.41,813.98,991.64,937.03,1118.59,1075.32,953.01
"53200","Unc5b",863.36,932.49,819.1,866.1,1166.16,843.91,1029.05,713.81,788.4,459.53
"53201","Unc5c",1255.88,839.13,1183.02,770.47,759.98,821.65,991.47,857.44,993.9,710.8
"53202","Unc5cl",0,5.56,1.2,0.77,18.54,3.04,9.2,4.35,6.46,16.98
"53203","Unc5d",1125.96,1479.31,1341.55,1018.36,1229.83,1993.41,2080.33,2008.67,1738.35,1431.78
"53204","Unc79",1678.81,1743.83,1301.92,1201.22,1553.81,1565.38,1414.75,1689.85,1622.03,1590.23
"53205","Unc80",4938.77,4042.27,5421.47,4620.5,4924.17,3803.66,4129.99,5499.36,5662.23,4525.09
"53206","Unc93a",3.69,1.11,3.6,3.06,0,0,0,0,0,1.13
"53207","Unc93a2",0,0,0,0,0,0,0,0,1.29,0
"53208","Unc93b1",483.74,439.01,420.36,508.03,506.12,406.78,440.91,404.78,418.75,430.1
"53209","Uncx",0,1.11,1.2,4.59,16.92,2.02,9.2,13.06,40.07,3.4
"53210","Ung",105.04,114.48,124.91,128.54,108.8,131.54,102.75,106.64,100.81,106.39
"53211","Unk",375.94,360.1,407.15,411.63,444.06,368.33,414.07,376.49,356.72,321.44
"53212","Unkl",487.43,516.81,494.83,446.06,600.41,537.31,543.66,609.35,482.08,552.34
"53213","Uox",3.69,15.56,12.01,22.95,41.1,10.12,9.97,14.15,12.92,15.85
"53214","Upb1",47.91,87.8,12.01,68.86,44.33,72.86,61.34,40.26,34.9,57.72
"53215","Upf1",1437.4,1617.13,1335.55,1233.36,1394.24,1459.13,1393.28,1702.91,1607.81,1580.05
"53216","Upf2",1389.49,1289.26,1078.53,1055.09,1123.45,1265.86,1216.15,1311.19,1214.9,1259.74
"53217","Upf3a",820.06,788,901.98,892.12,743.06,695.16,710.82,677.9,665.61,698.34
"53218","Upf3b",506.78,601.28,449.19,563.89,534.32,594.99,547.5,569.09,612.62,520.65
"53219","Upk1a",2.76,2.22,4.8,4.59,3.22,5.06,1.53,3.26,10.34,1.13
"53220","Upk1b",30.41,26.67,18.02,22.95,24.98,33.39,33.74,38.08,34.9,16.98
"53221","Upk2",0,1.11,0,2.3,2.42,0,3.07,0,0,2.26
"53222","Upk3a",0,0,1.2,1.53,4.84,9.11,9.97,5.44,16.8,5.66
"53223","Upk3b",0,0,0,0,0,0,0,0,0,0
"53224","Upk3bl",2.76,2.22,6.01,0,0,1.01,0,0,1.29,2.26
"53225","Upp1",65.42,50.01,39.63,65.8,73.34,50.59,66.71,63.11,59.45,63.38
"53226","Upp2",313.28,296.75,404.75,322.88,298.19,312.67,338.16,324.26,361.89,347.47
"53227","Uprt",239.57,183.39,217.39,209.64,247.42,304.58,307.49,261.15,205.5,262.59
"53228","Uqcc1",1301.95,1616.02,1309.13,1469.01,1397.46,1660.5,1716.1,1602.8,1656.92,1623.06
"53229","Uqcc2",1667.75,1561.56,1688.65,1736.03,1711.77,1566.39,1445.42,1316.63,1368.71,1575.52
"53230","Uqcc3",491.11,510.15,527.25,530.99,569.78,542.37,532.16,595.2,568.68,617.98
"53231","Uqcr10",3523.48,3318.73,3188.74,3491.2,3256.72,3017.43,3094.81,2854.14,3087.67,3603.78
"53232","Uqcr11",3766.73,3861.1,4108.74,4685.53,4023.95,3764.2,3613.93,3974.91,3755.86,4913.31
"53233","Uqcrb",2533.88,2489.6,1922.85,2452.94,2406.47,2616.73,2591.79,2501.59,2400.08,2763.95
"53234","Uqcrc1",5792.91,6636.34,6382.29,6128.53,5459.3,6593.42,6683.44,6912.83,6862.92,6890.64
"53235","Uqcrc2",6237.96,6575.21,6587.67,6128.53,5535.86,6615.69,6563.82,6745.26,6000.85,6868
"53236","Uqcrfs1",3288.52,3594.36,3395.32,3531.75,3276.87,3635.69,3738.16,3586.45,3692.53,3810.9
"53237","Uqcrh",6546.63,6037.28,5837.02,6846.97,5985.56,6251.41,6408.16,5773.57,5994.39,7461.08
"53238","Uqcrh-ps1",0,1.11,1.2,2.3,0,0,1.53,0,0,1.13
"53239","Uqcrh-ps2",16.59,13.34,14.41,16.83,23.37,8.1,19.17,21.76,32.31,23.77
"53240","Uqcrq",3356.7,3607.7,4087.12,4400.15,4037.65,3765.21,3691.38,3652.82,3618.86,4554.52
"53241","Urad",0,0,0,0,0,0,0,0,0,0
"53242","Urah",8.29,5.56,16.81,13.77,0,3.04,1.53,1.09,5.17,6.79
"53243","Urb1",273.66,227.84,223.39,218.82,240.97,239.82,213.17,251.36,239.1,203.73
"53244","Urb2",621.95,660.19,435.98,381.79,537.55,540.35,499.95,681.16,537.66,606.67
"53245","Urgcp",1631.82,1918.33,1830.38,1586.84,1649.72,2057.16,2012.09,2279.61,2043.37,2063.34
"53246","Uri1",1564.56,1342.61,1492.88,1439.17,1308.01,1314.43,1397.88,1511.4,1390.68,1316.33
"53247","Urm1",1147.16,1181.45,1169.81,1414.69,1290.28,1065.51,1242.22,1058.74,1028.79,1105.81
"53248","Uroc1",0,2.22,0,3.83,0.81,0,2.3,0,0,3.4
"53249","Urod",828.35,879.14,958.42,876.05,759.18,818.61,805.91,919.46,995.19,937.16
"53250","Uros",428.46,425.68,443.18,488.14,507.73,444.22,439.38,544.06,501.47,544.41
"53251","Usb1",248.78,242.29,283.44,249.43,238.55,219.58,215.47,226.33,210.67,239.95
"53252","Use1",1159.14,1174.78,1294.71,1320.58,1195.98,1133.31,1193.14,1129.47,1055.93,1086.57
"53253","Usf1",1297.35,1519.32,1600.98,1441.47,1415.19,1446.99,1397.11,1374.3,1382.92,1484.97
"53254","Usf2",1220.87,1217.01,1359.57,1374.14,1167.78,1061.46,1034.42,998.9,1123.14,1054.87
"53255","Usf2-ps1",0,0,0,0,0,0,0,0,0,0
"53256","Usf3",1826.24,1333.71,1856.8,1414.69,1384.57,1341.76,1051.28,1307.92,1133.48,1340.1
"53257","Ush1c",0,15.56,1.2,6.12,20.95,5.06,13.04,6.53,18.09,13.58
"53258","Ush1g",15.66,21.12,19.22,19.89,24.98,10.12,16.1,17.41,14.22,27.16
"53259","Ush2a",0,1.11,1.2,2.3,4.03,1.01,6.13,2.18,9.05,0
"53260","Ushbp1",127.15,68.91,68.46,94.11,128.14,69.82,70.55,63.11,111.15,55.46
"53261","Uso1",2593.77,2567.4,2379.25,2241.77,2476.59,2692.62,2742.08,2722.48,2867.95,2627
"53262","Usp1",594.31,555.71,626.94,672.53,566.56,529.21,506.86,542.97,448.48,558
"53263","Usp10",1172.04,1364.83,1263.49,1241.77,1237.09,1491.51,1422.42,1488.55,1477.27,1252.95
"53264","Usp11",3497.68,4585.76,3796.47,3015.3,3714.48,4833.76,5503.33,5491.75,4975.94,4778.63
"53265","Usp12",1561.79,1420.41,1752.31,1489.67,1520.77,1445.98,1445.42,1597.36,1430.74,1537.04
"53266","Usp13",769.38,859.13,1122.97,824.79,794.64,983.55,901.76,854.17,900.84,705.14
"53267","Usp14",4689.06,4951.42,4991.5,3967.1,3858.74,4719.42,4630.71,4879.13,4934.58,4503.59
"53268","Usp15",2431.6,2539.61,2314.39,2157.61,2287.2,2631.91,2620.16,2947.72,2630.14,2608.89
"53269","Usp16",656.97,600.17,500.83,705.43,681.81,480.64,544.43,478.77,520.86,479.9
"53270","Usp17la",0,0,0,0,0,0,0,0,0,0
"53271","Usp17lb",0,0,0,0,0,0,0,0,0,0
"53272","Usp17lc",0,0,0,0,0,0,0,0,0,0
"53273","Usp17ld",0,0,0,0,0,0,0,0,0,0
"53274","Usp17le",0,0,0,0,0,0,0,0,0,0
"53275","Usp17le-ps",0,0,0,0,0,0,0,0,0,0
"53276","Usp18",42.38,31.12,30.03,38.26,12.09,30.36,9.97,38.08,63.33,33.96
"53277","Usp19",2225.21,2530.72,2177.47,2192.04,2308.15,2413.34,2370.18,2499.41,2403.96,2149.36
"53278","Usp2",1685.26,1354.83,1745.1,1323.64,1107.33,1158.61,1016.78,1251.34,1258.85,1393.29
"53279","Usp20",1823.47,2241.75,2344.42,1922.72,1778.66,2009.6,1974.51,2155.57,2155.81,1941.1
"53280","Usp21",932.47,1065.86,989.65,1065.8,896.18,835.81,866.49,902.05,871.11,929.24
"53281","Usp22",8543.33,9001.46,9366.86,7648.04,8533.88,9780.85,9471.53,9718.01,8668.47,8563.5
"53282","Usp24",2538.49,2210.63,2154.65,2004.59,2394.39,2285.84,2256.7,2461.33,2344.51,2298.77
"53283","Usp25",868.89,842.46,867.15,832.44,784.16,769.03,735.36,699.66,749.62,589.69
"53284","Usp26",0,0,0,0,0,0,0,0,0,0
"53285","Usp27x",509.54,619.07,439.58,457.54,605.25,774.09,747.63,758.42,675.95,680.24
"53286","Usp28",812.68,801.34,473.21,599.08,770.46,597.01,543.66,532.09,548,605.53
"53287","Usp29",2217.84,2977.52,1444.84,1591.43,3120.52,3734.86,4267.25,4465.65,3847.63,3378.54
"53288","Usp3",867.97,801.34,626.94,625.09,785.77,641.53,536.76,704.01,527.32,740.22
"53289","Usp30",993.28,1028.07,984.85,931.9,1049.31,1095.87,1177.04,1059.83,1040.42,984.7
"53290","Usp31",2805.7,2551.84,3181.54,2185.92,2192.1,2255.49,2018.99,2707.24,2436.27,2374.6
"53291","Usp32",4220.99,3557.68,4795.73,3592.96,3489.63,3782.42,3916.82,4090.25,4090.61,3684.14
"53292","Usp33",3548.36,3525.45,3416.94,3047.43,3002.85,3329.09,3348.62,3669.14,3521.93,3250.64
"53293","Usp34",4885.32,4447.94,5099.59,3967.1,4440.61,4731.56,5013.35,5628.85,5083.21,4965.38
"53294","Usp35",355.66,461.24,463.6,379.49,398.12,385.53,404.1,490.74,475.62,318.05
"53295","Usp36",685.53,875.81,715.82,651.87,787.38,763.97,743.03,867.23,862.07,766.26
"53296","Usp37",830.19,816.9,877.96,802.6,799.47,920.81,844.25,969.52,899.55,1046.95
"53297","Usp38",939.84,970.28,910.38,877.58,985.64,991.64,1016.78,1144.7,1064.98,1097.88
"53298","Usp39",867.05,889.14,780.67,745.98,746.28,869.21,808.98,795.42,801.32,830.77
"53299","Usp4",2667.49,2489.6,2597.84,2478.19,2363.76,2428.52,2203.79,2446.1,2129.96,2513.82
"53300","Usp40",408.19,261.19,259.42,423.11,451.31,267.14,328.19,236.12,286.92,183.36
"53301","Usp42",641.3,614.62,580.1,531.75,570.59,613.2,542.9,649.61,617.79,606.67
"53302","Usp43",46.99,36.68,158.54,101.76,29.82,25.3,19.17,29.38,65.92,30.56
"53303","Usp44",0,3.33,1.2,3.06,0.81,1.01,0,0,0,0
"53304","Usp45",1475.18,1178.11,910.38,993.11,1294.31,1090.81,1016.78,1347.09,1236.88,1168.06
"53305","Usp46",4233.89,4198.98,5760.16,4450.64,2973.84,4109.25,3758.86,3745.31,3555.53,3955.78
"53306","Usp46os1",0,3.33,0,0,0,3.04,0,2.18,0,0
"53307","Usp46os2",0,1.11,0,0,0,1.01,0,0,0,0
"53308","Usp47",2781.74,2979.74,2916.11,2562.35,2796.54,3178.32,3194.49,3334,3171.68,3259.7
"53309","Usp48",1549.81,1588.23,1348.76,1403.98,1649.72,1415.62,1377.94,1672.44,1386.8,1458.94
"53310","Usp49",281.95,303.42,383.13,338.18,374.75,261.07,344.29,291.62,267.54,259.19
"53311","Usp5",5406.84,6196.22,6142.09,5174.44,4833.1,6338.43,5971.08,6271.93,5376.6,6159.47
"53312","Usp50",1.84,16.67,42.04,9.95,29.82,24.29,32.97,29.38,11.63,20.37
"53313","Usp51",58.05,55.57,64.86,56.62,87.04,111.31,95.08,108.81,78.84,81.49
"53314","Usp53",696.59,486.81,677.38,573.07,565.76,627.37,639.51,599.55,529.91,649.68
"53315","Usp54",1575.61,1434.85,1580.56,1366.49,1622.31,1427.77,1469.19,993.45,961.58,948.48
"53316","Usp6nl",1503.74,1262.58,1572.15,1480.49,1606.2,1287.11,1346.5,1211.08,1278.23,984.7
"53317","Usp7",3248.9,3396.53,3490.2,3124.71,2932.74,3275.46,3139.28,3397.11,3355.2,3155.57
"53318","Usp8",1906.4,1819.41,1652.62,1610.56,1829.44,1941.8,2152.41,2152.3,2114.45,1830.18
"53319","Usp9x",5442.78,4691.34,5359.01,3402.44,4677.55,5733.32,5646.73,6966.15,6083.57,6289.63
"53320","Usp9y",0,0,0,0,10.48,0,0,0,0,0
"53321","Uspl1",953.66,1089.2,1043.7,1032.13,910.69,961.29,1084.26,1050.04,1071.44,1037.9
"53322","Ust",1683.42,1377.06,1582.96,1478.19,1611.84,2202.87,1588.81,1088.12,1298.91,1576.65
"53323","Utf1",0,0,0,0,1.61,0,0.77,0,0,0
"53324","Utp11",483.74,472.36,385.53,462.89,454.54,447.25,463.15,447.22,385.15,456.13
"53325","Utp14a",326.18,374.55,361.51,418.52,338.49,368.33,321.29,302.5,290.8,296.54
"53326","Utp14b",698.43,607.95,533.26,519.51,650.38,512.01,685.52,514.68,564.8,568.18
"53327","Utp14b-ps1",0,0,0,0,0,0,0,0,0,0
"53328","Utp15",587.86,685.75,643.75,466.72,580.26,643.56,625.71,705.1,610.04,664.39
"53329","Utp18",575.88,683.53,540.47,589.9,628.62,585.88,565.9,638.73,593.24,639.49
"53330","Utp20",477.29,522.37,363.91,454.48,474.69,457.37,481.55,482.04,409.71,477.64
"53331","Utp23",319.73,297.86,300.26,233.36,238.55,237.79,284.48,230.68,228.76,294.28
"53332","Utp25",445.96,414.56,339.89,369.55,345.74,390.59,381.87,421.1,348.96,417.65
"53333","Utp3",755.56,782.45,655.76,702.37,647.96,733.61,700.09,653.96,775.47,655.33
"53334","Utp4",598.92,723.54,598.11,567.71,531.91,624.33,585.84,634.37,611.33,726.64
"53335","Utp6",1423.58,1417.07,1483.28,1495.02,1503.04,1402.47,1506.76,1607.15,1429.45,1415.93
"53336","Utrn",3039.74,2436.25,1711.47,2038.25,2472.56,2182.63,2481.37,2369.93,2447.9,2245.57
"53337","Uts2",0,0,0,0,0,0,0,0,0,0
"53338","Uts2b",0,0,0,0,0.81,0,0,0,1.29,2.26
"53339","Uts2r",0,4.45,0,3.83,3.22,13.15,13.8,17.41,9.05,10.19
"53340","Uty",526.13,446.79,399.94,417.75,531.1,462.43,456.25,511.42,458.82,433.49
"53341","Uvrag",1040.27,982.5,1084.53,846.98,835.74,961.29,884.12,874.85,837.51,802.47
"53342","Uvssa",243.25,213.39,178.95,223.41,271.59,189.22,174.06,284,240.4,226.37
"53343","Uxs1",864.28,875.81,845.53,764.34,780.94,722.48,665.58,829.15,789.69,846.62
"53344","Uxt",108.73,117.81,133.31,140.78,102.35,92.08,111.19,77.26,78.84,122.24
"53345","V1ra8",0,0,0,0,0,0,0,0,0,0
"53346","V1rd19",0,0,0,0,0,0,0,0,0,0
"53347","V1rg10",0,0,0,0,0,0,0,0,0,0
"53348","Vac14",647.75,764.66,705.01,616.68,652.79,684.03,737.66,689.87,670.78,724.38
"53349","Vamp1",1745.15,2282.87,1560.14,2192.81,2115.54,3667.06,4758.77,4029.31,5093.55,3024.27
"53350","Vamp2",27695.79,28599.29,40361.93,30185.88,21516.43,26441.49,26428.58,27179.09,26929.53,27977.93
"53351","Vamp3",1630.9,1473.75,1250.28,1684.01,1819.77,1452.05,1486.06,1192.58,1279.53,1383.11
"53352","Vamp4",2282.34,2576.29,2172.67,2515.68,2480.62,2449.77,2563.42,2594.08,2445.32,2658.69
"53353","Vamp5",38.7,28.9,38.43,48.2,31.43,62.74,28.37,27.2,40.07,37.35
"53354","Vamp7-ps",388.84,386.78,443.18,404.74,414.24,406.78,381.1,426.54,408.41,390.48
"53355","Vamp8",271.82,244.51,239.01,205.05,279.65,226.66,222.37,204.57,283.05,194.68
"53356","Vamp9",8.29,3.33,6.01,9.95,7.25,17.2,5.37,14.15,10.34,2.26
"53357","Vangl1",115.18,111.14,141.72,159.91,237.75,154.82,168.7,156.69,259.78,142.61
"53358","Vangl2",499.41,513.48,648.56,643.46,650.38,605.11,775.24,664.84,819.41,507.06
"53359","Vapa",4956.27,4948.08,4482.26,4473.6,4556.67,4907.63,4946.64,4857.37,4863.5,4856.72
"53360","Vapb",4304.83,4540.19,4657.61,4878.34,4642.9,4910.66,6023.99,5172.93,5675.16,5141.95
"53361","Vars",877.18,933.6,924.8,884.47,812.37,942.06,877.99,974.96,997.77,905.47
"53362","Vars2",474.53,532.37,583.7,541.7,567.37,539.33,555.16,608.26,577.73,567.05
"53363","Vash1",621.03,576.83,1006.47,880.64,685.84,577.78,820.48,591.94,594.53,644.02
"53364","Vash2",76.48,87.8,180.16,139.25,125.72,87.02,100.45,105.55,143.46,82.62
"53365","Vasn",91.22,100.03,98.48,104.05,149.1,144.7,138.79,117.52,126.66,66.78
"53366","Vasp",393.44,402.34,385.53,437.64,423.11,447.25,451.65,322.08,426.51,353.13
"53367","Vat1",1546.13,2310.66,1543.33,1800.3,2624.07,3071.06,4736.53,3708.32,4128.09,3033.33
"53368","Vat1l",6381.7,8389.06,1960.09,3423.87,7979.4,9958.94,10913.88,9491.68,10064.32,9107.91
"53369","Vaultrc5",0,1.11,2.4,0.77,0,0,3.07,0,0,5.66
"53370","Vav1",172.3,138.93,168.14,179.04,184.56,121.43,140.32,134.93,131.83,161.85
