"","gene","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"43947","Nxph4",102.5,56.53,49.15,155.27,121.24,280.05,97.1,123.1,0.08,0.87,0.05138,0.40913
"43948","Nxt1",166.87,123.04,150.57,127.54,170.63,137.36,193.04,152.7,0.04,0.24,0.2423,0.71704
"43949","Nxt2",1156.94,1274.45,1029.96,1218.39,1209,1212.23,1243.64,1192.1,0.02,0.06,0.57438,0.89454
"43950","Nyap1",2625.36,2390.94,2652.8,2901,2753.66,2964.56,2552.79,2691.6,0.02,0.06,0.57293,0.89375
"43951","Nyap2",1067.94,1491.43,1621.79,1248.49,1817.44,1382.93,1486.98,1445.3,0.04,0.2,0.23203,0.70645
"43952","Nynrin",481.53,713.29,747.63,840.51,702.73,729.47,512.43,675.4,-0.01,-0.1,0.62167,0.90927
"43953","Nyx",11.12,21.61,14.64,11.88,14.59,6.67,15.21,13.7,-0.01,-0.27,0.62011,0.90898
"43954","OR5BS1P",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43955","Oacyl",23.84,32.42,12.55,22.18,29.19,32.01,19.89,24.6,0.01,0.24,0.58628,0.89822
"43956","Oaf",419.55,296.79,319.97,208.35,196.45,182.7,277.27,271.6,-0.09,-0.51,0.04361,0.38242
"43957","Oard1",352.8,344.18,292.78,278.85,285.13,240.05,274.93,295.5,-0.06,-0.25,0.10995,0.55388
"43958","Oas1a",23.04,12.47,11.5,7.92,14.59,21.34,21.06,16,0.02,0.46,0.38107,0.80701
"43959","Oas1b",10.33,11.64,8.37,4.75,1.12,9.34,4.68,7.2,-0.03,-0.83,0.30427,NA
"43960","Oas1c",51.65,28.27,37.64,28.52,32.55,29.34,39.78,35.4,-0.01,-0.11,0.77122,0.9508
"43961","Oas1d",0.79,2.49,3.14,2.38,2.25,4,7.02,3.2,0.02,1.02,0.32416,NA
"43962","Oas1e",1.59,3.33,1.05,0,1.12,0,2.34,1.3,0,-0.35,0.84207,NA
"43963","Oas1f",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43964","Oas1g",2.38,1.66,6.27,2.38,0,4,2.34,2.7,-0.01,-0.6,0.63003,NA
"43965","Oas1h",1.59,0.83,2.09,0,2.25,2.67,1.17,1.5,0.01,0.87,0.55664,NA
"43966","Oas2",7.95,4.99,3.14,1.58,3.37,14.67,10.53,6.6,0.03,1.09,0.193,NA
"43967","Oas3",7.95,8.31,3.14,7.13,3.37,25.34,2.34,8.2,0.02,0.61,0.49092,NA
"43968","Oasl1",5.56,0.83,3.14,2.38,5.61,4,8.19,4.2,0.02,1,0.28416,NA
"43969","Oasl2",112.83,63.18,112.93,79.22,113.38,176.03,101.78,108.5,0.07,0.5,0.08542,0.50404
"43970","Oat",2852.61,2596.28,2907.93,2739.39,2703.14,2816.53,3254.75,2838.7,0.02,0.08,0.46613,0.84662
"43971","Oat-rs1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43972","Oaz1",2912.21,2886.42,2852.51,2674.43,2553.84,2656.5,3124.89,2808.7,-0.01,-0.03,0.79742,0.95631
"43973","Oaz1-ps",47.68,92.28,64.83,69.71,66.23,78.68,92.42,73.1,0.02,0.2,0.47596,0.85105
"43974","Oaz2",3586.82,3842.47,3975.53,4120.97,3942.45,3830.05,4260.89,3937,0.01,0.05,0.61221,0.90654
"43975","Oaz2-ps",9.54,4.16,0,3.96,2.25,8,5.85,4.8,0,0.25,0.81127,NA
"43976","Oaz3",0.79,2.49,1.05,0,1.12,4,1.17,1.5,0.01,0.94,0.54283,NA
"43977","Obox1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43978","Obox2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43979","Obox3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43980","Obox3-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43981","Obox3-ps2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43982","Obox3-ps3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43983","Obox3-ps4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43984","Obox3-ps5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43985","Obox3-ps6",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43986","Obox3-ps7",2.38,0,1.05,2.38,0,0,0,0.8,-0.01,-2.72,0.26584,NA
"43987","Obox3-ps8",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43988","Obox4-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43989","Obox4-ps10",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43990","Obox4-ps11",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43991","Obox4-ps12",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43992","Obox4-ps13",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43993","Obox4-ps14",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43994","Obox4-ps15",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43995","Obox4-ps16",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43996","Obox4-ps17",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43997","Obox4-ps18",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43998","Obox4-ps19",0,0,0,0,0,0,0,0,0,NA,NA,NA
"43999","Obox4-ps2",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"44000","Obox4-ps20",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44001","Obox4-ps21",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44002","Obox4-ps22",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44003","Obox4-ps23",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44004","Obox4-ps24",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44005","Obox4-ps25",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44006","Obox4-ps26",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44007","Obox4-ps27",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44008","Obox4-ps28",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44009","Obox4-ps29",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44010","Obox4-ps3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44011","Obox4-ps30",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44012","Obox4-ps31",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44013","Obox4-ps32",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44014","Obox4-ps33",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44015","Obox4-ps34",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44016","Obox4-ps35",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44017","Obox4-ps36",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44018","Obox4-ps37",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44019","Obox4-ps38",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44020","Obox4-ps39",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44021","Obox4-ps4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44022","Obox4-ps5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44023","Obox4-ps6",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44024","Obox4-ps7",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44025","Obox4-ps8",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44026","Obox4-ps9",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44027","Obox5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44028","Obox6",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44029","Obox6-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44030","Obox7",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44031","Obox8",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44032","Obp1a",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44033","Obp1b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44034","Obp2a",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"44035","Obp2b",0,0,0,0,0,0,2.34,0.3,0,2.31,0.54102,NA
"44036","Obscn",62.77,61.52,26.14,39.61,58.37,44.01,19.89,44.6,-0.01,-0.23,0.60845,0.90517
"44037","Obsl1",386.97,421.49,443.35,404.81,364.83,330.73,343.96,385.2,-0.09,-0.25,0.03944,0.36455
"44038","Oc90",0,3.33,2.09,1.58,1.12,2.67,1.17,1.7,0,-0.09,0.95112,NA
"44039","Oca2",24.63,60.69,8.37,35.65,16.84,22.67,18.72,26.8,-0.04,-0.75,0.20046,0.67879
"44040","Ocel1",503.78,335.86,255.14,270.14,324.42,324.06,412.99,346.6,0.01,0.05,0.83401,0.96759
"44041","Ociad1",8099.35,7482.08,9038.54,8965.2,8834.6,8907.01,8504.23,8547.3,0.02,0.06,0.55682,0.88585
"44042","Ociad2",1685.34,1074.93,1189.94,994.2,1217.99,1242.9,1332.55,1248.3,0,0.03,0.85903,0.97344
"44043","Ocln",357.57,477.19,507.14,396.89,427.7,450.75,343.96,423,-0.02,-0.09,0.59388,0.9005
"44044","Ocm",13.51,0.83,4.18,0,1.12,0,0,2.8,-0.03,-3.42,0.07512,NA
"44045","Ocrl",1655.94,1869.69,2021.23,2307.65,2248.5,2235.09,2025.15,2051.9,0.03,0.14,0.28073,0.74701
"44046","Ocstamp",1.59,2.49,1.05,1.58,0,0,1.17,1.1,-0.02,-1.97,0.2878,NA
"44047","Odam",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"44048","Odaph",0,3.33,3.14,3.17,2.25,1.33,8.19,3.1,0.01,0.72,0.55275,NA
"44049","Odc1",1459.68,1628.6,1596.7,1597.05,1558.12,1589.63,1781.8,1601.7,0.02,0.07,0.51236,0.86586
"44050","Odf1",0,0,0,0.79,2.25,0,1.17,0.6,0.01,2.14,0.42211,NA
"44051","Odf2",1225.27,1266.13,1028.91,1015.59,1035.01,1029.53,892.66,1070.4,-0.06,-0.2,0.12144,0.57477
"44052","Odf2l",162.1,201.18,140.12,131.5,124.6,154.7,102.95,145.3,-0.05,-0.32,0.1617,0.63424
"44053","Odf3",0.79,3.33,1.05,0,1.12,0,0,0.9,-0.01,-1.58,0.48081,NA
"44054","Odf3b",19.07,69,14.64,28.52,34.8,34.67,51.48,36,0.01,0.29,0.57659,0.89506
"44055","Odf3l1",3.18,3.33,0,0,4.49,0,3.51,2.1,0.01,0.71,0.67226,NA
"44056","Odf3l2",11.12,22.45,14.64,15.05,7.86,9.34,12.87,13.3,-0.03,-0.66,0.22517,0.70271
"44057","Odf4",3.18,6.65,0,6.34,1.12,0,1.17,2.6,-0.03,-2.38,0.13155,NA
"44058","Odr4",1668.66,1656.87,1322.74,1430.69,1334.73,1408.26,1288.09,1444.3,-0.05,-0.18,0.14201,0.60681
"44059","Ofcc1",1.59,2.49,0,0.79,1.12,4,0,1.4,0,0.43,0.79764,NA
"44060","Ofd1",257.45,246.08,254.09,204.38,249.21,238.71,191.87,234.5,-0.01,-0.09,0.6132,0.90671
"44061","Oga",6195.49,6567.61,6770.54,6595.76,7375.26,6949.31,7161.15,6802.2,0.06,0.13,0.08882,0.51113
"44062","Ogdh",8380.64,8666.75,11073.36,11693.5,11858.8,11091.42,11108.49,10553.3,0.05,0.19,0.18193,0.66054
"44063","Ogdhl",3014.71,2903.88,3583.42,3458.7,3648.34,3331.29,3668.9,3372.7,0.04,0.13,0.24367,0.71851
"44064","Ogfod1",2560.2,2567.19,2905.84,3183.81,3360.97,3431.31,2990.34,3000,0.07,0.22,0.06726,0.45974
"44065","Ogfod2",588,459.73,438.12,423.03,425.45,464.09,459.78,465.5,-0.02,-0.09,0.57325,0.89405
"44066","Ogfod3",181.17,159.62,181.94,211.51,162.77,198.7,161.45,179.6,-0.01,-0.08,0.66253,0.91886
"44067","Ogfr",1934.05,1889.64,1867.52,1833.92,1577.21,1609.64,1614.5,1760.9,-0.15,-0.23,0.00371,0.10138
"44068","Ogfrl1",3626.55,3218.13,3096.15,2799.6,3627.01,3172.6,3650.18,3312.9,0.03,0.13,0.28205,0.74826
"44069","Ogg1",152.56,154.63,108.75,123.58,114.5,125.36,152.09,133.1,-0.01,-0.05,0.81805,0.96323
"44070","Ogn",258.24,113.89,598.11,156.85,85.32,340.06,109.97,237.5,-0.02,-0.66,0.39993,0.81848
"44071","Ogt",3755.27,4544.95,2471.9,2462.12,3568.64,3393.97,2918.98,3302.3,0,-0.01,0.97588,0.99521
"44072","Oip5",28.61,36.58,30.32,22.97,26.94,20,28.08,27.6,-0.02,-0.24,0.52339,0.87049
"44073","Oip5os1",16109.7,8643.47,9519.53,8593.67,9562.02,10968.73,9713.94,10444.4,-0.01,-0.09,0.68146,0.92493
"44074","Oit1",2.38,0,2.09,0,0,0,2.34,1,0,-0.49,0.83894,NA
"44075","Oit3",3.18,3.33,1.05,2.38,0,0,0,1.4,-0.03,-3.49,0.05691,NA
"44076","Ola1",3012.32,2607.09,3297.96,2644.33,3035.42,2761.85,2820.7,2882.8,0,-0.01,0.94309,0.98967
"44077","Olah",0,4.16,0,2.38,2.25,0,1.17,1.4,0,-0.51,0.79197,NA
"44078","Olfm1",16189.16,5090.31,6742.3,6726.48,6364.95,8465.59,5914,7927.5,-0.02,-0.33,0.47653,0.85105
"44079","Olfm2",2692.9,1622.78,2005.54,2844.75,2063.28,2353.78,1788.82,2196,-0.02,-0.15,0.4598,0.84263
"44080","Olfm3",1891.94,1334.3,2866.11,2562.73,2404.54,2683.17,2759.87,2357.5,0.04,0.27,0.2275,0.70486
"44081","Olfm4",74.69,61.52,40.78,63.38,44.9,57.34,38.61,54.5,-0.04,-0.37,0.23351,0.70799
"44082","Olfm5",3.97,0,4.18,4.75,4.49,0,1.17,2.7,-0.01,-0.74,0.60447,NA
"44083","Olfml1",266.19,226.96,240.5,232.9,158.28,202.7,162.62,212.9,-0.22,-0.47,0.00391,0.10365
"44084","Olfml2a",153.36,109.74,315.78,129.92,98.79,166.7,155.6,161.4,-0.03,-0.33,0.35023,0.78906
"44085","Olfml2b",206.6,107.24,94.11,86.35,75.21,81.35,74.88,103.7,-0.1,-0.68,0.03751,0.35653
"44086","Olfml3",1118,936.09,911.8,926.86,747.63,761.48,946.47,906.9,-0.07,-0.25,0.06981,0.46606
"44087","Olfr1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44088","Olfr10",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44089","Olfr1000",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44090","Olfr1001-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44091","Olfr1002",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44092","Olfr1003-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44093","Olfr1004-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44094","Olfr1005-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44095","Olfr1006",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44096","Olfr1007-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44097","Olfr1008",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44098","Olfr1009",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44099","Olfr101",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44100","Olfr1010",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44101","Olfr1012",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44102","Olfr1013",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"44103","Olfr1014",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44104","Olfr1015",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44105","Olfr1016",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44106","Olfr1017-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44107","Olfr1018",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44108","Olfr1019",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44109","Olfr102",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44110","Olfr1020",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44111","Olfr1021-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44112","Olfr1022",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44113","Olfr1023",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44114","Olfr1024",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44115","Olfr1025-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44116","Olfr1026",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44117","Olfr1027-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44118","Olfr1028",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44119","Olfr1029",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"44120","Olfr103",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44121","Olfr1030",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44122","Olfr1031",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44123","Olfr1032",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44124","Olfr1033",0,4.16,1.05,0.79,1.12,4,4.68,2.3,0.01,1.12,0.41847,NA
"44125","Olfr1034",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"44126","Olfr1035-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44127","Olfr1036",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44128","Olfr1037",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44129","Olfr1038-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44130","Olfr1039",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44131","Olfr104-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44132","Olfr1040",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44133","Olfr1041-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44134","Olfr1042",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44135","Olfr1043",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44136","Olfr1044",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44137","Olfr1045",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44138","Olfr1046",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44139","Olfr1047",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44140","Olfr1048",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44141","Olfr1049",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44142","Olfr105-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44143","Olfr1050-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44144","Olfr1051",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44145","Olfr1052",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44146","Olfr1053",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44147","Olfr1054",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44148","Olfr1055",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44149","Olfr1056",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44150","Olfr1057",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44151","Olfr1058",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44152","Olfr1059-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44153","Olfr106-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44154","Olfr1060-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44155","Olfr1061",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44156","Olfr1062",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44157","Olfr1063-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44158","Olfr1064-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44159","Olfr1065",0,0,2.09,0,0,0,0,0.3,0,-1.12,0.76875,NA
"44160","Olfr1066",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44161","Olfr1069-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44162","Olfr107",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44163","Olfr1070-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44164","Olfr1073-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44165","Olfr1075-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44166","Olfr1076",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44167","Olfr1077-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44168","Olfr1078-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44169","Olfr1079",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44170","Olfr108",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44171","Olfr1080",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44172","Olfr1081-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44173","Olfr1082",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44174","Olfr1083-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44175","Olfr1084",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44176","Olfr1085",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44177","Olfr1086",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44178","Olfr1087",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44179","Olfr1088-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44180","Olfr1089",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44181","Olfr109",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44182","Olfr1090",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44183","Olfr1091-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44184","Olfr1092-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44185","Olfr1093",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44186","Olfr1094",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44187","Olfr1095",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44188","Olfr1097",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44189","Olfr1098",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44190","Olfr1099",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44191","Olfr11",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44192","Olfr110",0,0.83,0,0,0,4,1.17,0.9,0.01,2.71,0.26657,NA
"44193","Olfr1100",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44194","Olfr1101",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44195","Olfr1102",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44196","Olfr1103-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44197","Olfr1104",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44198","Olfr1105",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44199","Olfr1106",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44200","Olfr1107",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44201","Olfr1108-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44202","Olfr1109",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44203","Olfr111",0.79,0,0,0,2.25,0,1.17,0.6,0.01,2.14,0.42203,NA
"44204","Olfr1110",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44205","Olfr1111",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44206","Olfr1112",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44207","Olfr1113",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44208","Olfr1114-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44209","Olfr1115",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44210","Olfr1116",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44211","Olfr1117-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44212","Olfr1118",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44213","Olfr1119-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44214","Olfr112",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44215","Olfr1120",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44216","Olfr1121",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44217","Olfr1122",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44218","Olfr1123",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44219","Olfr1124",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44220","Olfr1126",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44221","Olfr1127-ps1",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"44222","Olfr1128",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44223","Olfr1129",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44224","Olfr113",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44225","Olfr1130",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44226","Olfr1131",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44227","Olfr1132",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44228","Olfr1133",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44229","Olfr1134",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44230","Olfr1135",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44231","Olfr1136",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44232","Olfr1137",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44233","Olfr1138",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44234","Olfr1139-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44235","Olfr114",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44236","Olfr1140",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"44237","Olfr1141",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44238","Olfr1142-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44239","Olfr1143",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44240","Olfr1144-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44241","Olfr1145",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44242","Olfr1146-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44243","Olfr1147-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44244","Olfr1148",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44245","Olfr1149-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44246","Olfr115",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44247","Olfr1150-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44248","Olfr1151",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44249","Olfr1152",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44250","Olfr1153",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44251","Olfr1154",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44252","Olfr1155",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44253","Olfr1156",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44254","Olfr1157",0,0,0,0,0,0,0,0,0,NA,NA,NA
"44255","Olfr1158",0,0,0,0,0,0,0,0,0,NA,NA,NA
